,temperature,humidity,winp,weather,shebei2_huilu1,shebei3_huilu1,shebei4_huilu1,shebei1_huilu2,shebei3_huilu1,shebei4_huilu1,shebei5_huilu1,shebei5_huilu2
1183,31,62,2,3,0,0,0,0,0,0,0,0
1184,31,63,2,3,0,0,0,0,0,0,0,0
1185,30,66,2,3,0,0,0,0,0,0,0,0
1186,31,65,1,3,0,0,0,0,0,0,0,0
1187,30,67,2,3,0,0,0,0,0,0,0,0
1188,31,65,2,3,0,0,0,0,0,0,0,0
1189,31,66,2,3,0,0,0,0,0,0,0,0
1190,31,66,2,3,0,0,0,0,0,0,0,0
1191,30,67,4,3,0,0,0,0,0,0,0,0
1192,30,70,3,3,0,0,0,0,0,0,0,0
1193,30,71,3,3,0,0,0,0,0,0,0,0
1194,29,73,3,3,0,0,0,0,0,0,0,0
1195,29,74,3,3,0,0,0,0,0,0,0,0
1196,29,76,3,3,1,1,1,1,1,1,1,1
1197,28,79,3,3,1,1,1,1,1,1,1,1
1198,28,77,3,1,1,1,1,1,1,1,1,1
1199,27,78,2,1,1,1,1,1,1,1,1,1
1200,27,78,2,1,1,1,1,1,1,1,1,1
1201,27,79,2,1,1,1,1,1,1,1,1,1
1202,27,84,2,1,1,1,1,1,1,1,1,1
1203,27,85,2,1,1,1,1,1,1,1,1,1
1204,26,88,2,1,1,1,1,1,1,1,1,1
1205,26,92,2,1,1,1,1,1,1,1,1,1
1206,26,93,2,1,1,1,1,1,1,1,1,1
1207,26,93,3,1,1,1,1,1,1,1,1,1
1208,25,100,3,0,1,1,1,1,1,1,1,1
1209,25,99,2,0,1,1,1,1,1,1,1,1
1210,25,100,2,1,1,1,1,1,1,1,1,1
1211,25,100,2,1,1,1,1,1,1,1,1,1
1212,25,100,2,1,1,1,1,1,1,1,1,1
1213,25,100,3,1,1,1,1,1,1,1,1,1
1214,25,100,2,1,1,1,1,1,1,1,1,1
1215,25,100,2,1,1,1,1,1,1,1,1,1
1216,25,100,2,1,1,1,1,1,1,1,1,1
1217,25,100,3,3,1,1,1,1,1,1,1,1
1218,25,100,2,3,0,0,0,1,0,0,0,0
1219,25,100,2,3,0,0,0,0,0,0,0,0
1220,25,100,1,3,0,0,0,0,0,0,0,0
1221,25,99,2,3,0,0,0,0,0,0,0,0
1222,26,95,2,3,0,0,0,0,0,0,0,0
1223,28,86,2,3,0,0,0,0,0,0,0,0
1224,28,82,3,3,0,0,0,0,0,0,0,0
1225,28,84,2,3,0,0,0,0,0,0,0,0
1226,29,79,3,3,0,0,0,0,0,0,0,0
1227,29,76,3,1,0,0,0,0,0,0,0,0
1228,29,75,3,1,0,0,0,0,0,0,0,0
1229,29,72,4,1,0,0,0,0,0,0,0,0
1230,31,66,4,1,0,0,0,0,0,0,0,0
1231,29,72,3,1,0,0,0,0,0,0,0,0
1232,27,83,4,0,0,0,0,0,0,0,0,0
1233,28,78,5,0,0,0,0,0,0,0,0,0
1234,26,87,3,0,0,0,0,0,0,0,0,0
1235,26,91,3,0,0,0,0,0,0,0,0,0
1236,27,83,3,1,0,0,0,0,0,0,0,0
1237,28,81,3,1,0,0,0,0,0,0,0,0
1238,28,76,3,1,0,0,0,0,0,0,0,0
1239,29,65,3,3,0,0,0,0,0,0,0,0
1240,29,65,3,3,0,0,0,0,0,0,0,0
1241,27,79,3,1,0,0,0,0,0,0,0,0
1242,27,80,4,1,0,0,0,0,0,0,0,0
1243,26,82,4,1,1,1,1,1,1,1,1,1
1244,26,84,3,1,1,1,1,1,1,1,1,1
1245,26,87,3,1,1,1,1,1,1,1,1,1
1246,25,87,3,1,1,1,1,1,1,1,1,1
1247,25,89,4,1,1,1,1,1,1,1,1,1
1248,25,91,4,1,1,1,1,1,1,1,1,1
1249,25,93,3,1,1,1,1,1,1,1,1,1
1250,25,94,3,1,1,1,1,1,1,1,1,1
1251,25,92,3,3,1,1,1,1,1,1,1,1
1252,25,92,2,3,1,1,1,1,1,1,1,1
1253,24,93,2,3,1,1,1,1,1,1,1,1
1254,24,93,2,3,1,1,1,1,1,1,1,1
1255,24,92,2,3,1,1,1,1,1,1,1,1
1256,24,93,2,3,1,1,1,1,1,1,1,1
1257,24,94,2,3,1,1,1,1,1,1,1,1
1258,24,95,2,3,1,1,1,1,1,1,1,1
1259,24,96,1,3,1,1,1,1,1,1,1,1
1260,24,100,2,0,1,1,1,1,1,1,1,1
1261,24,100,2,0,1,1,1,1,1,1,1,1
1262,24,100,2,0,1,1,1,1,1,1,1,1
1263,23,100,2,0,1,1,1,1,1,1,1,1
1264,23,100,2,0,1,1,1,1,1,1,1,1
1265,23,100,1,3,0,0,0,0,0,0,0,0
1266,24,100,2,3,0,0,0,0,0,0,0,0
1267,24,100,1,3,0,0,0,0,0,0,0,0
1268,25,100,2,3,0,0,0,0,0,0,0,0
1269,25,99,2,3,0,0,0,0,0,0,0,0
1270,26,95,2,3,0,0,0,0,0,0,0,0
1271,26,95,2,3,0,0,0,0,0,0,0,0
1272,27,91,2,3,0,0,0,0,0,0,0,0
1273,28,86,3,3,0,0,0,0,0,0,0,0
1274,28,82,3,3,0,0,0,0,0,0,0,0
1275,29,78,3,3,0,0,0,0,0,0,0,0
1276,28,81,4,3,0,0,0,0,0,0,0,0
1277,28,83,3,3,0,0,0,0,0,0,0,0
1278,29,82,3,3,0,0,0,0,0,0,0,0
1279,29,82,3,3,0,0,0,0,0,0,0,0
1280,28,84,3,3,0,0,0,0,0,0,0,0
1281,28,81,4,3,0,0,0,0,0,0,0,0
1282,30,80,3,3,0,0,0,0,0,0,0,0
1283,29,77,4,3,0,0,0,0,0,0,0,0
1284,29,77,5,3,0,0,0,0,0,0,0,0
1285,28,82,4,3,0,0,0,0,0,0,0,0
1286,28,83,4,3,0,0,0,0,0,0,0,0
1287,27,85,4,3,0,0,0,0,0,0,0,0
1288,26,95,2,0,0,0,0,0,0,0,0,0
1289,26,93,3,0,0,0,0,0,0,0,0,0
1290,26,93,2,0,1,1,1,1,1,1,1,1
1291,26,93,3,3,1,1,1,1,1,1,1,1
1292,26,92,3,3,1,1,1,1,1,1,1,1
1293,25,91,3,3,1,1,1,1,1,1,1,1
1294,25,90,3,3,1,1,1,1,1,1,1,1
1295,25,87,3,3,1,1,1,1,1,1,1,1
1296,25,85,3,3,1,1,1,1,1,1,1,1
1297,25,84,3,3,1,1,1,1,1,1,1,1
1298,25,85,2,3,1,1,1,1,1,1,1,1
1299,25,94,2,3,1,1,1,1,1,1,1,1
1300,25,96,2,3,1,1,1,1,1,1,1,1
1301,25,97,2,3,1,1,1,1,1,1,1,1
1302,25,98,2,3,1,1,1,1,1,1,1,1
1303,25,100,2,3,1,1,1,1,1,1,1,1
1304,25,100,1,3,1,1,1,1,1,1,1,1
1305,25,100,2,3,1,1,1,1,1,1,1,1
1306,24,100,2,3,1,1,1,1,1,1,1,1
1307,25,100,2,3,1,1,1,1,1,1,1,1
1308,24,100,2,3,1,1,1,1,1,1,1,1
1309,24,100,2,3,1,1,1,1,1,1,1,1
1310,24,100,2,3,1,1,1,1,1,1,1,1
1311,24,100,1,1,1,1,1,1,1,1,1,1
1312,24,100,2,1,0,0,0,0,0,0,0,0
1313,24,100,1,1,0,0,0,0,0,0,0,0
1314,24,100,2,1,0,0,0,0,0,0,0,0
1315,25,100,2,1,0,0,0,0,0,0,0,0
1316,26,95,2,1,0,0,0,0,0,0,0,0
1317,28,84,2,1,0,0,0,0,0,0,0,0
1318,29,77,2,1,0,0,0,0,0,0,0,0
1319,29,74,3,1,0,0,0,0,0,0,0,0
1320,29,78,2,1,0,0,0,0,0,0,0,0
1321,29,74,2,1,0,0,0,0,0,0,0,0
1322,30,74,3,3,0,0,0,0,0,0,0,0
1323,30,66,3,1,0,0,0,0,0,0,0,0
1324,30,68,2,1,0,0,0,0,0,0,0,0
1325,30,69,2,1,0,0,0,0,0,0,0,0
1326,30,68,2,3,0,0,0,0,0,0,0,0
1327,30,70,2,1,0,0,0,0,0,0,0,0
1328,30,73,2,1,0,0,0,0,0,0,0,0
1329,30,77,2,1,0,0,0,0,0,0,0,0
1330,30,76,2,1,0,0,0,0,0,0,0,0
1331,30,77,2,3,0,0,0,0,0,0,0,0
1332,31,77,3,3,0,0,0,0,0,0,0,0
1333,28,85,3,3,0,0,0,0,0,0,0,0
1334,28,88,3,3,0,0,0,0,0,0,0,0
1335,27,91,4,3,1,1,1,1,1,1,1,1
1336,27,92,3,3,1,1,1,1,1,1,1,1
1337,26,94,3,3,1,1,1,1,1,1,1,1
1338,26,95,2,3,1,1,1,1,1,1,1,1
1339,26,96,3,3,1,1,1,1,1,1,1,1
1340,26,97,3,3,1,1,1,1,1,1,1,1
1341,26,96,3,3,1,1,1,1,1,1,1,1
1342,26,96,3,3,1,1,1,1,1,1,1,1
1343,26,97,2,0,1,1,1,1,1,1,1,1
1344,25,99,3,0,1,1,1,1,1,1,1,1
1345,25,100,2,0,1,1,1,1,1,1,1,1
1346,25,100,2,0,1,1,1,1,1,1,1,1
1347,25,100,1,0,1,1,1,1,1,1,1,1
1348,25,100,2,1,1,1,1,1,1,1,1,1
1349,24,96,1,1,1,1,1,1,1,1,1,1
1350,23,100,1,0,1,1,1,1,1,1,1,1
1351,22,100,2,0,1,1,1,1,1,1,1,1
1352,22,100,2,1,1,1,1,1,1,1,1,1
1353,22,100,2,1,1,1,1,1,1,1,1,1
1354,22,100,2,0,1,1,1,1,1,1,1,1
1355,22,100,2,0,1,1,1,1,1,1,1,1
1356,22,100,2,0,1,1,1,1,1,1,1,1
1357,22,100,2,1,0,0,0,0,0,0,0,0
1358,21,100,2,1,0,0,0,0,0,0,0,0
1359,21,100,3,1,0,0,0,0,0,0,0,0
1360,21,100,2,1,0,0,0,0,0,0,0,0
1361,22,95,1,1,0,0,0,0,0,0,0,0
1362,22,92,2,1,0,0,0,0,0,0,0,0
1363,22,92,2,1,0,0,0,0,0,0,0,0
1364,22,91,2,0,0,0,0,0,0,0,0,0
1365,23,86,2,0,0,0,0,0,0,0,0,0
1366,25,75,2,0,0,0,0,0,0,0,0,0
1367,25,78,1,0,0,0,0,0,0,0,0,0
1368,25,78,2,0,0,0,0,0,0,0,0,0
1369,26,72,2,0,0,0,0,0,0,0,0,0
1370,25,77,2,1,0,0,0,0,0,0,0,0
1371,25,78,2,1,0,0,0,0,0,0,0,0
1372,25,78,3,1,0,0,0,0,0,0,0,0
1373,23,83,3,1,0,0,0,0,0,0,0,0
1374,22,83,3,1,0,0,0,0,0,0,0,0
1375,22,87,3,1,0,0,0,0,0,0,0,0
1376,22,86,3,3,0,0,0,0,0,0,0,0
1377,22,87,3,3,0,0,0,0,0,0,0,0
1378,21,91,2,3,0,0,0,0,0,0,0,0
1379,20,96,2,0,0,0,0,0,0,0,0,0
1380,20,94,2,3,1,1,1,1,1,1,1,1
1381,20,95,3,3,1,1,1,1,1,1,1,1
1382,20,94,2,3,1,1,1,1,1,1,1,1
1383,20,93,2,3,1,1,1,1,1,1,1,1
1384,20,92,2,3,1,1,1,1,1,1,1,1
1385,20,91,1,3,1,1,1,1,1,1,1,1
1386,20,89,2,3,1,1,1,1,1,1,1,1
1387,20,86,0,3,1,1,1,1,1,1,1,1
1388,20,84,0,3,1,1,1,1,1,1,1,1
