uptime_1600013,temperature,humidity,aqi,winp,wind,weather,rtu3
2019-09-25 04:05:00,18℃,92%,108,1级,东风,多云,1631
2019-09-25 20:15:00,21℃,74%,64,1级,西北风,阴,1624
2019-09-25 21:15:00,21℃,81%,74,1级,北风,阴,1622
2019-09-24 01:15:00,14℃,95%,78,1级,东北风,多云,1634
2019-09-24 02:15:00,13℃,94%,79,1级,东南风,多云,1631
2019-09-24 03:05:00,14℃,96%,91,1级,北风,多云,1637
2019-09-24 04:05:00,14℃,92%,90,1级,东北风,多云,1636
2019-09-24 20:15:00,20℃,73%,76,0级,无持续风向,多云,1624
2019-09-24 21:15:00,19℃,81%,81,1级,北风,多云,1624
2019-09-24 22:15:00,19℃,90%,81,1级,东北风,多云,1631
2019-09-24 23:15:00,19℃,82%,80,1级,北风,多云,1625
2019-09-23 01:05:00,17℃,84%,71,2级,北风,晴,1636
2019-09-23 02:05:00,17℃,80%,68,2级,北风,晴,1640
2019-09-23 03:05:00,17℃,78%,68,1级,东北风,晴,1635
2019-09-23 04:05:00,15℃,80%,53,1级,东北风,晴,1640
2019-09-23 20:15:00,17℃,68%,56,2级,西风,晴,1624
2019-09-23 21:10:00,16℃,88%,63,0级,无持续风向,晴,1636
2019-09-23 22:15:00,15℃,93%,77,1级,东北风,晴,1624
2019-09-23 23:15:00,14℃,90%,81,1级,西北风,多云,1635
2019-09-22 01:05:00,17℃,89%,31,2级,北风,晴,1641
2019-09-22 02:05:00,16℃,93%,33,2级,北风,晴,1642
2019-09-22 03:05:00,16℃,93%,38,1级,西北风,晴,1643
2019-09-22 04:05:00,16℃,96%,41,2级,西北风,晴,1644
2019-09-22 20:05:00,20℃,63%,64,1级,北风,晴,1637
2019-09-22 21:00:00,21℃,61%,67,2级,北风,晴,1637
2019-09-22 22:05:00,19℃,67%,70,1级,北风,晴,1632
2019-09-22 23:05:00,20℃,62%,68,1级,西北风,晴,1632
2019-09-21 01:15:00,15℃,89%,41,1级,北风,晴,1650
2019-09-21 02:15:00,15℃,87%,37,2级,北风,晴,1647
2019-09-21 03:15:00,15℃,90%,36,1级,北风,晴,1645
2019-09-21 04:15:00,15℃,89%,37,1级,北风,晴,1648
2019-09-21 20:05:00,21℃,70%,60,2级,北风,晴,1648
2019-09-21 21:05:00,20℃,74%,61,2级,北风,晴,1647
2019-09-21 22:05:00,20℃,75%,55,2级,北风,晴,1634
2019-09-21 23:05:00,19℃,80%,51,2级,东北风,晴,1637
2019-09-20 20:15:00,20℃,63%,46,2级,东北风,晴,1653
2019-09-20 21:15:00,19℃,67%,45,1级,东北风,晴,1657
2019-09-20 22:15:00,17℃,77%,53,1级,北风,晴,1642
2019-09-20 23:15:00,17℃,81%,48,2级,北风,晴,1649
2019-09-19 20:15:00,21℃,54%,53,2级,东北风,晴,1670
2019-09-19 21:15:00,20℃,62%,38,2级,东北风,晴,1662
2019-09-19 22:15:00,19℃,66%,51,2级,东北风,晴,1657
2019-09-19 23:15:00,18℃,76%,55,2级,东北风,晴,1654
2019-09-18 01:15:00,21℃,96%,70,2级,西北风,多云,1751
2019-09-18 02:15:00,21℃,96%,69,2级,西北风,多云,1744
2019-09-18 03:15:00,21℃,96%,67,2级,北风,多云,1747
2019-09-18 04:15:00,21℃,94%,68,2级,北风,多云,1745
2019-09-18 20:15:00,23℃,76%,89,3级,东北风,晴,1700
2019-09-18 21:15:00,22℃,80%,81,2级,东北风,晴,1663
2019-09-18 22:15:00,21℃,84%,72,2级,东北风,晴,1658
2019-09-18 23:15:00,21℃,87%,62,3级,东北风,晴,1662
2019-09-17 01:15:00,20℃,76%,48,2级,东北风,多云,1751
2019-09-17 02:15:00,20℃,78%,43,2级,东北风,多云,1747
2019-09-17 03:15:00,20℃,80%,46,0级,无持续风向,多云,1752
2019-09-17 04:15:00,20℃,80%,48,1级,东北风,多云,1755
2019-09-17 20:15:00,22℃,86%,79,2级,北风,阴,1765
2019-09-17 21:15:00,22℃,88%,76,2级,北风,阴,1760
2019-09-17 22:10:00,21℃,90%,65,2级,西北风,阴,1740
2019-09-17 23:15:00,21℃,92%,64,1级,西北风,多云,1737
2019-09-16 01:15:00,22℃,75%,43,1级,北风,多云,1748
2019-09-16 02:15:00,21℃,82%,38,2级,西北风,多云,1748
2019-09-16 03:15:00,21℃,85%,43,2级,西北风,多云,1753
2019-09-16 04:15:00,20℃,87%,45,2级,北风,多云,1748
2019-09-16 20:15:00,21℃,75%,45,2级,北风,多云,1750
2019-09-16 21:15:00,20℃,79%,52,2级,东北风,多云,1747
2019-09-16 22:15:00,20℃,79%,56,2级,北风,多云,1749
2019-09-16 23:15:00,20℃,77%,56,2级,北风,多云,1756
2019-09-15 01:00:00,23℃,89%,37,1级,东北风,晴,1761
2019-09-15 02:05:00,22℃,90%,32,2级,北风,阴,1763
2019-09-15 03:05:00,22℃,90%,27,2级,北风,阴,1765
2019-09-15 04:05:00,22℃,92%,28,2级,东北风,阴,1757
2019-09-15 20:15:00,24℃,66%,52,2级,北风,晴,1746
2019-09-15 21:15:00,23℃,68%,54,2级,北风,晴,1748
2019-09-15 22:15:00,23℃,71%,40,2级,北风,晴,1740
2019-09-15 23:15:00,23℃,70%,39,2级,北风,多云,1747
2019-09-14 20:05:00,23℃,94%,65,2级,东北风,阴,1757
2019-09-14 21:05:00,23℃,92%,46,2级,东北风,阴,1754
2019-09-14 22:05:00,23℃,90%,40,2级,东风,阴,1760
2019-09-14 23:15:00,22℃,92%,38,2级,东北风,阴,1756
2019-09-13 01:15:00,24℃,93%,60,2级,东北风,多云,1768
2019-09-13 02:15:00,24℃,92%,61,2级,东风,多云,1765
2019-09-13 03:15:00,24℃,91%,57,2级,东风,多云,1768
2019-09-13 04:15:00,23℃,92%,57,2级,东北风,多云,1781
2019-09-12 01:15:00,24℃,91%,54,2级,东风,多云,1773
2019-09-12 02:15:00,24℃,94%,54,2级,东风,多云,1750
2019-09-12 03:15:00,23℃,96%,54,2级,东北风,多云,1749
2019-09-12 04:00:00,24℃,94%,51,2级,东风,晴,1752
2019-09-12 21:00:00,28℃,78%,69,3级,东风,晴,1779
2019-09-12 21:35:00,27℃,81%,63,3级,东风,晴,1781
2019-09-12 22:15:00,26℃,84%,63,2级,东风,晴,1781
2019-09-12 23:15:00,25℃,88%,57,2级,东风,多云,1762
2019-09-11 01:15:00,23℃,97%,43,2级,东北风,多云,1750
2019-09-11 02:15:00,23℃,98%,41,2级,东北风,多云,1756
2019-09-11 03:15:00,23℃,99%,43,1级,东风,多云,1762
2019-09-11 04:15:00,23℃,99%,38,2级,东风,多云,1758
2019-09-11 20:15:00,27℃,84%,58,3级,东北风,晴,1757
2019-09-11 21:10:00,26℃,86%,57,2级,东风,晴,1766
2019-09-11 22:15:00,25℃,88%,55,2级,东北风,晴,1755
2019-09-11 23:15:00,25℃,88%,53,2级,东风,多云,1770
2019-09-10 01:15:00,21℃,99%,63,1级,北风,晴,1763
2019-09-10 02:15:00,21℃,99%,59,2级,北风,晴,1765
2019-09-10 03:15:00,21℃,99%,59,1级,北风,晴,1761
2019-09-10 04:10:00,21℃,99%,60,2级,东北风,晴,1765
2019-09-10 20:10:00,26℃,80%,54,2级,东北风,晴,1742
2019-09-10 21:15:00,25℃,88%,58,2级,东北风,晴,1739
2019-09-10 22:15:00,24℃,91%,53,2级,东北风,晴,1745
2019-09-10 23:05:00,24℃,91%,50,2级,东北风,多云,1749
2019-09-09 01:10:00,21℃,92%,74,1级,东北风,晴,1769
2019-09-09 02:10:00,21℃,93%,74,2级,东北风,晴,1767
2019-09-09 03:15:00,20℃,95%,78,1级,北风,晴,1759
2019-09-09 04:15:00,20℃,98%,77,2级,东北风,晴,1768
2019-09-09 20:15:00,25℃,79%,55,2级,东北风,晴,1755
2019-09-09 21:15:00,24℃,84%,68,2级,东北风,晴,1762
2019-09-09 22:15:00,23℃,88%,80,1级,北风,晴,1753
2019-09-09 23:15:00,22℃,96%,73,2级,东北风,晴,1757
2019-09-08 01:15:00,20℃,99%,119,1级,东北风,晴,1780
2019-09-08 02:15:00,19℃,99%,124,0级,无持续风向,晴,1774
2019-09-08 03:15:00,19℃,99%,122,1级,北风,晴,1776
2019-09-08 04:15:00,19℃,99%,121,1级,西北风,晴,1779
2019-09-08 20:10:00,24℃,77%,69,1级,北风,晴,1764
2019-09-08 21:10:00,23℃,83%,80,2级,东北风,晴,1759
2019-09-08 22:10:00,23℃,80%,83,2级,东北风,晴,1763
2019-09-08 23:10:00,21℃,91%,76,1级,东南风,晴,1760
2019-09-07 01:15:00,20℃,97%,59,2级,西风,多云,1791
2019-09-07 02:15:00,20℃,98%,60,1级,西风,多云,1797
2019-09-07 03:15:00,19℃,99%,64,2级,西风,多云,1791
2019-09-07 04:15:00,19℃,99%,62,2级,西风,多云,1792
2019-09-07 20:15:00,22℃,92%,78,0级,无持续风向,晴,1767
2019-09-07 21:15:00,21℃,94%,83,1级,东北风,晴,1763
2019-09-07 22:15:00,20℃,98%,89,2级,南风,晴,1770
2019-09-07 23:10:00,20℃,97%,105,0级,无持续风向,晴,1769
2019-09-06 01:15:00,21℃,99%,35,1级,北风,多云,1791
2019-09-06 02:15:00,20℃,99%,37,1级,北风,多云,1790
2019-09-06 03:15:00,21℃,99%,43,2级,北风,多云,1789
2019-09-06 04:15:00,22℃,99%,43,1级,北风,多云,1786
2019-09-06 20:15:00,23℃,78%,41,2级,西北风,多云,1782
2019-09-06 21:15:00,23℃,82%,53,1级,西北风,多云,1788
2019-09-06 22:15:00,22℃,85%,56,2级,西北风,多云,1786
2019-09-06 23:15:00,21℃,90%,54,1级,西北风,多云,1790
2019-09-05 01:15:00,20℃,99%,40,0级,无持续风向,多云,1783
2019-09-05 02:15:00,20℃,99%,35,2级,北风,多云,1790
2019-09-05 03:15:00,20℃,99%,37,1级,东北风,多云,1784
2019-09-05 04:15:00,20℃,97%,39,1级,北风,多云,1784
2019-09-05 20:15:00,22℃,93%,41,1级,东北风,晴,1790
2019-09-05 21:15:00,22℃,96%,49,1级,东北风,晴,1790
2019-09-05 22:15:00,21℃,98%,51,1级,东北风,晴,1783
2019-09-05 23:15:00,21℃,98%,44,1级,东北风,多云,1788
2019-09-04 01:15:00,21℃,97%,15,1级,东北风,多云,1845
2019-09-04 02:15:00,21℃,97%,15,2级,东北风,多云,1841
2019-09-04 03:15:00,20℃,96%,15,2级,北风,多云,1840
2019-09-04 04:15:00,20℃,93%,16,2级,东北风,多云,1845
2019-09-04 20:15:00,22℃,91%,36,1级,东北风,晴,1789
2019-09-04 21:15:00,21℃,92%,48,1级,北风,晴,1793
2019-09-04 22:15:00,21℃,93%,54,1级,东北风,晴,1786
2019-09-04 23:15:00,20℃,98%,53,1级,北风,多云,1792
2019-09-03 01:00:00,22℃,92%,40,1级,北风,阴,1771
2019-09-03 02:10:00,21℃,96%,46,2级,西北风,阴,1774
2019-09-03 03:00:00,21℃,96%,45,2级,北风,阴,1769
2019-09-03 04:00:00,21℃,95%,36,1级,北风,阴,1774
2019-09-03 20:15:00,22℃,90%,20,2级,东北风,多云,1853
2019-09-03 21:15:00,21℃,95%,20,2级,东风,多云,1849
2019-09-03 22:15:00,21℃,96%,19,2级,东北风,多云,1847
2019-09-03 23:15:00,21℃,96%,19,2级,东风,多云,1846
2019-09-02 01:15:00,20℃,98%,39,2级,东北风,多云,1782
2019-09-02 02:15:00,20℃,98%,37,2级,东北风,阴,1784
2019-09-02 03:15:00,20℃,98%,35,2级,东北风,阴,1785
2019-09-02 04:10:00,20℃,99%,35,2级,东北风,阴,1786
2019-09-02 20:10:00,23℃,77%,43,1级,东南风,阴,1778
2019-09-02 21:10:00,22℃,84%,51,0级,无持续风向,阴,1771
2019-09-02 22:10:00,22℃,91%,51,1级,西风,阴,1764
2019-09-02 23:10:00,22℃,92%,51,1级,西风,阴,1763
2019-09-01 01:10:00,23℃,93%,55,2级,东风,阴,1788
2019-09-01 02:10:00,23℃,93%,57,1级,东北风,阴,1788
2019-09-01 03:10:00,23℃,93%,54,2级,东北风,阴,1789
2019-09-01 04:10:00,23℃,93%,54,2级,东风,阴,1787
2019-09-01 20:15:00,20℃,89%,30,2级,东北风,多云,1782
2019-09-01 21:15:00,20℃,93%,31,2级,东风,多云,1786
2019-09-01 22:15:00,20℃,93%,33,1级,东风,多云,1781
2019-09-01 23:15:00,20℃,96%,34,2级,东北风,多云,1789
2019-08-31 01:15:00,20℃,88%,45,1级,北风,多云,1777
2019-08-31 02:15:00,20℃,87%,48,1级,北风,多云,1778
2019-08-31 03:15:00,20℃,90%,48,2级,北风,多云,1779
2019-08-31 04:10:00,20℃,90%,51,1级,北风,多云,1782
2019-08-31 20:10:00,22℃,86%,58,2级,东北风,阴,1788
2019-08-31 21:10:00,23℃,87%,62,2级,东北风,阴,1785
2019-08-31 22:10:00,23℃,88%,60,2级,东北风,阴,1784
2019-08-31 23:10:00,23℃,91%,63,2级,东北风,阴,1786
2019-08-30 01:15:00,22℃,94%,38,2级,西北风,多云,1809
2019-08-30 02:15:00,22℃,88%,51,2级,北风,多云,1788
2019-08-30 03:15:00,21℃,88%,52,2级,西北风,多云,1788
2019-08-30 04:15:00,20℃,94%,55,2级,西北风,多云,1788
2019-08-30 20:15:00,23℃,78%,46,2级,北风,阴,1783
2019-08-30 21:15:00,21℃,90%,48,1级,北风,阴,1773
2019-08-30 22:15:00,20℃,89%,47,1级,北风,阴,1776
2019-08-30 23:15:00,20℃,90%,45,1级,北风,多云,1778
2019-08-29 01:15:00,22℃,98%,41,2级,南风,多云,1839
2019-08-29 02:15:00,22℃,98%,34,1级,南风,多云,1836
2019-08-29 03:10:00,22℃,99%,35,1级,西风,多云,1838
2019-08-29 20:15:00,27℃,81%,49,2级,西南风,多云,1802
2019-08-29 21:15:00,26℃,77%,34,1级,西风,多云,1808
2019-08-29 22:15:00,25℃,82%,31,2级,北风,多云,1807
2019-08-29 23:15:00,23℃,89%,32,1级,北风,多云,1807
2019-08-28 01:15:00,25℃,97%,16,2级,东北风,阴,1734
2019-08-28 02:15:00,25℃,97%,12,1级,东北风,阴,1734
2019-08-28 03:15:00,25℃,97%,12,2级,北风,阴,1741
2019-08-28 04:15:00,25℃,96%,12,2级,北风,阴,1739
2019-08-28 20:15:00,23℃,95%,40,1级,南风,阴,1841
2019-08-28 21:15:00,23℃,96%,50,2级,西南风,阴,1842
2019-08-28 22:15:00,23℃,94%,51,1级,南风,阴,1845
2019-08-28 23:15:00,23℃,95%,51,0级,无持续风向,多云,1844
2019-08-27 01:15:00,26℃,99%,52,2级,西北风,阴,1744
2019-08-27 02:15:00,26℃,99%,52,2级,北风,阴,1723
2019-08-27 03:15:00,26℃,99%,52,1级,北风,阴,1724
2019-08-27 04:15:00,26℃,99%,54,1级,西北风,阴,1731
2019-08-27 20:15:00,26℃,93%,34,3级,北风,多云,1710
2019-08-27 21:15:00,25℃,93%,28,2级,北风,多云,1718
2019-08-27 22:15:00,25℃,93%,22,2级,东北风,多云,1696
2019-08-27 23:15:00,25℃,96%,14,2级,北风,阴,1709
2019-08-26 01:15:00,26℃,94%,35,2级,东北风,多云,1734
2019-08-26 02:10:00,26℃,95%,29,2级,东北风,多云,1730
2019-08-26 03:10:00,25℃,96%,25,2级,东北风,多云,1736
2019-08-26 04:15:00,25℃,97%,26,2级,北风,多云,1736
2019-08-26 20:15:00,27℃,91%,46,3级,东北风,多云,1724
2019-08-26 21:15:00,27℃,94%,59,2级,东北风,多云,1730
2019-08-26 22:15:00,27℃,98%,58,1级,北风,多云,1728
2019-08-26 23:15:00,27℃,99%,61,1级,东北风,阴,1736
2019-08-25 01:10:00,24℃,68%,57,2级,东北风,多云,1664
2019-08-25 02:10:00,24℃,74%,54,2级,东北风,多云,1667
2019-08-25 03:10:00,24℃,78%,59,2级,东北风,多云,1667
2019-08-25 04:15:00,24℃,82%,65,2级,东北风,多云,1669
2019-08-25 20:10:00,28℃,85%,61,3级,东北风,多云,1713
2019-08-25 21:10:00,28℃,86%,57,3级,东北风,多云,1712
2019-08-25 22:10:00,27℃,86%,51,3级,东北风,多云,1720
2019-08-25 23:15:00,27℃,88%,54,3级,东北风,多云,1724
2019-08-24 01:05:00,24℃,77%,61,2级,东风,多云,1672
2019-08-24 02:15:00,23℃,83%,65,1级,东北风,多云,1673
2019-08-24 03:15:00,22℃,85%,64,2级,北风,多云,1675
2019-08-24 04:15:00,23℃,85%,65,1级,东北风,多云,1675
2019-08-24 20:10:00,27℃,57%,74,3级,东北风,多云,1655
2019-08-24 21:10:00,27℃,53%,57,3级,东北风,多云,1659
2019-08-24 22:10:00,26℃,54%,44,3级,东北风,多云,1654
2019-08-24 23:10:00,25℃,61%,52,2级,东北风,多云,1654
2019-08-23 01:15:00,26℃,80%,52,1级,东北风,多云,1677
2019-08-23 02:15:00,25℃,82%,57,1级,北风,多云,1680
2019-08-23 03:15:00,25℃,85%,56,1级,北风,多云,1686
2019-08-23 04:10:00,25℃,87%,55,1级,北风,多云,1686
2019-08-23 20:15:00,27℃,62%,62,2级,东北风,晴,1678
2019-08-23 21:15:00,27℃,66%,63,2级,东北风,晴,1681
2019-08-23 22:05:00,26℃,71%,67,2级,东北风,晴,1677
2019-08-23 23:15:00,26℃,69%,61,2级,东风,多云,1683
2019-08-22 01:15:00,25℃,86%,54,2级,东北风,晴,1718
2019-08-22 02:15:00,25℃,88%,50,2级,东北风,晴,1725
2019-08-22 03:15:00,25℃,88%,49,1级,东北风,晴,1702
2019-08-22 04:10:00,25℃,86%,53,2级,北风,晴,1704
2019-08-22 20:15:00,27℃,78%,69,1级,北风,多云,1685
2019-08-22 21:15:00,27℃,80%,73,2级,北风,多云,1685
2019-08-22 22:15:00,26℃,85%,72,2级,东北风,多云,1666
2019-08-22 23:15:00,26℃,83%,63,2级,东北风,多云,1669
2019-08-21 01:15:00,25℃,89%,70,1级,东北风,晴,1726
2019-08-21 02:15:00,24℃,90%,71,2级,东北风,晴,1717
2019-08-21 03:15:00,24℃,92%,68,1级,东风,晴,1703
2019-08-21 04:15:00,24℃,95%,69,2级,东北风,晴,1708
2019-08-21 20:15:00,27℃,72%,68,2级,东北风,多云,1711
2019-08-21 21:15:00,27℃,79%,67,2级,东北风,多云,1721
2019-08-21 22:15:00,26℃,81%,66,2级,东北风,多云,1704
2019-08-21 23:15:00,26℃,83%,63,2级,东北风,晴,1714
2019-08-20 01:15:00,24℃,81%,51,2级,东风,晴,1702
2019-08-20 02:15:00,24℃,84%,48,2级,东北风,晴,1702
2019-08-20 03:15:00,23℃,86%,44,2级,东北风,晴,1703
2019-08-20 04:15:00,23℃,87%,41,2级,东风,晴,1711
2019-08-20 20:15:00,27℃,77%,69,1级,北风,晴,1727
2019-08-20 21:15:00,26℃,88%,70,1级,东北风,晴,1717
2019-08-20 22:15:00,26℃,78%,71,2级,北风,晴,1710
2019-08-20 23:15:00,25℃,82%,74,1级,东北风,晴,1714
2019-08-19 01:15:00,24℃,78%,57,2级,东北风,多云,1711
2019-08-19 02:10:00,24℃,77%,56,3级,东北风,多云,1710
2019-08-19 03:15:00,23℃,81%,54,2级,东北风,多云,1705
2019-08-19 04:15:00,22℃,86%,53,2级,东北风,多云,1709
2019-08-19 20:15:00,27℃,68%,89,2级,东北风,晴,1711
2019-08-19 21:15:00,25℃,74%,59,2级,东北风,晴,1705
2019-08-19 22:15:00,25℃,74%,66,2级,东北风,晴,1691
2019-08-19 23:15:00,25℃,76%,59,2级,东北风,晴,1699
2019-08-18 01:15:00,25℃,83%,53,2级,东北风,阴,1728
2019-08-18 02:15:00,25℃,83%,56,2级,东北风,多云,1707
2019-08-18 03:15:00,25℃,83%,52,2级,东北风,多云,1709
2019-08-18 04:15:00,25℃,83%,50,2级,东北风,多云,1711
2019-08-18 20:10:00,27℃,66%,95,2级,东北风,晴,1686
2019-08-18 21:10:00,26℃,71%,60,2级,东北风,晴,1687
2019-08-18 22:10:00,26℃,65%,56,2级,东风,晴,1688
2019-08-18 23:10:00,26℃,66%,53,2级,东风,多云,1698
2019-08-17 01:15:00,26℃,86%,60,1级,东南风,晴,1724
2019-08-17 02:45:00,25℃,92%,60,1级,南风,晴,1729
2019-08-17 03:45:00,25℃,92%,60,1级,西南风,晴,1706
2019-08-17 04:15:00,24℃,92%,60,1级,西风,晴,1709
2019-08-17 20:10:00,27℃,75%,55,2级,东北风,晴,1715
2019-08-17 21:10:00,26℃,80%,48,2级,东北风,晴,1714
2019-08-17 22:10:00,26℃,77%,40,2级,东北风,晴,1704
2019-08-17 23:15:00,26℃,75%,36,2级,东北风,阴,1710
2019-08-16 20:05:00,29℃,66%,65,2级,南风,晴,1742
2019-08-16 20:45:00,29℃,65%,62,2级,南风,晴,1738
2019-08-16 22:00:00,29℃,69%,70,2级,南风,晴,1736
2019-08-16 23:15:00,28℃,74%,63,1级,南风,晴,1739
2019-08-12 01:10:00,23℃,94%,19,2级,西风,晴,1771
2019-08-12 02:10:00,23℃,89%,18,3级,西风,晴,1766
2019-08-12 03:10:00,23℃,91%,17,2级,西风,晴,1768
2019-08-12 04:10:00,23℃,89%,17,3级,西风,晴,1766
2019-08-11 01:15:00,24℃,99%,6,4级,西北风,雨,1850
2019-08-11 02:10:00,24℃,99%,8,3级,西北风,雨,1875
2019-08-11 03:15:00,24℃,99%,8,4级,西风,雨,1869
2019-08-11 04:15:00,24℃,99%,5,4级,西北风,雨,1897
2019-08-11 20:10:00,25℃,84%,40,2级,西风,多云,1773
2019-08-11 21:10:00,24℃,89%,42,2级,西风,多云,1778
2019-08-11 22:10:00,24℃,88%,27,2级,西风,多云,1762
2019-08-11 23:10:00,24℃,92%,19,3级,西风,晴,1767
2019-08-10 01:10:00,28℃,87%,24,3级,东北风,多云,1736
2019-08-10 02:15:00,27℃,87%,23,3级,东北风,阴,1741
2019-08-10 03:15:00,26℃,91%,24,2级,东北风,阴,1742
2019-08-10 04:15:00,26℃,91%,20,2级,北风,阴,1719
2019-08-10 20:15:00,25℃,98%,7,3级,北风,雨,1844
2019-08-10 21:15:00,25℃,99%,8,3级,西北风,阴,1858
2019-08-10 22:15:00,25℃,99%,7,3级,西北风,阴,1828
2019-08-10 23:15:00,24℃,99%,7,3级,西北风,雨,1861
2019-08-09 20:15:00,30℃,76%,51,3级,东北风,阴,1706
2019-08-09 21:15:00,29℃,78%,42,3级,东北风,阴,1705
2019-08-09 22:15:00,28℃,83%,45,3级,东北风,阴,1705
2019-08-09 23:15:00,28℃,84%,38,3级,东北风,阴,1721
2019-08-08 01:15:00,25℃,99%,51,2级,西北风,多云,1728
2019-08-07 01:20:00,27℃,95%,54,1级,东北风,多云,1720
2019-08-07 02:20:00,27℃,94%,52,1级,东风,多云,1715
2019-08-07 03:20:00,27℃,92%,48,2级,东风,多云,1719
2019-08-07 04:20:00,27℃,90%,46,2级,东北风,多云,1729
