,uptime_1600008,temperature,humidity,aqi,winp,wind,weather,rtu4
429,2020-03-29 04:59:00,5,98,35,2,4,0,5.0
430,2020-03-29 20:00:00,5,95,16,2,0,0,5.0
431,2020-03-29 21:02:00,5,94,17,2,0,1,5.0
432,2020-03-29 21:52:00,5,94,20,2,5,1,5.0
433,2020-03-29 23:04:00,5,95,20,2,3,1,5.0
434,2020-03-28 02:03:00,4,96,25,3,5,0,5.0
435,2020-03-28 02:53:00,3,97,22,3,0,0,5.0
436,2020-03-28 04:04:00,2,98,21,2,5,0,5.0
441,2020-03-27 02:04:00,9,95,16,3,3,0,5.0
442,2020-03-27 02:54:00,8,97,18,4,3,1,5.0
443,2020-03-27 04:00:00,8,98,17,2,3,1,5.0
444,2020-03-27 04:56:00,7,98,19,3,3,1,5.0
447,2020-03-27 22:07:00,7,91,43,2,3,0,5.0
448,2020-03-27 23:01:00,7,95,35,2,3,0,5.0
453,2020-03-26 20:06:00,16,99,32,2,3,0,5.0
454,2020-03-26 20:57:00,15,99,48,3,3,0,5.0
455,2020-03-26 21:57:00,14,99,54,3,3,0,5.0
456,2020-03-26 23:12:00,12,99,53,4,3,0,5.0
460,2020-03-25 20:03:00,18,99,33,2,4,1,5.0
492,2020-03-21 20:13:00,18,99,45,2,4,0,5.0
494,2020-03-21 22:04:00,18,99,45,2,1,0,5.0
589,2020-03-09 20:08:00,9,98,127,2,7,0,5.0
590,2020-03-09 21:02:00,9,99,133,3,7,0,5.0
591,2020-03-09 22:10:00,9,99,139,3,7,1,5.0
592,2020-03-09 22:55:00,9,99,169,3,7,1,5.0
1395,2019-10-06 01:15:00,14,94,12,1,5,1,5.0
1396,2019-10-06 02:15:00,14,90,14,2,5,1,5.0
1397,2019-10-06 03:15:00,14,89,15,2,0,1,5.0
1398,2019-10-06 04:15:00,15,91,15,2,5,1,5.0
1407,2019-10-05 20:05:00,14,99,18,2,5,0,5.0
1408,2019-10-05 21:15:00,14,99,20,2,5,1,5.0
1409,2019-10-05 22:15:00,14,97,18,2,5,1,5.0
1410,2019-10-05 23:15:00,14,96,18,2,5,1,5.0
1635,2019-09-04 04:15:00,20,93,16,2,5,3,5.0
1644,2019-09-03 20:15:00,22,90,20,2,5,3,5.0
1646,2019-09-03 22:15:00,21,96,19,2,5,3,5.0
1647,2019-09-03 23:15:00,21,96,19,2,0,3,5.0
1691,2019-08-28 20:15:00,23,95,40,1,2,1,5.0
1823,2019-08-11 01:15:00,24,99,6,4,7,0,5.0
1824,2019-08-11 02:10:00,24,99,8,3,7,0,5.0
1825,2019-08-11 03:15:00,24,99,8,4,1,0,5.0
1826,2019-08-11 04:15:00,24,99,5,4,7,0,5.0
1835,2019-08-10 20:15:00,25,98,7,3,3,0,5.0
1836,2019-08-10 21:15:00,25,99,8,3,7,1,5.0
1837,2019-08-10 22:15:00,25,99,7,3,7,1,5.0
1838,2019-08-10 23:15:00,24,99,7,3,7,0,5.0
1849,2019-08-08 03:15:00,26,99,52,1,7,3,5.0
1858,2019-08-07 20:10:00,25,99,47,2,7,0,5.0
1859,2019-08-07 21:15:00,26,98,35,1,7,0,5.0
1893,2019-08-02 01:15:00,24,93,27,2,4,3,5.0
2062,2019-07-12 20:15:00,22,99,19,1,2,1,5.0
2222,2019-06-21 01:15:00,20,99,25,2,5,0,5.0
2223,2019-06-21 02:15:00,20,99,25,2,3,0,5.0
2224,2019-06-21 03:15:00,20,99,23,2,5,0,5.0
2225,2019-06-21 04:15:00,20,99,22,2,5,0,5.0
2233,2019-06-20 04:15:00,23,99,37,2,5,0,5.0
2234,2019-06-20 20:15:00,20,99,26,2,0,1,5.0
2235,2019-06-20 21:15:00,20,99,25,3,0,1,5.0
2236,2019-06-20 22:15:00,20,99,26,2,5,1,5.0
2237,2019-06-20 23:15:00,20,99,26,3,0,0,5.0
2258,2019-06-17 20:10:00,21,99,27,2,4,0,5.0
2259,2019-06-17 20:45:00,21,99,26,2,4,0,5.0
2260,2019-06-17 22:00:00,21,99,24,2,4,0,5.0
2261,2019-06-17 23:10:00,21,99,28,2,4,0,5.0
2343,2019-06-06 03:10:00,22,97,24,6,6,0,5.0
2344,2019-06-06 04:10:00,22,99,20,3,6,0,5.0
2612,2019-05-16 03:15:00,19,99,84,1,3,3,5.0
4172,2018-10-29 21:35:00,12,65,116,1,5,4,0.0
4176,2018-10-28 21:25:00,12,57,69,1,1,4,0.0
4178,2018-10-27 02:30:00,7,86,75,1,4,4,0.0
4179,2018-10-27 04:30:00,6,84,73,1,2,4,0.0
4180,2018-10-27 21:35:00,9,75,78,1,1,4,0.0
4181,2018-10-27 23:05:00,8,73,78,1,1,4,0.0
4182,2018-10-26 02:35:00,17,92,78,2,7,1,0.0
4183,2018-10-26 04:35:00,16,86,57,2,7,1,0.0
4184,2018-10-26 21:30:00,9,72,86,1,7,4,0.0
4185,2018-10-26 23:05:00,8,78,93,1,7,4,0.0
4186,2018-10-25 02:30:00,16,85,112,1,2,3,0.0
4187,2018-10-25 04:30:00,16,89,127,1,0,0,0.0
4190,2018-10-24 02:40:00,15,91,89,1,2,3,0.0
4191,2018-10-24 04:35:00,13,94,89,1,3,3,0.0
4192,2018-10-24 21:35:00,17,72,81,1,4,4,0.0
4193,2018-10-24 23:05:00,16,77,81,2,0,3,0.0
4194,2018-10-23 02:40:00,11,97,57,1,1,3,0.0
4195,2018-10-23 04:40:00,10,97,60,1,6,3,0.0
4196,2018-10-23 21:35:00,16,84,77,0,9,3,0.0
4197,2018-10-23 23:05:00,15,88,75,1,4,3,0.0
4199,2018-10-22 04:40:00,14,95,52,2,3,0,0.0
4200,2018-10-22 21:40:00,13,94,58,1,7,1,0.0
4201,2018-10-22 23:10:00,12,96,59,0,9,3,0.0
4209,2018-10-20 23:05:00,16,72,65,1,0,1,0.0
4218,2018-10-17 02:40:00,12,96,53,1,1,3,0.0
4219,2018-10-17 04:40:00,12,96,53,1,6,3,0.0
4222,2018-10-16 02:40:00,13,95,36,0,9,3,0.0
4223,2018-10-16 04:40:00,12,95,43,1,7,3,0.0
4226,2018-10-15 02:40:00,16,85,59,1,5,3,0.0
4227,2018-10-15 04:35:00,16,83,65,2,0,3,0.0
4228,2018-10-15 21:35:00,14,90,36,1,0,0,0.0
4229,2018-10-15 23:10:00,14,94,28,1,3,0,0.0
4232,2018-10-14 21:40:00,16,90,72,1,0,1,0.0
4233,2018-10-14 23:10:00,17,83,77,1,0,3,0.0
4239,2018-10-12 04:40:00,10,84,68,1,1,3,0.0
4243,2018-10-11 04:45:00,6,87,53,0,9,4,0.0
4246,2018-10-10 02:40:00,16,68,71,2,5,3,0.0
4247,2018-10-10 04:40:00,14,65,68,2,5,3,0.0
4248,2018-10-10 21:40:00,12,54,59,1,0,4,0.0
4249,2018-10-10 23:15:00,13,49,60,2,0,4,0.0
4250,2018-10-09 02:30:00,19,93,82,1,6,1,0.0
4251,2018-10-09 04:30:00,18,92,85,1,6,3,0.0
4252,2018-10-09 21:40:00,19,49,119,4,3,1,0.0
4253,2018-10-09 23:10:00,18,53,104,3,3,3,0.0
4254,2018-10-08 02:30:00,17,89,103,1,4,1,0.0
4255,2018-10-08 04:30:00,17,90,83,1,4,1,0.0
4256,2018-10-08 21:30:00,20,82,86,1,0,1,0.0
4257,2018-10-08 23:00:00,20,84,79,1,4,1,0.0
4258,2018-10-07 02:30:00,13,90,84,1,2,4,0.0
4259,2018-10-07 04:20:00,12,91,85,1,4,4,0.0
4260,2018-10-07 21:30:00,18,83,125,1,0,3,0.0
4261,2018-10-07 23:00:00,18,86,129,1,0,3,0.0
4262,2018-10-06 02:45:00,13,91,77,1,6,4,0.0
4263,2018-10-06 04:45:00,12,94,80,0,9,4,0.0
4264,2018-10-06 21:30:00,15,78,98,1,6,4,0.0
4265,2018-10-06 23:00:00,14,82,97,1,4,4,0.0
4266,2018-10-05 02:40:00,13,85,61,2,3,4,0.0
4267,2018-10-05 04:40:00,13,89,63,1,3,4,0.0
4268,2018-10-05 21:40:00,16,80,75,0,9,4,0.0
4269,2018-10-05 23:15:00,15,84,79,1,1,4,0.0
4270,2018-10-04 02:30:00,15,84,58,1,4,4,0.0
4271,2018-10-04 04:30:00,14,88,56,1,0,4,0.0
4272,2018-10-04 21:45:00,17,65,72,1,5,4,0.0
4273,2018-10-04 23:15:00,15,78,68,1,3,4,0.0
4274,2018-10-03 02:30:00,14,85,87,1,2,1,0.0
4275,2018-10-03 04:30:00,13,89,79,1,6,1,0.0
4276,2018-10-03 21:30:00,17,75,77,1,0,4,0.0
4277,2018-10-03 23:00:00,16,77,71,1,0,4,0.0
4278,2018-10-02 02:30:00,14,84,69,1,6,4,0.0
4279,2018-10-02 04:30:00,14,86,58,1,6,4,0.0
4280,2018-10-02 21:30:00,17,75,76,1,2,4,0.0
4281,2018-10-02 23:00:00,16,80,80,1,2,4,0.0
4282,2018-10-01 02:30:00,15,73,73,0,9,4,0.0
4283,2018-10-01 04:45:00,13,85,94,1,6,4,0.0
4284,2018-10-01 23:00:00,14,80,67,1,6,3,0.0
4285,2018-09-30 02:15:00,15,92,91,0,9,4,0.0
4286,2018-09-30 04:30:00,14,94,89,1,2,3,0.0
4287,2018-09-30 21:25:00,22,39,62,2,3,4,0.0
4288,2018-09-30 23:20:00,21,37,67,2,2,4,0.0
4289,2018-09-29 02:15:00,16,95,87,1,7,3,0.0
4290,2018-09-29 04:25:00,16,96,64,0,9,3,0.0
4291,2018-09-29 21:45:00,17,83,83,1,1,4,0.0
4292,2018-09-29 23:20:00,16,88,89,1,7,4,0.0
4293,2018-09-28 02:30:00,20,86,46,1,1,3,0.0
4294,2018-09-28 04:30:00,19,90,48,1,6,3,0.0
4295,2018-09-28 21:35:00,18,92,68,0,9,3,0.0
4296,2018-09-28 22:25:00,18,93,72,1,7,3,0.0
4297,2018-09-27 02:00:00,17,80,28,1,3,3,0.0
4298,2018-09-27 04:20:00,16,93,26,1,6,4,0.0
4299,2018-09-27 21:20:00,22,65,57,2,5,3,0.0
4300,2018-09-27 23:00:00,21,84,57,1,4,1,0.0
4301,2018-09-26 02:20:00,19,80,31,2,5,1,0.0
4302,2018-09-26 04:25:00,19,80,38,2,5,1,0.0
4304,2018-09-26 23:05:00,19,73,42,2,5,3,0.0
4305,2018-09-25 02:45:00,20,72,62,2,0,3,0.0
4308,2018-09-25 23:10:00,19,83,28,2,5,1,0.0
4309,2018-09-24 02:45:00,17,94,70,1,5,4,0.0
4310,2018-09-24 04:45:00,16,94,66,1,0,4,0.0
4311,2018-09-24 21:40:00,23,61,62,3,0,3,0.0
4341,2018-09-16 02:30:00,24,91,42,1,1,3,0.0
4345,2018-09-15 02:30:00,22,96,59,1,6,3,0.0
4347,2018-09-15 21:25:00,26,74,59,2,5,3,0.0
4348,2018-09-15 22:50:00,25,76,54,2,5,3,0.0
4351,2018-09-14 21:30:00,24,92,51,1,2,4,0.0
4352,2018-09-14 23:00:00,23,95,51,1,6,4,0.0
4357,2018-09-12 02:30:00,21,92,65,1,0,3,0.0
4358,2018-09-12 04:30:00,20,94,68,1,4,1,0.0
4361,2018-09-11 02:30:00,20,85,53,1,5,4,0.0
4362,2018-09-11 04:30:00,20,88,50,1,0,4,0.0
4363,2018-09-11 21:30:00,22,85,70,1,0,1,0.0
4364,2018-09-11 23:00:00,22,90,67,1,0,1,0.0
4365,2018-09-10 02:40:00,20,83,56,1,4,1,0.0
4366,2018-09-10 04:30:00,20,84,53,1,4,1,0.0
4368,2018-09-10 23:00:00,21,81,53,1,5,4,0.0
4371,2018-09-09 21:35:00,22,60,60,2,0,4,0.0
4372,2018-09-09 23:15:00,21,65,58,2,5,3,0.0
4436,2018-08-24 23:10:00,24,74,58,1,5,4,0.0
4560,2018-07-24 23:15:00,27,88,53,2,4,3,0.0
4567,2018-07-22 21:45:00,30,64,55,3,3,3,0.0
4577,2018-07-20 23:15:00,30,67,62,2,0,4,0.0
