,uptime_1600025,temperature,humidity,aqi,winp,wind,weather,rtu2
87,2019-09-06 22:15:00,22,85,56,2,7,3,1.0
88,2019-09-06 23:15:00,21,90,54,1,7,3,1.0
89,2019-09-05 01:15:00,20,99,40,0,8,3,1.0
90,2019-09-05 02:15:00,20,99,35,2,3,3,1.0
91,2019-09-05 03:15:00,20,99,37,1,5,3,1.0
92,2019-09-05 04:15:00,20,97,39,1,3,3,1.0
93,2019-09-05 20:15:00,22,93,41,1,5,4,1.0
94,2019-09-05 21:15:00,22,96,49,1,5,4,1.0
95,2019-09-05 22:15:00,21,98,51,1,5,4,1.0
96,2019-09-05 23:15:00,21,98,44,1,5,3,1.0
97,2019-09-04 01:15:00,21,97,15,1,5,3,1.0
98,2019-09-04 02:15:00,21,97,15,2,5,3,1.0
99,2019-09-04 03:15:00,20,96,15,2,3,3,1.0
100,2019-09-04 04:15:00,20,93,16,2,5,3,1.0
101,2019-09-04 20:15:00,22,91,36,1,5,4,1.0
102,2019-09-04 21:15:00,21,92,48,1,3,4,1.0
103,2019-09-04 22:15:00,21,93,54,1,5,4,1.0
104,2019-09-04 23:15:00,20,98,53,1,3,3,1.0
105,2019-09-03 01:00:00,22,92,40,1,3,1,1.0
106,2019-09-03 02:10:00,21,96,46,2,7,1,1.0
107,2019-09-03 03:00:00,21,96,45,2,3,1,1.0
108,2019-09-03 04:00:00,21,95,36,1,3,1,1.0
109,2019-09-03 20:15:00,22,90,20,2,5,3,1.0
110,2019-09-03 21:15:00,21,95,20,2,0,3,1.0
111,2019-09-03 22:15:00,21,96,19,2,5,3,1.0
112,2019-09-03 23:15:00,21,96,19,2,0,3,1.0
113,2019-09-02 01:15:00,20,98,39,2,5,3,1.0
114,2019-09-02 02:15:00,20,98,37,2,5,1,1.0
115,2019-09-02 03:15:00,20,98,35,2,5,1,1.0
116,2019-09-02 04:10:00,20,99,35,2,5,1,1.0
117,2019-09-02 20:10:00,23,77,43,1,4,1,1.0
118,2019-09-02 21:10:00,22,84,51,0,8,1,1.0
119,2019-09-02 22:10:00,22,91,51,1,1,1,1.0
120,2019-09-02 23:10:00,22,92,51,1,1,1,1.0
121,2019-09-01 01:10:00,23,93,55,2,0,1,1.0
122,2019-09-01 02:10:00,23,93,57,1,5,1,1.0
123,2019-09-01 03:10:00,23,93,54,2,5,1,1.0
124,2019-09-01 04:10:00,23,93,54,2,0,1,1.0
125,2019-09-01 20:15:00,20,89,30,2,5,3,1.0
126,2019-09-01 21:15:00,20,93,31,2,0,3,1.0
127,2019-09-01 22:15:00,20,93,33,1,0,3,1.0
128,2019-09-01 23:15:00,20,96,34,2,5,3,1.0
129,2019-08-31 01:15:00,20,88,45,1,3,3,0.0
130,2019-08-31 02:15:00,20,87,48,1,3,3,0.0
131,2019-08-31 03:15:00,20,90,48,2,3,3,0.0
132,2019-08-31 04:10:00,20,90,51,1,3,3,0.0
133,2019-08-31 20:10:00,22,86,58,2,5,1,1.0
134,2019-08-31 21:10:00,23,87,62,2,5,1,1.0
135,2019-08-31 22:10:00,23,88,60,2,5,1,1.0
136,2019-08-31 23:10:00,23,91,63,2,5,1,1.0
137,2019-08-30 01:15:00,22,94,38,2,7,3,0.0
138,2019-08-30 02:15:00,22,88,51,2,3,3,0.0
139,2019-08-30 03:15:00,21,88,52,2,7,3,0.0
140,2019-08-30 04:15:00,20,94,55,2,7,3,0.0
141,2019-08-30 20:15:00,23,78,46,2,3,1,0.0
142,2019-08-30 21:15:00,21,90,48,1,3,1,0.0
143,2019-08-30 22:15:00,20,89,47,1,3,1,0.0
144,2019-08-30 23:15:00,20,90,45,1,3,3,0.0
148,2019-08-29 20:15:00,27,81,49,2,6,3,0.0
149,2019-08-29 21:15:00,26,77,34,1,1,3,0.0
150,2019-08-29 22:15:00,25,82,31,2,3,3,0.0
151,2019-08-29 23:15:00,23,89,32,1,3,3,0.0
164,2019-08-27 20:15:00,26,93,34,3,3,3,0.0
165,2019-08-27 21:15:00,25,93,28,2,3,3,0.0
208,2019-08-21 01:15:00,25,89,70,1,5,4,1.0
209,2019-08-21 02:15:00,24,90,71,2,5,4,1.0
210,2019-08-21 03:15:00,24,92,68,1,0,4,1.0
211,2019-08-21 04:15:00,24,95,69,2,5,4,1.0
216,2019-08-20 01:15:00,24,81,51,2,0,4,1.0
217,2019-08-20 02:15:00,24,84,48,2,5,4,1.0
218,2019-08-20 03:15:00,23,86,44,2,5,4,1.0
219,2019-08-20 04:15:00,23,87,41,2,0,4,1.0
224,2019-08-19 01:15:00,24,78,57,2,5,3,1.0
225,2019-08-19 02:10:00,24,77,56,3,5,3,1.0
226,2019-08-19 03:15:00,23,81,54,2,5,3,1.0
227,2019-08-19 04:15:00,22,86,53,2,5,3,1.0
228,2019-08-19 20:15:00,27,68,89,2,5,4,1.0
229,2019-08-19 21:15:00,25,74,59,2,5,4,1.0
230,2019-08-19 22:15:00,25,74,66,2,5,4,1.0
231,2019-08-19 23:15:00,25,76,59,2,5,4,1.0
232,2019-08-18 01:15:00,25,83,53,2,5,1,1.0
233,2019-08-18 02:15:00,25,83,56,2,5,3,1.0
234,2019-08-18 03:15:00,25,83,52,2,5,3,1.0
235,2019-08-18 04:15:00,25,83,50,2,5,3,1.0
236,2019-08-18 20:10:00,27,66,95,2,5,4,1.0
237,2019-08-18 21:10:00,26,71,60,2,5,4,1.0
238,2019-08-18 22:10:00,26,65,56,2,0,4,1.0
239,2019-08-18 23:10:00,26,66,53,2,0,3,1.0
240,2019-08-17 01:15:00,26,86,60,1,4,4,1.0
241,2019-08-17 02:45:00,25,92,60,1,2,4,1.0
242,2019-08-17 03:45:00,25,92,60,1,6,4,1.0
243,2019-08-17 04:15:00,24,92,60,1,1,4,1.0
244,2019-08-17 20:10:00,27,75,55,2,5,4,1.0
245,2019-08-17 21:10:00,26,80,48,2,5,4,1.0
246,2019-08-17 22:10:00,26,77,40,2,5,4,1.0
247,2019-08-17 23:15:00,26,75,36,2,5,1,1.0
248,2019-08-16 20:05:00,29,66,65,2,2,4,1.0
249,2019-08-16 20:45:00,29,65,62,2,2,4,1.0
250,2019-08-16 22:00:00,29,69,70,2,2,4,1.0
251,2019-08-16 23:15:00,28,74,63,1,2,4,1.0
252,2019-08-11 20:10:00,25,84,40,2,1,3,1.0
253,2019-08-11 21:10:00,24,89,42,2,1,3,1.0
254,2019-08-11 22:10:00,24,88,27,2,1,3,1.0
255,2019-08-11 23:10:00,24,92,19,3,1,4,1.0
256,2019-08-09 22:15:00,28,83,45,3,5,1,1.0
257,2019-08-09 23:15:00,28,84,38,3,5,1,1.0
258,2019-08-08 01:15:00,25,99,51,2,7,3,1.0
259,2019-08-07 01:20:00,27,95,54,1,5,3,1.0
260,2019-08-07 02:20:00,27,94,52,1,0,3,1.0
261,2019-08-07 03:20:00,27,92,48,2,0,3,1.0
262,2019-08-07 04:20:00,27,90,46,2,5,3,1.0
263,2019-08-07 20:10:00,25,99,47,2,7,0,1.0
264,2019-08-07 21:15:00,26,98,35,1,7,0,1.0
265,2019-08-07 22:15:00,25,98,39,1,7,1,1.0
266,2019-08-07 23:15:00,25,99,35,1,1,3,1.0
267,2019-08-06 01:20:00,26,97,39,1,0,3,1.0
268,2019-08-06 02:20:00,26,98,53,1,3,3,1.0
269,2019-08-06 03:15:00,26,99,53,0,8,3,1.0
270,2019-08-06 04:10:00,26,99,62,1,3,3,1.0
271,2019-08-06 20:15:00,29,81,53,2,5,1,1.0
272,2019-08-06 21:15:00,28,86,54,2,5,1,1.0
273,2019-08-06 22:25:00,28,90,53,1,5,1,1.0
274,2019-08-05 01:15:00,25,95,35,2,5,3,1.0
275,2019-08-05 02:15:00,25,97,34,2,5,3,1.0
276,2019-08-05 03:15:00,25,97,37,1,5,3,1.0
277,2019-08-05 04:15:00,25,95,28,1,0,3,1.0
278,2019-08-05 20:20:00,28,87,51,1,7,1,1.0
279,2019-08-05 21:20:00,28,90,58,1,3,1,1.0
280,2019-08-05 22:20:00,27,93,41,1,5,1,1.0
281,2019-08-05 23:20:00,27,97,27,1,3,3,1.0
282,2019-08-04 01:15:00,26,87,54,2,5,3,1.0
283,2019-08-04 02:15:00,26,88,51,2,3,3,1.0
284,2019-08-04 03:10:00,25,92,50,2,3,3,1.0
285,2019-08-04 04:15:00,25,92,49,2,5,3,1.0
286,2019-08-04 20:10:00,27,85,33,2,0,1,1.0
287,2019-08-04 21:15:00,26,88,35,2,0,1,1.0
288,2019-08-04 22:15:00,26,91,37,2,0,1,1.0
289,2019-08-04 23:15:00,26,93,34,2,5,3,1.0
290,2019-08-03 01:15:00,24,98,34,2,3,3,1.0
291,2019-08-03 02:15:00,24,97,34,1,3,3,1.0
292,2019-08-03 03:15:00,23,98,37,2,3,3,1.0
293,2019-08-03 04:15:00,23,98,31,2,5,3,1.0
294,2019-08-03 20:15:00,28,75,43,2,3,4,1.0
295,2019-08-03 21:15:00,27,85,46,2,5,4,1.0
296,2019-08-03 22:15:00,28,82,59,2,0,4,1.0
297,2019-08-03 23:15:00,27,84,63,2,0,3,1.0
298,2019-08-02 01:15:00,24,93,27,2,4,3,1.0
299,2019-08-02 02:15:00,24,95,25,1,0,3,1.0
300,2019-08-02 03:20:00,24,97,21,1,3,3,1.0
301,2019-08-02 04:20:00,23,98,23,1,2,3,1.0
302,2019-08-02 20:10:00,25,86,25,2,3,3,1.0
303,2019-08-02 21:10:00,25,87,23,2,2,3,1.0
304,2019-08-02 22:15:00,25,93,32,2,3,3,1.0
305,2019-08-02 23:15:00,24,96,20,2,2,3,1.0
306,2019-08-01 01:20:00,26,93,44,0,8,3,1.0
307,2019-08-01 02:20:00,25,97,49,0,8,3,1.0
308,2019-08-01 03:15:00,26,97,49,1,5,3,1.0
309,2019-08-01 04:15:00,25,98,52,1,3,3,1.0
310,2019-08-01 20:15:00,27,75,69,3,5,3,1.0
311,2019-08-01 21:15:00,27,79,56,2,5,3,1.0
312,2019-08-01 22:15:00,26,86,35,2,7,3,1.0
313,2019-08-01 23:15:00,24,90,38,3,1,3,1.0
314,2019-07-31 01:20:00,27,90,36,2,0,3,1.0
315,2019-07-31 02:20:00,26,91,46,1,3,3,1.0
316,2019-07-31 03:20:00,26,93,62,0,8,3,1.0
317,2019-07-31 04:10:00,26,95,62,1,7,3,1.0
318,2019-07-31 20:15:00,28,85,57,1,7,1,1.0
319,2019-07-31 21:15:00,27,90,74,1,3,1,1.0
320,2019-07-31 22:20:00,27,91,59,1,4,1,1.0
321,2019-07-31 23:20:00,26,94,55,1,5,3,1.0
322,2019-07-30 01:15:00,28,81,28,2,2,4,1.0
323,2019-07-30 02:15:00,28,85,30,2,2,4,1.0
324,2019-07-30 03:15:00,27,87,34,1,2,4,1.0
325,2019-07-30 04:15:00,27,90,41,1,4,4,1.0
326,2019-07-30 20:20:00,28,78,52,2,5,1,1.0
327,2019-07-30 21:20:00,28,81,47,2,5,1,1.0
328,2019-07-30 22:20:00,28,86,52,2,5,1,1.0
329,2019-07-30 23:20:00,27,87,40,2,0,3,1.0
330,2019-07-29 01:15:00,30,75,40,2,2,3,1.0
331,2019-07-29 02:10:00,30,78,50,2,4,3,1.0
332,2019-07-29 03:15:00,29,81,54,1,4,3,1.0
333,2019-07-29 04:15:00,28,89,52,2,2,3,1.0
334,2019-07-29 20:15:00,32,66,41,3,2,1,1.0
335,2019-07-29 21:10:00,31,68,45,3,2,1,1.0
336,2019-07-29 22:15:00,30,72,35,2,2,1,1.0
337,2019-07-29 23:15:00,30,75,32,3,2,4,1.0
338,2019-07-28 01:15:00,29,84,52,2,2,1,1.0
339,2019-07-28 02:15:00,28,89,45,1,6,3,1.0
340,2019-07-28 03:15:00,28,93,41,1,7,3,1.0
341,2019-07-28 04:15:00,27,95,51,1,4,3,1.0
342,2019-07-28 20:15:00,33,70,67,2,2,3,1.0
343,2019-07-28 21:15:00,32,73,61,2,2,3,1.0
344,2019-07-28 22:15:00,32,75,54,2,2,3,1.0
345,2019-07-28 23:15:00,31,75,57,2,2,3,1.0
346,2019-07-27 01:20:00,28,95,45,1,6,3,1.0
347,2019-07-27 02:15:00,28,96,45,1,3,3,1.0
348,2019-07-27 03:15:00,27,99,46,1,4,3,1.0
349,2019-07-27 04:05:00,27,99,48,2,4,3,1.0
350,2019-07-27 20:15:00,33,73,60,3,2,1,1.0
351,2019-07-27 21:15:00,32,75,55,3,2,1,1.0
352,2019-07-27 22:15:00,31,76,59,2,2,1,1.0
353,2019-07-27 23:15:00,31,78,53,2,2,1,1.0
354,2019-07-26 01:20:00,27,98,46,0,8,3,1.0
355,2019-07-26 02:15:00,27,97,46,1,2,3,1.0
356,2019-07-26 03:15:00,27,97,49,1,2,3,1.0
357,2019-07-26 04:15:00,27,97,49,0,8,3,1.0
358,2019-07-26 20:20:00,33,74,59,1,2,3,1.0
359,2019-07-26 21:20:00,31,80,57,1,5,3,1.0
360,2019-07-26 22:20:00,30,87,56,1,5,3,1.0
361,2019-07-26 23:20:00,29,91,52,1,6,3,1.0
362,2019-07-25 01:15:00,28,92,38,1,6,4,1.0
363,2019-07-25 02:15:00,27,94,37,1,1,4,1.0
364,2019-07-25 03:15:00,27,97,43,1,7,4,1.0
365,2019-07-25 04:15:00,27,98,48,1,2,4,1.0
366,2019-07-25 20:20:00,27,89,52,1,5,3,1.0
367,2019-07-25 21:20:00,28,89,50,1,0,3,1.0
368,2019-07-25 22:20:00,27,92,40,1,6,3,1.0
369,2019-07-25 23:20:00,27,94,47,1,5,3,1.0
370,2019-07-24 01:15:00,26,99,45,1,6,4,1.0
371,2019-07-24 02:15:00,26,99,45,1,6,4,1.0
372,2019-07-24 03:15:00,27,99,51,1,6,4,1.0
373,2019-07-24 04:00:00,26,99,50,1,6,4,1.0
374,2019-07-24 20:15:00,30,79,47,2,2,3,1.0
375,2019-07-24 21:15:00,29,87,45,1,2,3,1.0
376,2019-07-24 22:15:00,28,88,54,1,2,3,1.0
377,2019-07-24 23:15:00,28,89,53,1,6,4,1.0
378,2019-07-23 01:20:00,29,90,52,2,2,4,1.0
379,2019-07-23 02:00:00,28,92,51,1,2,4,1.0
380,2019-07-23 03:20:00,27,97,49,2,2,4,1.0
381,2019-07-23 04:20:00,27,98,46,1,6,4,1.0
382,2019-07-23 20:15:00,27,91,41,1,1,3,1.0
383,2019-07-23 21:15:00,27,95,43,2,2,3,1.0
384,2019-07-23 22:10:00,27,96,51,0,8,3,1.0
385,2019-07-23 23:15:00,27,96,58,1,4,4,1.0
386,2019-07-22 01:15:00,26,95,62,1,5,4,1.0
387,2019-07-22 02:10:00,26,91,68,1,5,4,1.0
388,2019-07-22 03:05:00,26,95,66,1,0,4,1.0
389,2019-07-22 04:15:00,25,99,72,1,3,4,1.0
390,2019-07-22 20:15:00,31,82,61,2,2,3,1.0
391,2019-07-22 21:15:00,30,86,60,1,2,3,1.0
392,2019-07-22 22:20:00,30,86,60,2,4,3,1.0
393,2019-07-22 23:20:00,29,90,40,1,0,4,1.0
394,2019-07-21 01:15:00,25,99,50,1,5,3,1.0
395,2019-07-21 02:15:00,25,99,56,1,2,3,1.0
396,2019-07-21 03:15:00,25,99,58,1,3,3,1.0
397,2019-07-21 04:15:00,24,99,62,0,8,3,1.0
398,2019-07-21 20:10:00,30,72,44,1,0,4,1.0
399,2019-07-21 21:10:00,29,85,53,1,6,4,1.0
400,2019-07-21 22:10:00,28,87,60,1,4,4,1.0
401,2019-07-21 23:10:00,27,93,61,1,3,4,1.0
402,2019-07-20 01:15:00,25,99,29,2,3,4,1.0
403,2019-07-20 02:15:00,24,99,24,1,5,3,1.0
404,2019-07-20 03:15:00,24,99,20,1,3,3,1.0
405,2019-07-20 04:15:00,23,99,18,0,8,3,1.0
406,2019-07-20 20:15:00,28,86,45,1,4,1,1.0
407,2019-07-20 21:10:00,27,93,47,1,2,1,1.0
408,2019-07-20 22:15:00,26,97,42,1,2,1,1.0
409,2019-07-20 23:15:00,26,98,45,1,5,3,1.0
414,2019-07-19 20:15:00,27,93,30,1,3,3,1.0
415,2019-07-19 21:15:00,26,96,28,1,3,3,1.0
416,2019-07-19 22:15:00,26,98,29,1,3,3,1.0
417,2019-07-19 23:15:00,25,97,29,1,3,4,1.0
441,2019-07-15 01:10:00,21,99,60,1,5,3,0.0
442,2019-07-15 02:00:00,21,99,61,0,8,3,0.0
443,2019-07-15 03:15:00,21,99,63,1,4,3,0.0
444,2019-07-15 04:15:00,21,99,62,1,5,3,0.0
447,2019-07-14 01:15:00,21,99,43,1,2,3,0.0
448,2019-07-14 02:15:00,20,99,47,1,2,2,0.0
449,2019-07-14 03:15:00,21,99,50,2,2,3,0.0
450,2019-07-14 04:15:00,20,99,49,1,4,3,0.0
451,2019-07-14 20:15:00,25,81,50,1,0,4,0.0
452,2019-07-14 21:15:00,23,95,47,0,8,4,0.0
453,2019-07-14 22:15:00,22,93,50,1,0,4,0.0
454,2019-07-14 23:15:00,22,99,56,1,0,3,0.0
455,2019-07-13 20:10:00,23,89,44,1,6,3,0.0
456,2019-07-13 21:15:00,23,94,54,2,2,3,0.0
457,2019-07-13 22:15:00,22,95,50,1,2,3,0.0
458,2019-07-13 23:15:00,22,98,44,1,4,3,0.0
459,2019-07-06 01:15:00,26,95,52,2,2,3,0.0
460,2019-07-06 02:15:00,25,96,48,1,4,3,0.0
461,2019-07-06 03:15:00,25,93,45,2,2,3,0.0
462,2019-07-06 04:10:00,25,97,45,1,2,3,0.0
463,2019-07-05 01:15:00,24,97,61,1,0,3,0.0
464,2019-07-05 02:15:00,23,96,66,0,8,3,0.0
465,2019-07-05 03:15:00,23,96,66,1,1,3,0.0
466,2019-07-05 04:15:00,23,98,69,1,3,3,0.0
467,2019-07-05 20:15:00,27,88,58,2,4,4,0.0
468,2019-07-05 21:15:00,26,90,57,2,2,4,0.0
469,2019-07-05 22:15:00,26,94,56,1,4,4,0.0
470,2019-07-05 23:15:00,26,95,57,2,4,3,0.0
471,2019-07-04 01:15:00,23,99,67,0,8,3,0.0
472,2019-07-04 02:15:00,23,99,72,1,5,1,0.0
473,2019-07-04 03:15:00,23,99,73,1,5,1,0.0
474,2019-07-04 04:15:00,23,99,75,1,5,1,0.0
475,2019-07-04 20:15:00,26,77,65,1,0,1,0.0
476,2019-07-04 21:15:00,25,83,61,1,5,1,0.0
477,2019-07-04 22:15:00,24,92,62,0,8,1,0.0
478,2019-07-04 23:15:00,24,94,61,0,8,3,0.0
479,2019-07-03 01:15:00,24,82,44,2,5,3,0.0
480,2019-07-03 02:15:00,23,84,51,2,5,3,0.0
481,2019-07-03 03:15:00,23,88,51,2,5,3,0.0
482,2019-07-03 04:15:00,23,89,55,2,3,3,0.0
483,2019-07-03 20:15:00,27,75,67,2,0,3,0.0
484,2019-07-03 21:15:00,27,77,58,1,0,3,0.0
485,2019-07-03 22:15:00,24,92,61,1,6,3,0.0
486,2019-07-03 23:15:00,24,93,65,1,3,3,0.0
487,2019-07-02 01:15:00,24,92,63,1,0,4,0.0
488,2019-07-02 02:15:00,23,98,64,1,3,3,0.0
489,2019-07-02 03:15:00,23,99,58,1,5,3,0.0
490,2019-07-02 04:15:00,23,99,59,1,5,3,0.0
491,2019-07-02 20:15:00,27,74,74,1,0,3,0.0
492,2019-07-02 21:15:00,26,80,58,1,4,3,0.0
493,2019-07-02 22:15:00,25,79,51,1,0,3,0.0
494,2019-07-02 23:15:00,25,77,45,2,4,3,0.0
495,2019-07-01 01:15:00,25,95,51,1,1,3,0.0
496,2019-07-01 02:15:00,25,95,39,1,4,3,0.0
497,2019-07-01 03:15:00,25,94,45,1,7,3,0.0
498,2019-07-01 04:15:00,25,96,52,2,1,3,0.0
499,2019-07-01 20:15:00,28,65,74,2,5,3,0.0
500,2019-07-01 21:15:00,27,81,72,2,5,3,0.0
501,2019-07-01 22:15:00,27,83,63,1,4,3,0.0
502,2019-07-01 23:15:00,27,85,59,2,5,4,0.0
503,2019-06-30 01:15:00,24,99,34,1,2,3,0.0
504,2019-06-30 02:15:00,24,99,34,1,2,3,0.0
505,2019-06-30 03:15:00,24,99,28,1,6,3,0.0
506,2019-06-30 04:15:00,24,99,28,2,2,3,0.0
507,2019-06-30 20:15:00,28,84,34,1,6,3,0.0
508,2019-06-30 21:15:00,27,87,34,1,1,3,0.0
509,2019-06-30 22:15:00,26,91,30,2,1,3,0.0
510,2019-06-30 23:15:00,26,85,39,2,1,3,0.0
511,2019-06-29 01:15:00,24,99,29,3,7,3,0.0
512,2019-06-29 02:15:00,24,99,29,2,7,0,0.0
513,2019-06-29 03:15:00,24,99,28,2,7,0,0.0
514,2019-06-29 04:15:00,24,99,30,2,7,0,0.0
515,2019-06-29 20:15:00,25,98,35,1,2,1,0.0
516,2019-06-29 21:15:00,25,98,37,0,8,1,0.0
517,2019-06-29 22:15:00,25,99,30,0,8,1,0.0
518,2019-06-29 23:15:00,24,99,26,2,2,3,0.0
519,2019-06-28 01:15:00,25,86,66,2,0,4,0.0
520,2019-06-28 02:15:00,25,86,64,2,0,4,0.0
521,2019-06-28 20:15:00,29,90,70,2,4,1,0.0
522,2019-06-28 21:15:00,29,93,68,1,6,1,0.0
523,2019-06-28 22:15:00,28,99,68,3,6,0,0.0
524,2019-06-28 23:15:00,25,99,69,3,1,3,0.0
525,2019-06-27 01:10:00,23,94,57,2,0,3,0.0
526,2019-06-27 02:10:00,22,98,59,2,5,3,0.0
527,2019-06-27 03:10:00,22,98,60,2,0,3,0.0
528,2019-06-27 04:10:00,22,99,60,1,0,3,0.0
529,2019-06-27 22:15:00,25,90,68,1,4,4,0.0
530,2019-06-27 23:15:00,24,95,75,1,0,4,0.0
531,2019-06-26 01:10:00,22,96,49,1,5,3,0.0
532,2019-06-26 02:10:00,21,99,49,1,5,3,0.0
533,2019-06-26 03:10:00,21,99,50,1,5,3,0.0
534,2019-06-26 04:10:00,21,99,50,1,5,3,0.0
535,2019-06-26 20:10:00,27,74,49,1,4,1,0.0
536,2019-06-26 21:10:00,25,82,54,2,5,1,0.0
537,2019-06-26 22:10:00,25,86,58,2,0,1,0.0
538,2019-06-26 23:10:00,24,90,60,2,5,3,0.0
539,2019-06-25 01:00:00,22,79,50,2,0,3,0.0
540,2019-06-25 02:10:00,22,83,47,1,3,3,0.0
541,2019-06-25 03:10:00,21,85,54,1,5,3,0.0
542,2019-06-25 04:10:00,20,93,55,2,3,3,0.0
543,2019-06-25 20:10:00,25,78,52,1,4,3,1.0
544,2019-06-25 21:10:00,24,85,54,2,0,3,1.0
545,2019-06-25 22:10:00,24,86,57,2,4,3,1.0
546,2019-06-25 23:10:00,23,89,54,1,4,3,0.0
547,2019-06-24 01:10:00,20,97,59,0,8,3,1.0
548,2019-06-24 02:10:00,20,99,59,0,8,3,1.0
549,2019-06-24 03:10:00,19,99,58,0,8,3,1.0
550,2019-06-24 04:10:00,19,99,60,0,8,3,1.0
551,2019-06-24 20:10:00,24,78,51,1,5,1,0.0
552,2019-06-24 21:10:00,24,83,56,2,0,1,0.0
553,2019-06-24 22:05:00,23,84,61,1,5,1,0.0
554,2019-06-24 23:10:00,23,82,59,2,0,3,0.0
555,2019-06-23 01:10:00,20,99,84,1,3,3,0.0
556,2019-06-23 02:10:00,19,99,82,1,3,3,0.0
557,2019-06-23 03:10:00,19,99,77,2,3,3,0.0
558,2019-06-23 04:10:00,19,99,72,1,5,3,0.0
559,2019-06-23 20:10:00,25,69,48,2,0,1,1.0
560,2019-06-23 21:10:00,22,80,52,1,0,1,1.0
561,2019-06-23 22:10:00,21,91,56,1,0,1,1.0
562,2019-06-23 23:10:00,22,81,59,1,4,3,1.0
564,2019-06-22 02:00:00,23,95,62,3,5,3,0.0
565,2019-06-22 03:00:00,23,92,57,3,5,3,0.0
