uptime_1600009,temperature,humidity,aqi,winp,wind,weather,rtu2
2020-06-09 01:53:00,25℃,85%,54,2级,东风,多云,1720
2020-06-09 03:54:00,24℃,89%,52,2级,东风,多云,1732
2020-06-09 20:07:00,28℃,73%,47,2级,东风,阴,1697
2020-06-09 21:52:00,27℃,77%,46,2级,东风,阴,1740
2020-06-08 02:08:00,22℃,78%,54,2级,东风,晴,1737
2020-06-08 03:55:00,21℃,85%,54,2级,东北风,晴,1749
2020-06-08 22:00:00,26℃,79%,50,2级,东风,晴,1716
2020-06-07 02:07:00,20℃,99%,57,1级,东北风,阴,1736
2020-06-07 03:59:00,21℃,94%,47,2级,东风,阴,1736
2020-06-07 22:06:00,25℃,67%,66,3级,东风,晴,1730
2020-06-07 23:57:00,24℃,70%,55,2级,东风,多云,1724
2020-06-06 02:08:00,17℃,99%,28,1级,西北风,多云,1722
2020-06-06 04:15:00,18℃,99%,31,2级,北风,多云,1727
2020-06-06 22:03:00,22℃,98%,59,1级,东北风,阴,1750
2020-06-06 23:59:00,20℃,99%,58,1级,北风,阴,1728
2020-06-05 02:08:00,25℃,91%,27,2级,东南风,阴,1729
2020-06-05 04:11:00,25℃,96%,31,2级,东南风,阴,1741
2020-06-05 22:07:00,19℃,98%,36,1级,东北风,阴,1721
2020-06-04 02:01:00,24℃,94%,39,2级,南风,多云,1736
2020-06-04 04:11:00,22℃,99%,38,1级,北风,多云,1740
2020-06-04 22:01:00,27℃,82%,47,1级,东南风,阴,1702
2020-06-04 23:59:00,26℃,87%,37,2级,东南风,阴,1732
2020-06-03 02:03:00,24℃,88%,27,2级,西南风,阴,1739
2020-06-03 04:04:00,24℃,82%,27,2级,西南风,阴,1751
2020-06-03 20:02:00,28℃,66%,126,2级,南风,阴,1711
2020-06-03 22:03:00,26℃,85%,59,2级,南风,阴,1750
2020-06-02 01:58:00,24℃,81%,53,2级,西南风,多云,1723
2020-06-02 04:05:00,22℃,95%,45,1级,东南风,多云,1733
2020-06-02 22:11:00,27℃,83%,61,1级,西南风,阴,1717
2020-06-01 02:10:00,21℃,99%,52,2级,北风,阴,1738
2020-06-01 03:58:00,20℃,99%,58,1级,北风,阴,1734
2020-06-01 20:01:00,27℃,65%,52,2级,东南风,多云,1718
2020-06-01 22:07:00,24℃,87%,67,0级,无持续风向,多云,1706
2020-06-01 23:48:00,25℃,79%,66,2级,西南风,晴,1723
2020-05-31 02:04:00,20℃,99%,59,1级,东风,晴,1743
2020-05-31 04:01:00,18℃,99%,63,1级,南风,晴,1747
2020-05-31 20:09:00,25℃,79%,67,2级,东南风,阴,1705
2020-05-31 21:52:00,23℃,92%,57,1级,北风,阴,1724
2020-05-30 02:09:00,18℃,89%,35,2级,东南风,阴,1752
2020-05-30 04:10:00,18℃,95%,33,1级,东风,阴,1761
2020-05-30 20:00:00,23℃,83%,56,2级,北风,晴,1721
2020-05-30 21:52:00,21℃,92%,58,2级,东南风,多云,1758
2020-05-30 23:54:00,20℃,98%,59,2级,东风,晴,1739
2020-05-29 01:55:00,22℃,87%,78,1级,东南风,阴,1739
2020-05-29 04:06:00,21℃,95%,83,0级,无持续风向,阴,1747
2020-05-29 22:05:00,19℃,81%,41,3级,东南风,阴,1727
2020-05-28 02:02:00,21℃,86%,52,1级,西南风,晴,1729
2020-05-28 03:55:00,19℃,95%,57,1级,南风,晴,1733
2020-05-28 20:00:00,26℃,69%,79,2级,南风,阴,1736
2020-05-28 21:54:00,24℃,84%,83,1级,东南风,阴,1769
2020-05-27 02:01:00,20℃,90%,62,1级,西南风,多云,1741
2020-05-27 03:56:00,19℃,97%,65,1级,南风,多云,1734
2020-05-27 20:06:00,26℃,65%,99,2级,南风,多云,1715
2020-05-27 21:53:00,24℃,68%,62,2级,西南风,多云,1727
2020-05-27 23:57:00,22℃,82%,43,0级,无持续风向,多云,1725
2020-05-26 02:04:00,17℃,96%,50,1级,西南风,晴,1746
2020-05-26 03:52:00,17℃,99%,65,2级,西风,晴,1751
2020-05-26 20:02:00,24℃,72%,64,2级,南风,阴,1722
2020-05-26 22:08:00,22℃,77%,63,2级,南风,阴,1744
2020-05-26 23:56:00,22℃,81%,58,1级,东南风,多云,1733
2020-05-25 01:52:00,23℃,62%,49,2级,东北风,阴,1729
2020-05-25 04:05:00,21℃,69%,52,2级,北风,阴,1741
2020-05-25 20:06:00,19℃,82%,27,1级,东南风,阴,1729
2020-05-25 21:56:00,18℃,90%,37,1级,西南风,阴,1739
2020-05-24 02:00:00,22℃,87%,68,1级,西南风,晴,1740
2020-05-24 03:57:00,22℃,87%,73,1级,西北风,晴,1728
2020-05-24 21:55:00,25℃,48%,60,2级,东风,阴,1724
2020-05-23 02:00:00,21℃,88%,47,2级,东南风,多云,1742
2020-05-23 04:06:00,21℃,93%,53,1级,南风,多云,1744
2020-05-23 20:08:00,26℃,61%,61,2级,东南风,晴,1743
2020-05-23 22:09:00,24℃,76%,72,1级,东南风,晴,1720
2020-05-22 02:02:00,19℃,97%,27,0级,无持续风向,多云,1735
2020-05-22 04:00:00,18℃,99%,38,1级,西南风,多云,1745
2020-05-22 20:03:00,25℃,75%,57,2级,南风,多云,1754
2020-05-22 22:01:00,22℃,88%,58,1级,南风,多云,1772
2020-05-21 02:02:00,21℃,71%,73,2级,东北风,多云,1734
2020-05-21 04:06:00,19℃,80%,72,0级,无持续风向,多云,1748
2020-05-21 20:02:00,24℃,69%,108,2级,南风,阴,1725
2020-05-21 21:56:00,24℃,73%,72,2级,南风,阴,1727
2020-05-20 01:06:00,20℃,59%,60,2级,南风,阴,1734
2020-05-20 02:59:00,17℃,85%,63,0级,无持续风向,阴,1743
2020-05-20 21:12:00,21℃,74%,71,1级,东北风,阴,1731
2020-05-20 21:54:00,20℃,75%,78,2级,东北风,阴,1733
2020-05-19 01:01:00,14℃,89%,78,1级,西风,晴,1739
2020-05-19 03:04:00,14℃,85%,84,2级,西风,晴,1744
2020-05-19 21:09:00,21℃,63%,66,2级,东南风,多云,1730
2020-05-19 23:11:00,19℃,74%,77,1级,东南风,阴,1741
2020-05-18 01:03:00,23℃,90%,55,2级,南风,多云,1737
2020-05-18 02:58:00,23℃,64%,57,4级,北风,晴,1740
2020-05-18 04:59:00,19℃,75%,139,3级,西北风,多云,1747
2020-05-18 21:03:00,15℃,82%,59,1级,西风,晴,1732
2020-05-18 22:53:00,14℃,91%,59,1级,西南风,晴,1749
2020-05-17 03:05:00,20℃,99%,40,0级,无持续风向,晴,1735
2020-05-17 21:10:00,24℃,84%,56,2级,南风,阴,1737
2020-05-17 22:57:00,23℃,90%,56,2级,南风,多云,1732
2020-05-16 01:06:00,17℃,99%,56,1级,东北风,多云,1740
2020-05-16 03:06:00,16℃,99%,40,0级,无持续风向,多云,1747
2020-05-16 04:54:00,16℃,99%,39,1级,西北风,雾,1742
2020-05-16 20:53:00,23℃,82%,58,1级,南风,多云,1719
2020-05-16 23:03:00,21℃,96%,59,1级,南风,晴,1724
2020-05-15 01:00:00,19℃,99%,40,1级,西风,阴,1739
2020-05-15 03:05:00,18℃,99%,48,2级,西风,多云,1742
2020-05-15 21:08:00,19℃,99%,56,1级,东南风,阴,1738
2020-05-15 23:06:00,18℃,99%,70,0级,无持续风向,多云,1756
2020-05-14 01:02:00,21℃,93%,71,1级,南风,阴,1741
2020-05-14 03:03:00,21℃,84%,77,2级,东北风,阴,1742
2020-05-14 21:05:00,19℃,99%,29,2级,西风,雨,1709
2020-05-14 22:57:00,19℃,99%,36,2级,南风,阴,1735
2020-05-13 03:00:00,13℃,99%,80,1级,东风,多云,1745
2020-05-13 21:06:00,24℃,67%,73,1级,东南风,多云,1739
