uptime,temperature,humidity,aqi,winp,wind,weather,rtu4
2019-02-21 20:35:00,0℃,99%,73,2级,无持续风向,阴,4983
2019-02-21 21:35:00,0℃,99%,74,2级,无持续风向,阵雨,4166
2019-02-21 22:35:00,1℃,99%,70,2级,无持续风向,阴,117
2019-02-21 23:25:00,1℃,99%,64,2级,无持续风向,阴,123
2019-02-20 01:35:00,2℃,88%,70,2级,无持续风向,多云,5151
2019-02-20 02:35:00,2℃,87%,75,1级,无持续风向,多云,86
2019-02-20 03:35:00,2℃,87%,79,2级,无持续风向,多云,4953
2019-02-20 04:35:00,2℃,87%,83,2级,无持续风向,多云,5734
2019-02-20 20:35:00,3℃,93%,130,2级,无持续风向,阴,1414
2019-02-20 21:35:00,3℃,93%,139,1级,无持续风向,阴,4686
2019-02-20 22:35:00,3℃,93%,143,2级,无持续风向,阴,4284
2019-02-20 23:25:00,3℃,94%,140,2级,无持续风向,多云,4471
2019-02-19 01:35:00,1℃,99%,19,3级,无持续风向,阴,6117
2019-02-19 02:35:00,1℃,99%,23,3级,无持续风向,多云,4276
2019-02-19 03:35:00,1℃,98%,33,3级,无持续风向,多云,91
2019-02-19 04:35:00,1℃,95%,39,3级,无持续风向,多云,85
2019-02-19 20:35:00,3℃,83%,58,2级,无持续风向,多云,4629
2019-02-19 21:35:00,3℃,84%,62,2级,无持续风向,多云,4463
2019-02-19 22:35:00,3℃,86%,64,2级,无持续风向,多云,5421
2019-02-19 23:25:00,2℃,87%,62,2级,无持续风向,多云,111
2019-02-18 01:35:00,2℃,68%,67,2级,无持续风向,阴,5679
2019-02-18 02:35:00,2℃,73%,67,2级,无持续风向,阴,5374
2019-02-18 03:35:00,2℃,71%,63,2级,无持续风向,阴,4578
2019-02-18 04:35:00,1℃,85%,64,3级,无持续风向,阵雨,4418
2019-02-18 20:35:00,2℃,99%,26,2级,无持续风向,阵雨,4352
2019-02-18 21:35:00,2℃,99%,23,2级,无持续风向,阴,4490
2019-02-18 22:35:00,2℃,99%,20,2级,无持续风向,阵雨,116
2019-02-18 23:25:00,2℃,99%,19,2级,无持续风向,阵雨,110
2019-02-17 01:35:00,1℃,78%,60,2级,无持续风向,多云,4522
2019-02-17 02:35:00,1℃,78%,55,2级,无持续风向,多云,4373
2019-02-17 03:35:00,1℃,77%,52,2级,无持续风向,多云,5676
2019-02-17 04:35:00,1℃,74%,57,2级,无持续风向,多云,4249
2019-02-17 20:35:00,3℃,68%,64,1级,无持续风向,阴,6053
2019-02-17 21:35:00,3℃,65%,68,1级,无持续风向,阴,6296
2019-02-17 22:35:00,3℃,74%,67,2级,无持续风向,阴,4559
2019-02-17 23:25:00,3℃,73%,70,2级,无持续风向,阴,4848
2019-02-16 01:35:00,3℃,96%,70,2级,无持续风向,多云,5466
2019-02-16 02:35:00,2℃,94%,82,2级,无持续风向,多云,4985
2019-02-16 03:35:00,2℃,93%,93,2级,无持续风向,多云,5197
2019-02-16 04:35:00,2℃,94%,110,2级,无持续风向,多云,5217
2019-02-16 20:35:00,2℃,74%,87,2级,无持续风向,阴,5526
2019-02-16 21:35:00,2℃,77%,79,2级,无持续风向,阴,4366
2019-02-16 22:35:00,2℃,74%,75,2级,无持续风向,阴,4295
2019-02-16 23:25:00,2℃,72%,70,2级,无持续风向,多云,2259
2019-02-15 01:35:00,3℃,99%,52,2级,无持续风向,多云,4254
2019-02-15 02:35:00,3℃,99%,54,2级,无持续风向,雾,4739
2019-02-15 03:35:00,3℃,99%,57,2级,无持续风向,雾,4307
2019-02-15 04:35:00,3℃,99%,57,2级,无持续风向,阴,97
2019-02-15 20:35:00,3℃,97%,64,2级,无持续风向,阴,178
2019-02-15 21:35:00,3℃,95%,64,2级,无持续风向,阴,4901
2019-02-15 22:35:00,3℃,95%,67,2级,无持续风向,阴,119
2019-02-15 23:25:00,3℃,94%,69,2级,无持续风向,多云,5330
2019-02-14 01:35:00,2℃,99%,49,2级,无持续风向,阴,6282
2019-02-14 02:35:00,2℃,99%,45,2级,无持续风向,阵雨,4344
2019-02-14 03:35:00,2℃,99%,38,3级,无持续风向,阵雨,4827
2019-02-14 04:35:00,2℃,99%,33,3级,无持续风向,阵雨,980
2019-02-14 20:35:00,3℃,99%,55,2级,无持续风向,阴,4284
2019-02-14 21:35:00,3℃,99%,53,1级,无持续风向,阴,4520
2019-02-14 22:35:00,3℃,99%,57,2级,无持续风向,阴,4645
2019-02-14 23:25:00,3℃,99%,57,2级,无持续风向,多云,6064
2019-02-13 01:35:00,1℃,99%,59,2级,无持续风向,阴,1623
2019-02-13 02:35:00,1℃,99%,58,2级,无持续风向,雾,4250
2019-02-13 03:35:00,1℃,99%,52,2级,无持续风向,阴,4542
2019-02-13 04:35:00,1℃,99%,43,2级,无持续风向,雾,5863
2019-02-13 20:35:00,3℃,97%,60,3级,无持续风向,阵雨,172
2019-02-13 21:35:00,3℃,97%,58,3级,无持续风向,阵雨,4366
2019-02-13 22:35:00,2℃,99%,46,3级,无持续风向,阵雨,5612
2019-02-13 23:25:00,2℃,99%,50,3级,无持续风向,阵雨,5594
2019-02-12 01:35:00,1℃,87%,69,2级,无持续风向,多云,93
2019-02-12 02:35:00,1℃,88%,70,2级,无持续风向,多云,86
2019-02-12 03:35:00,1℃,89%,69,2级,无持续风向,多云,1364
2019-02-12 04:35:00,0℃,92%,65,2级,无持续风向,多云,346
2019-02-12 20:35:00,1℃,98%,70,1级,无持续风向,阴,181
2019-02-12 21:35:00,1℃,98%,73,2级,无持续风向,阴,5744
2019-02-12 22:35:00,1℃,98%,68,3级,无持续风向,阴,124
2019-02-12 23:25:00,1℃,99%,69,2级,无持续风向,阴,5545
2019-02-11 01:35:00,-1℃,91%,59,1级,无持续风向,多云,85
2019-02-11 02:35:00,-1℃,92%,62,1级,无持续风向,多云,84
2019-02-11 03:35:00,-1℃,93%,64,1级,无持续风向,多云,4756
2019-02-11 04:35:00,-1℃,94%,65,1级,无持续风向,多云,5322
2019-02-11 20:35:00,2℃,82%,65,2级,无持续风向,晴,184
2019-02-11 21:35:00,2℃,82%,68,2级,无持续风向,晴,177
2019-02-11 22:35:00,2℃,83%,73,2级,无持续风向,晴,4360
2019-02-11 23:25:00,1℃,84%,74,2级,无持续风向,多云,727
2019-02-10 01:35:00,-1℃,87%,63,2级,无持续风向,阴,85
2019-02-10 02:35:00,0℃,89%,58,2级,无持续风向,阴,595
2019-02-10 03:35:00,0℃,88%,55,2级,无持续风向,阴,3740
2019-02-10 04:35:00,0℃,88%,53,3级,无持续风向,阴,81
2019-02-10 20:35:00,0℃,90%,68,2级,无持续风向,阴,5274
2019-02-10 21:35:00,0℃,90%,68,2级,无持续风向,阴,5965
2019-02-10 22:35:00,0℃,89%,68,2级,无持续风向,阴,115
2019-02-10 23:25:00,-1℃,89%,64,2级,无持续风向,多云,4526
2019-02-09 01:35:00,-1℃,96%,45,2级,无持续风向,阴,5956
2019-02-09 02:35:00,-1℃,96%,52,2级,无持续风向,阴,5425
2019-02-09 03:35:00,-1℃,96%,49,2级,无持续风向,阴,5516
2019-02-09 04:35:00,-1℃,96%,50,2级,无持续风向,阴,5633
2019-02-09 20:35:00,-1℃,84%,87,2级,无持续风向,阴,4251
2019-02-09 21:35:00,-1℃,85%,89,2级,无持续风向,阴,5392
2019-02-09 22:35:00,-1℃,86%,82,2级,无持续风向,阴,5956
2019-02-09 23:25:00,-1℃,86%,77,2级,无持续风向,阴,5609
2019-02-08 01:35:00,-1℃,98%,30,4级,无持续风向,阵雪,4270
2019-02-08 02:35:00,-1℃,97%,29,4级,无持续风向,雨夹雪,4369
2019-02-08 03:35:00,-1℃,95%,23,4级,无持续风向,雨夹雪,4464
2019-02-08 04:35:00,-1℃,92%,23,3级,无持续风向,阴,4995
2019-02-08 20:35:00,-1℃,99%,26,2级,无持续风向,雨夹雪,1150
2019-02-08 21:35:00,-1℃,99%,26,2级,无持续风向,雨夹雪,181
2019-02-08 22:35:00,-1℃,98%,26,2级,无持续风向,雨夹雪,5185
2019-02-08 23:25:00,-1℃,96%,32,2级,无持续风向,阴,5626
2019-02-07 01:35:00,7℃,98%,95,4级,无持续风向,阵雨,5631
2019-02-07 02:35:00,5℃,98%,128,4级,无持续风向,阵雨,4526
2019-02-07 03:35:00,5℃,99%,125,3级,无持续风向,阵雨,5968
2019-02-07 04:35:00,6℃,99%,160,4级,无持续风向,阵雨,5646
2019-02-07 20:35:00,2℃,75%,58,4级,无持续风向,阴,4419
2019-02-07 21:35:00,1℃,84%,52,4级,无持续风向,阵雪,5144
2019-02-07 22:35:00,0℃,89%,49,4级,无持续风向,阴,3843
2019-02-07 23:25:00,0℃,97%,36,3级,无持续风向,阵雪,869
2019-02-06 01:35:00,2℃,99%,172,1级,无持续风向,雾,86
2019-02-06 02:35:00,1℃,99%,158,1级,无持续风向,雾,5279
2019-02-06 03:35:00,1℃,99%,147,1级,无持续风向,雾,84
2019-02-06 04:30:00,1℃,99%,139,1级,无持续风向,晴,5374
2019-02-06 20:35:00,11℃,93%,118,2级,无持续风向,阴,5171
2019-02-06 21:35:00,10℃,98%,133,3级,无持续风向,阵雨,5921
2019-02-06 22:35:00,10℃,99%,125,3级,无持续风向,阵雨,4424
2019-02-06 23:25:00,9℃,98%,124,2级,无持续风向,阵雨,4911
2019-02-05 01:30:00,1℃,92%,137,0级,无持续风向,多云,5662
2019-02-05 02:35:00,0℃,95%,139,1级,无持续风向,多云,89
2019-02-05 03:35:00,0℃,95%,140,1级,无持续风向,多云,5667
2019-02-05 04:35:00,0℃,97%,147,1级,无持续风向,多云,4374
2019-02-05 20:35:00,6℃,88%,158,1级,无持续风向,晴,177
2019-02-05 21:30:00,6℃,93%,163,1级,无持续风向,晴,656
2019-02-05 22:35:00,5℃,97%,182,1级,无持续风向,晴,4449
2019-02-05 23:25:00,4℃,98%,193,1级,无持续风向,晴,4990
2019-02-04 01:35:00,0℃,99%,186,2级,无持续风向,雾,89
2019-02-04 02:35:00,0℃,99%,173,1级,无持续风向,雾,5758
2019-02-04 03:35:00,-1℃,99%,162,1级,无持续风向,雾,4334
2019-02-04 04:35:00,-2℃,99%,155,1级,无持续风向,雾,4599
2019-02-04 20:35:00,7℃,57%,120,2级,无持续风向,多云,5430
2019-02-04 21:35:00,7℃,57%,117,2级,无持续风向,多云,4285
2019-02-04 22:30:00,6℃,63%,124,1级,无持续风向,多云,5561
2019-02-04 23:25:00,4℃,79%,132,1级,无持续风向,多云,103
2019-02-03 01:30:00,7℃,99%,64,2级,无持续风向,阴,4728
2019-02-03 02:35:00,6℃,98%,58,2级,无持续风向,阴,4942
2019-02-03 03:35:00,6℃,98%,60,2级,无持续风向,阴,4299
2019-02-03 04:35:00,6℃,98%,67,2级,无持续风向,阴,5005
2019-02-03 20:35:00,2℃,97%,192,1级,无持续风向,晴,4614
2019-02-03 21:25:00,2℃,99%,188,2级,无持续风向,晴,5507
2019-02-03 22:35:00,2℃,99%,189,2级,无持续风向,晴,4482
2019-02-03 23:25:00,1℃,99%,190,1级,无持续风向,晴,5762
2019-02-02 01:30:00,4℃,84%,149,2级,无持续风向,多云,82
2019-02-02 02:15:00,4℃,84%,124,2级,无持续风向,多云,5613
2019-02-02 03:30:00,4℃,82%,104,2级,无持续风向,多云,5162
2019-02-02 04:35:00,5℃,83%,92,2级,无持续风向,多云,5056
2019-02-02 20:35:00,8℃,87%,59,2级,无持续风向,阴,4177
2019-02-02 21:30:00,7℃,90%,59,2级,无持续风向,阴,5704
2019-02-02 22:35:00,7℃,93%,64,2级,无持续风向,阴,5047
2019-02-02 23:20:00,7℃,96%,60,2级,无持续风向,阴,5489
2019-02-01 01:30:00,0℃,91%,60,2级,无持续风向,多云,88
2019-02-01 02:30:00,0℃,90%,67,2级,无持续风向,多云,85
2019-02-01 03:30:00,0℃,91%,68,2级,无持续风向,多云,89
2019-02-01 04:35:00,0℃,93%,72,1级,无持续风向,多云,3113
2019-02-01 20:35:00,2℃,88%,85,2级,无持续风向,晴,4297
2019-02-01 21:35:00,3℃,87%,92,3级,无持续风向,晴,4930
2019-02-01 22:40:00,3℃,85%,100,2级,无持续风向,晴,116
2019-02-01 23:20:00,3℃,85%,132,3级,无持续风向,多云,4370
2019-01-31 01:30:00,0℃,99%,20,2级,无持续风向,阵雨,5143
2019-01-31 02:35:00,0℃,99%,21,2级,无持续风向,阵雨,4332
2019-01-31 03:35:00,0℃,99%,19,2级,无持续风向,阴,83
2019-01-31 04:25:00,0℃,99%,17,2级,无持续风向,阵雨,4597
2019-01-31 20:30:00,0℃,89%,58,2级,无持续风向,阴,4162
2019-01-31 21:35:00,0℃,88%,58,2级,无持续风向,阴,4223
2019-01-31 22:35:00,0℃,90%,58,2级,无持续风向,阴,122
2019-01-31 23:25:00,0℃,90%,57,2级,无持续风向,多云,4458
2019-01-30 01:35:00,5℃,99%,155,2级,无持续风向,多云,5543
2019-01-30 02:30:00,5℃,99%,156,1级,无持续风向,多云,4447
2019-01-30 03:30:00,5℃,99%,149,1级,无持续风向,多云,5280
2019-01-30 04:25:00,5℃,99%,149,1级,无持续风向,多云,6239
2019-01-30 21:20:00,3℃,98%,32,3级,无持续风向,阵雨,4749
2019-01-30 22:20:00,6℃,98%,20,2级,无持续风向,阵雨,4691
2019-01-30 23:10:00,4℃,98%,20,4级,无持续风向,阵雨,5736
2019-01-29 01:00:00,4℃,97%,142,2级,无持续风向,阴,4851
2019-01-29 02:00:00,4℃,96%,140,1级,无持续风向,阴,5376
2019-01-29 03:00:00,4℃,96%,145,2级,无持续风向,阴,4586
2019-01-29 04:00:00,4℃,97%,148,2级,无持续风向,阴,5424
2019-01-29 20:30:00,5℃,94%,155,1级,无持续风向,阵雨,4306
2019-01-29 21:35:00,5℃,96%,148,1级,无持续风向,阴,6178
2019-01-29 22:35:00,5℃,98%,150,1级,无持续风向,阵雨,4219
2019-01-29 23:15:00,5℃,99%,149,1级,无持续风向,雾,5204
2019-01-28 01:20:00,6℃,64%,145,1级,无持续风向,阴,4294
2019-01-28 02:20:00,5℃,72%,168,1级,无持续风向,多云,6028
2019-01-28 03:35:00,5℃,73%,185,1级,无持续风向,多云,78
2019-01-28 04:35:00,5℃,70%,192,1级,无持续风向,多云,5761
2019-01-28 20:35:00,4℃,96%,160,1级,无持续风向,阴,4213
2019-01-28 21:10:00,4℃,96%,166,1级,无持续风向,阴,4173
2019-01-28 22:00:00,4℃,96%,166,1级,无持续风向,阵雨,122
2019-01-28 23:00:00,4℃,97%,159,2级,无持续风向,阴,3490
2019-01-27 01:30:00,-2℃,85%,56,2级,无持续风向,晴,5816
2019-01-27 02:30:00,-1℃,78%,57,1级,无持续风向,晴,6140
2019-01-27 03:35:00,-2℃,79%,57,1级,无持续风向,晴,90
2019-01-27 04:15:00,-2℃,85%,56,1级,无持续风向,晴,4366
2019-01-27 20:35:00,7℃,56%,87,2级,无持续风向,阴,1915
2019-01-27 21:35:00,6℃,63%,90,2级,无持续风向,阴,4225
2019-01-27 22:20:00,7℃,60%,92,1级,无持续风向,阴,6202
2019-01-27 23:20:00,6℃,67%,95,2级,无持续风向,多云,110
2019-01-26 01:30:00,0℃,69%,73,2级,无持续风向,多云,84
2019-01-26 02:35:00,0℃,69%,64,2级,无持续风向,多云,4799
2019-01-26 03:25:00,0℃,69%,55,2级,无持续风向,多云,5530
2019-01-26 04:30:00,0℃,78%,49,2级,无持续风向,多云,5965
2019-01-26 20:25:00,0℃,68%,61,1级,无持续风向,晴,5071
2019-01-26 21:35:00,0℃,73%,58,1级,无持续风向,晴,6246
2019-01-26 22:30:00,-1℃,77%,56,1级,无持续风向,晴,118
2019-01-26 23:05:00,-1℃,81%,59,2级,无持续风向,晴,118
2019-01-25 01:30:00,5℃,66%,147,2级,无持续风向,多云,4615
2019-01-25 02:35:00,5℃,68%,149,2级,无持续风向,多云,103
2019-01-25 03:35:00,5℃,65%,153,2级,无持续风向,多云,4711
2019-01-25 04:30:00,5℃,69%,162,2级,无持续风向,多云,4517
2019-01-25 20:35:00,5℃,82%,176,4级,无持续风向,多云,164
2019-01-25 21:35:00,4℃,64%,162,3级,无持续风向,多云,5022
2019-01-25 22:35:00,3℃,63%,113,3级,无持续风向,多云,108
2019-01-25 23:20:00,2℃,64%,87,2级,无持续风向,多云,5221
2019-01-24 01:35:00,0℃,93%,120,1级,无持续风向,晴,96
2019-01-24 02:20:00,0℃,84%,122,0级,无持续风向,晴,5264
2019-01-24 03:30:00,-1℃,94%,129,1级,无持续风向,晴,5602
2019-01-24 04:35:00,-2℃,96%,124,1级,无持续风向,晴,90
2019-01-24 20:25:00,5℃,61%,113,1级,无持续风向,晴,181
2019-01-24 20:50:00,5℃,63%,142,2级,无持续风向,晴,174
2019-01-24 23:20:00,2℃,82%,143,1级,无持续风向,多云,6029
2019-01-23 01:35:00,-1℃,94%,170,1级,无持续风向,晴,5306
2019-01-23 02:35:00,-2℃,96%,166,1级,无持续风向,晴,4848
2019-01-23 03:35:00,-2℃,96%,163,1级,无持续风向,晴,5803
2019-01-23 04:35:00,-2℃,97%,170,1级,无持续风向,晴,98
2019-01-23 20:35:00,3℃,80%,113,1级,无持续风向,晴,4378
2019-01-23 21:25:00,2℃,86%,123,1级,无持续风向,晴,174
2019-01-23 22:20:00,2℃,73%,139,0级,无持续风向,晴,4376
2019-01-23 23:25:00,0℃,91%,128,1级,无持续风向,晴,2637
2019-01-22 01:20:00,1℃,63%,102,2级,无持续风向,晴,5225
2019-01-22 02:20:00,0℃,70%,97,1级,无持续风向,晴,92
2019-01-22 03:20:00,-1℃,73%,92,3级,无持续风向,晴,5445
2019-01-22 04:20:00,-1℃,73%,84,2级,无持续风向,晴,4276
2019-01-22 20:20:00,2℃,54%,106,1级,无持续风向,晴,4168
2019-01-22 21:35:00,0℃,84%,115,1级,无持续风向,晴,4552
2019-01-22 22:35:00,0℃,87%,137,0级,无持续风向,晴,130
2019-01-22 23:05:00,0℃,91%,155,0级,无持续风向,晴,4205
2019-01-21 20:20:00,1℃,70%,85,2级,无持续风向,晴,4834
2019-01-21 21:20:00,1℃,75%,102,1级,无持续风向,晴,4884
2019-01-21 22:20:00,0℃,81%,107,1级,无持续风向,晴,5193
2019-01-21 23:10:00,0℃,65%,109,1级,无持续风向,晴,4514
2019-01-16 01:35:00,-1℃,65%,57,2级,无持续风向,多云,4358
2019-01-16 02:35:00,-2℃,68%,61,2级,无持续风向,多云,100
2019-01-16 03:35:00,-3℃,68%,58,2级,无持续风向,多云,4831
2019-01-16 04:35:00,-3℃,68%,54,2级,无持续风向,多云,5378
2019-01-15 01:35:00,3℃,96%,212,1级,无持续风向,阴,98
2019-01-15 02:35:00,3℃,97%,220,2级,无持续风向,阴,4852
2019-01-15 03:35:00,3℃,97%,225,2级,无持续风向,阴,4859
2019-01-15 04:35:00,3℃,97%,227,2级,无持续风向,阴,101
2019-01-15 20:35:00,2℃,55%,159,3级,无持续风向,阴,6115
2019-01-15 21:35:00,1℃,58%,152,3级,无持续风向,阴,5405
2019-01-15 22:35:00,0℃,61%,85,3级,无持续风向,阴,4760
2019-01-15 23:25:00,0℃,60%,65,2级,无持续风向,多云,4473
2019-01-14 01:35:00,1℃,99%,175,2级,无持续风向,多云,4349
2019-01-14 02:35:00,1℃,99%,166,2级,无持续风向,雾,4354
2019-01-14 03:35:00,1℃,99%,175,2级,无持续风向,雾,4641
2019-01-14 04:35:00,1℃,99%,175,2级,无持续风向,雾,5503
2019-01-14 20:35:00,4℃,93%,198,2级,无持续风向,阴,1405
2019-01-14 21:35:00,4℃,93%,199,2级,无持续风向,阴,4844
2019-01-14 22:35:00,3℃,93%,198,2级,无持续风向,阴,126
2019-01-14 23:25:00,3℃,94%,198,3级,无持续风向,阴,4276
2019-01-13 01:35:00,1℃,99%,153,0级,无持续风向,多云,5718
2019-01-13 02:35:00,0℃,99%,143,1级,无持续风向,多云,4497
2019-01-13 03:35:00,1℃,99%,140,2级,无持续风向,多云,4703
2019-01-13 04:35:00,0℃,99%,139,1级,无持续风向,多云,4300
2019-01-13 20:35:00,2℃,95%,160,2级,无持续风向,晴,4185
2019-01-13 21:35:00,2℃,94%,172,2级,无持续风向,晴,4358
2019-01-13 22:35:00,1℃,96%,179,2级,无持续风向,晴,121
2019-01-13 23:25:00,2℃,98%,185,1级,无持续风向,多云,4330
2019-01-12 01:35:00,0℃,99%,62,2级,无持续风向,雾,6150
2019-01-12 02:35:00,0℃,99%,67,1级,无持续风向,雾,4628
2019-01-12 03:35:00,-1℃,99%,68,0级,无持续风向,雾,5402
2019-01-12 04:35:00,-1℃,99%,73,0级,无持续风向,雾,103
2019-01-12 20:35:00,1℃,98%,158,2级,无持续风向,多云,173
2019-01-12 21:35:00,1℃,98%,149,1级,无持续风向,多云,4490
2019-01-12 22:35:00,0℃,99%,150,1级,无持续风向,多云,6190
2019-01-12 23:25:00,0℃,99%,153,1级,无持续风向,多云,4510
2019-01-11 20:35:00,2℃,98%,39,2级,无持续风向,多云,4282
2019-01-11 21:35:00,2℃,98%,39,1级,无持续风向,多云,5609
2019-01-11 22:35:00,2℃,99%,46,1级,无持续风向,多云,4497
2019-01-11 23:25:00,2℃,99%,53,1级,无持续风向,多云,4313
2019-01-10 01:35:00,0℃,99%,40,1级,无持续风向,阴,6282
2019-01-10 02:35:00,0℃,99%,39,1级,无持续风向,阴,5069
2019-01-10 03:35:00,0℃,99%,39,1级,无持续风向,阴,5904
2019-01-10 04:35:00,0℃,99%,43,1级,无持续风向,雾,5200
2019-01-09 01:35:00,0℃,99%,118,2级,无持续风向,雨夹雪,4271
2019-01-09 02:35:00,0℃,99%,110,2级,无持续风向,雨夹雪,4241
2019-01-09 03:35:00,0℃,99%,94,3级,无持续风向,雨夹雪,5743
2019-01-09 04:35:00,0℃,99%,72,3级,无持续风向,雨夹雪,5229
2019-01-09 20:35:00,0℃,99%,46,2级,无持续风向,雨夹雪,178
2019-01-09 21:35:00,0℃,99%,43,2级,无持续风向,阴,4274
2019-01-09 22:35:00,0℃,99%,42,2级,无持续风向,阴,4407
2019-01-09 23:25:00,0℃,99%,36,1级,无持续风向,阴,4215
2019-01-08 01:35:00,2℃,99%,73,2级,无持续风向,雨夹雪,5795
2019-01-08 02:35:00,2℃,99%,72,2级,无持续风向,雾,4561
2019-01-08 03:35:00,2℃,99%,75,3级,无持续风向,雾,5487
2019-01-08 04:40:00,2℃,99%,88,2级,无持续风向,雾,6488
2019-01-08 20:35:00,3℃,92%,163,2级,无持续风向,多云,178
2019-01-08 21:35:00,3℃,93%,180,0级,无持续风向,多云,5651
2019-01-08 22:35:00,2℃,95%,179,1级,无持续风向,多云,5619
2019-01-08 23:25:00,2℃,90%,188,2级,无持续风向,雨夹雪,4473
2019-01-07 01:35:00,2℃,90%,94,2级,无持续风向,多云,3871
2019-01-07 02:35:00,2℃,90%,94,2级,无持续风向,多云,5622
2019-01-07 03:35:00,2℃,93%,97,2级,无持续风向,多云,87
2019-01-07 04:35:00,2℃,94%,94,2级,无持续风向,多云,6021
2019-01-07 20:35:00,2℃,99%,62,2级,无持续风向,阴,4171
2019-01-07 21:35:00,2℃,99%,70,2级,无持续风向,雾,4200
2019-01-07 22:35:00,2℃,99%,74,2级,无持续风向,雾,5525
2019-01-07 23:25:00,2℃,99%,78,2级,无持续风向,雾,5143
2019-01-06 01:20:00,1℃,96%,190,2级,无持续风向,多云,5591
2019-01-06 02:20:00,1℃,99%,178,3级,无持续风向,多云,5847
2019-01-06 03:35:00,1℃,97%,150,1级,无持续风向,多云,4441
2019-01-06 04:35:00,1℃,97%,147,2级,无持续风向,多云,103
2019-01-06 20:35:00,2℃,89%,125,1级,无持续风向,晴,5320
2019-01-06 21:35:00,2℃,90%,119,2级,无持续风向,晴,124
2019-01-06 22:35:00,2℃,92%,113,1级,无持续风向,晴,4210
2019-01-06 23:25:00,2℃,91%,102,1级,无持续风向,多云,5981
2019-01-05 01:35:00,2℃,99%,112,3级,无持续风向,阴,5151
2019-01-05 02:35:00,2℃,99%,112,2级,无持续风向,阴,100
2019-01-05 03:35:00,2℃,99%,105,2级,无持续风向,雨夹雪,4258
2019-01-05 04:35:00,2℃,99%,95,2级,无持续风向,雾,5835
2019-01-05 20:45:00,1℃,99%,144,1级,无持续风向,雾,176
2019-01-05 21:35:00,1℃,98%,156,2级,无持续风向,多云,4850
2019-01-05 22:35:00,1℃,98%,168,2级,无持续风向,多云,4780
2019-01-05 23:25:00,1℃,98%,179,2级,无持续风向,多云,4727
2019-01-04 01:00:00,4℃,98%,140,1级,无持续风向,阵雨,4243
2019-01-04 02:00:00,4℃,98%,135,0级,无持续风向,阵雨,5756
2019-01-04 03:00:00,4℃,99%,130,1级,无持续风向,阵雨,4303
2019-01-04 04:00:00,3℃,99%,128,1级,无持续风向,阵雨,5229
2019-01-04 20:35:00,3℃,98%,123,2级,无持续风向,多云,4568
2019-01-04 21:35:00,3℃,98%,117,2级,无持续风向,多云,4852
2019-01-04 22:35:00,2℃,98%,117,2级,无持续风向,多云,126
2019-01-04 23:25:00,2℃,99%,128,2级,无持续风向,阴,6125
2019-01-03 01:35:00,1℃,69%,119,1级,无持续风向,晴,101
2019-01-03 02:35:00,1℃,69%,124,1级,无持续风向,晴,4266
2019-01-03 03:35:00,1℃,69%,123,1级,无持续风向,晴,93
2019-01-03 04:35:00,1℃,71%,127,1级,无持续风向,晴,97
2019-01-03 20:35:00,5℃,81%,173,2级,无持续风向,多云,5910
2019-01-03 21:30:00,5℃,84%,169,2级,无持续风向,多云,145
2019-01-03 22:00:00,5℃,84%,153,2级,无持续风向,多云,4250
2019-01-03 23:00:00,4℃,93%,149,2级,无持续风向,阵雨,114
2019-01-02 01:00:00,0℃,58%,97,2级,无持续风向,多云,139
2019-01-02 02:00:00,0℃,62%,89,1级,无持续风向,多云,90
2019-01-02 03:00:00,0℃,65%,87,2级,无持续风向,多云,89
2019-01-02 04:00:00,0℃,66%,90,2级,无持续风向,多云,83
2019-01-02 20:35:00,2℃,65%,114,2级,无持续风向,多云,5422
2019-01-02 21:35:00,2℃,63%,117,1级,无持续风向,多云,5630
2019-01-02 22:35:00,2℃,65%,117,0级,无持续风向,多云,5114
2019-01-02 23:25:00,2℃,70%,120,1级,无持续风向,晴,5355
2019-01-01 01:35:00,0℃,79%,60,2级,无持续风向,多云,5088
2019-01-01 02:35:00,0℃,82%,67,0级,无持续风向,多云,5053
2019-01-01 03:35:00,0℃,79%,72,2级,无持续风向,多云,4319
2019-01-01 04:35:00,0℃,76%,73,1级,无持续风向,多云,5281
2019-01-01 20:10:00,0℃,77%,78,2级,无持续风向,晴,4330
2019-01-01 21:00:00,0℃,67%,89,2级,无持续风向,晴,4407
2019-01-01 22:00:00,0℃,66%,105,2级,无持续风向,晴,156
2019-01-01 23:00:00,0℃,62%,105,2级,无持续风向,多云,2763
2018-12-31 01:35:00,-4℃,92%,54,1级,东北风,多云,4404
2018-12-31 02:35:00,-3℃,93%,50,1级,东北风,晴,5900
2018-12-31 03:35:00,-3℃,92%,52,1级,东北风,晴,6039
2018-12-31 04:35:00,-4℃,90%,50,1级,东北风,晴,1242
2018-12-31 20:40:00,0℃,77%,53,1级,西北风,多云,177
2018-12-31 21:35:00,0℃,76%,54,1级,北风,多云,4207
2018-12-31 22:35:00,0℃,78%,53,1级,北风,多云,5770
2018-12-31 23:25:00,0℃,76%,57,2级,北风,多云,2264
2018-12-30 01:35:00,-1℃,45%,54,2级,东北风,阵雪,1756
2018-12-30 02:35:00,-1℃,48%,52,2级,东北风,阴,5517
2018-12-30 03:35:00,-1℃,48%,52,2级,东风,阵雪,4818
2018-12-30 04:35:00,-1℃,49%,52,2级,东北风,阵雪,6159
2018-12-30 20:35:00,-2℃,91%,65,1级,东北风,阴,4950
