uptime,temperature,humidity,aqi,winp,wind,weather,rtu4
2019-04-02 22:40:00,12℃,79%,58,2级,西风,阴,49
2019-04-02 23:10:00,13℃,75%,58,1级,西北风,多云,46
2019-04-01 01:00:00,6℃,85%,71,0级,无持续风向,晴,5012
2019-04-01 02:00:00,5℃,92%,76,1级,南风,晴,6251
2019-04-01 03:00:00,4℃,94%,80,1级,南风,晴,4329
2019-04-01 04:00:00,5℃,98%,81,1级,南风,晴,5813
2019-04-01 20:10:00,15℃,37%,61,1级,东风,阴,4651
2019-04-01 20:40:00,14℃,42%,69,2级,东南风,阴,5162
2019-04-01 21:10:00,13℃,53%,69,1级,东南风,阴,161
2019-04-01 21:40:00,12℃,53%,72,1级,东南风,阴,4669
2019-04-01 22:10:00,11℃,73%,72,1级,东北风,阴,6193
2019-04-01 22:40:00,9℃,77%,84,1级,东风,阴,47
2019-04-01 23:10:00,9℃,73%,84,1级,东南风,多云,6365
2019-03-31 01:10:00,10℃,38%,61,2级,东风,阴,4754
2019-03-31 01:40:00,10℃,35%,54,2级,东风,阴,4387
2019-03-31 02:10:00,10℃,37%,54,1级,东风,阴,5946
2019-03-31 02:40:00,10℃,42%,54,2级,东风,阴,1457
2019-03-31 03:10:00,9℃,45%,54,2级,东风,阴,5343
2019-03-31 03:40:00,9℃,44%,58,2级,东风,阴,5860
2019-03-31 04:10:00,9℃,47%,58,2级,东北风,阴,5446
2019-03-31 04:40:00,9℃,46%,58,2级,东北风,阴,4885
2019-03-31 20:10:00,11℃,48%,65,1级,东南风,阴,5698
2019-03-31 20:40:00,10℃,65%,72,1级,东南风,阴,2884
2019-03-31 21:10:00,9℃,66%,72,0级,无持续风向,阴,4649
2019-03-31 21:40:00,8℃,79%,77,0级,无持续风向,阴,5267
2019-03-31 22:10:00,8℃,86%,77,1级,东北风,阴,5747
2019-03-31 22:40:00,7℃,88%,71,1级,北风,阴,4794
2019-03-31 23:00:00,7℃,88%,71,1级,北风,晴,4794
2019-03-30 01:15:00,11℃,99%,113,1级,北风,雾,32
2019-03-30 01:45:00,9℃,99%,118,1级,东风,雾,37
2019-03-30 02:15:00,9℃,99%,118,1级,东北风,雾,4740
2019-03-30 02:40:00,9℃,99%,123,2级,北风,雾,4338
2019-03-30 03:10:00,10℃,99%,123,2级,西北风,雾,31
2019-03-30 03:40:00,10℃,99%,124,1级,西北风,雾,6043
2019-03-30 04:10:00,10℃,99%,124,2级,西北风,雾,6246
2019-03-30 04:40:00,11℃,99%,125,2级,北风,多云,5443
2019-03-30 20:10:00,13℃,43%,66,2级,东北风,阴,4327
2019-03-30 20:40:00,13℃,43%,65,2级,东北风,阴,5548
2019-03-30 21:10:00,13℃,44%,65,2级,东北风,阴,4192
2019-03-30 21:40:00,12℃,41%,72,2级,东风,阴,4198
2019-03-30 22:10:00,12℃,43%,72,2级,东北风,阴,154
2019-03-30 22:40:00,12℃,39%,67,3级,东北风,阴,50
2019-03-30 23:10:00,12℃,43%,67,2级,东北风,阴,48
2019-03-29 01:10:00,11℃,95%,185,2级,东风,多云,4944
2019-03-29 01:40:00,11℃,97%,185,1级,东北风,多云,5774
2019-03-29 02:10:00,11℃,98%,185,1级,东北风,多云,4343
2019-03-29 02:40:00,10℃,99%,183,2级,东北风,多云,17
2019-03-29 03:10:00,10℃,99%,183,1级,东北风,多云,4521
2019-03-29 03:40:00,10℃,98%,169,2级,北风,多云,5149
2019-03-29 04:10:00,9℃,98%,169,2级,北风,多云,4475
2019-03-29 04:40:00,9℃,98%,159,2级,东北风,多云,11
2019-03-29 20:10:00,15℃,85%,89,1级,南风,阴,5070
2019-03-29 20:40:00,14℃,88%,87,1级,南风,阴,163
2019-03-29 21:10:00,13℃,91%,87,2级,东南风,阴,4183
2019-03-29 21:40:00,13℃,94%,103,1级,南风,阴,131
2019-03-29 22:10:00,12℃,96%,103,1级,南风,阴,4755
2019-03-29 22:40:00,12℃,97%,104,2级,南风,阴,4942
2019-03-29 23:10:00,12℃,97%,104,1级,西南风,多云,6122
2019-03-28 01:15:00,12℃,96%,59,1级,北风,多云,4301
2019-03-28 01:40:00,12℃,97%,59,1级,北风,多云,5924
2019-03-28 03:40:00,11℃,99%,55,1级,西南风,多云,4490
2019-03-28 04:10:00,11℃,99%,55,0级,无持续风向,多云,4382
2019-03-28 04:40:00,9℃,99%,58,1级,东南风,雾,4380
2019-03-28 20:10:00,15℃,79%,83,1级,东风,多云,4540
2019-03-28 20:40:00,13℃,88%,99,1级,西北风,多云,401
2019-03-28 21:10:00,14℃,86%,99,1级,北风,多云,6438
2019-03-28 21:40:00,12℃,92%,129,1级,东南风,多云,127
2019-03-28 22:10:00,13℃,94%,129,1级,东南风,多云,140
2019-03-28 22:40:00,12℃,94%,168,1级,东风,多云,4684
2019-03-28 23:10:00,12℃,96%,168,2级,东南风,多云,5127
2019-03-27 01:15:00,11℃,78%,66,1级,东南风,多云,35
2019-03-27 01:40:00,12℃,66%,60,2级,东南风,多云,4799
2019-03-27 02:10:00,12℃,65%,60,2级,东南风,多云,29
2019-03-27 02:45:00,12℃,64%,56,1级,西南风,多云,4758
2019-03-27 03:10:00,12℃,60%,56,2级,南风,多云,4454
2019-03-27 03:40:00,13℃,62%,56,2级,东南风,多云,4335
2019-03-27 04:10:00,12℃,74%,56,1级,东北风,多云,4350
2019-03-27 04:40:00,12℃,69%,52,1级,东南风,多云,4771
2019-03-27 20:10:00,15℃,83%,71,1级,西南风,阴,4219
2019-03-27 20:40:00,14℃,83%,65,0级,无持续风向,阴,4498
2019-03-27 21:10:00,14℃,88%,65,1级,东南风,阴,157
2019-03-27 21:45:00,14℃,87%,61,0级,无持续风向,阴,4539
2019-03-27 22:10:00,13℃,90%,61,0级,无持续风向,阴,4663
2019-03-27 22:45:00,12℃,96%,58,2级,西风,阴,4832
2019-03-27 23:10:00,13℃,93%,58,1级,西北风,多云,4285
2019-03-26 01:10:00,9℃,98%,62,2级,南风,多云,12
2019-03-26 01:40:00,9℃,97%,63,2级,南风,多云,1699
2019-03-26 02:10:00,9℃,96%,63,1级,西南风,多云,4617
2019-03-26 02:45:00,8℃,98%,63,1级,南风,多云,4596
2019-03-26 03:10:00,8℃,99%,63,0级,无持续风向,多云,4742
2019-03-26 03:40:00,8℃,99%,61,1级,东北风,雾,5397
2019-03-26 04:10:00,7℃,99%,61,1级,东风,多云,4804
2019-03-26 04:40:00,7℃,99%,59,1级,东南风,雾,5800
2019-03-26 20:10:00,17℃,45%,66,3级,东南风,晴,4301
2019-03-26 20:40:00,17℃,48%,67,2级,东南风,晴,5976
2019-03-26 21:10:00,16℃,48%,67,2级,东南风,晴,4343
2019-03-26 21:40:00,15℃,50%,65,2级,东南风,晴,4723
2019-03-26 22:10:00,14℃,56%,65,2级,东南风,晴,6193
2019-03-26 22:40:00,14℃,57%,64,2级,东南风,晴,5703
2019-03-26 23:10:00,13℃,59%,64,2级,东南风,多云,4301
2019-03-25 01:10:00,12℃,58%,68,2级,西南风,多云,2227
2019-03-25 01:40:00,12℃,57%,55,3级,西南风,多云,5115
2019-03-25 02:10:00,11℃,60%,55,2级,西南风,多云,4650
2019-03-25 02:40:00,11℃,63%,50,2级,西南风,多云,30
2019-03-25 03:10:00,11℃,66%,50,2级,西南风,多云,34
2019-03-25 03:40:00,10℃,69%,32,2级,西南风,多云,4346
2019-03-25 04:10:00,9℃,74%,32,2级,南风,多云,29
2019-03-25 04:40:00,8℃,79%,30,1级,西风,多云,4552
2019-03-25 20:10:00,14℃,74%,54,2级,南风,晴,4347
2019-03-25 20:40:00,14℃,76%,56,2级,南风,晴,4588
2019-03-25 21:15:00,13℃,77%,56,2级,南风,晴,5713
2019-03-25 21:40:00,13℃,79%,61,2级,南风,晴,4375
2019-03-25 22:10:00,12℃,81%,61,1级,东南风,晴,127
2019-03-25 22:40:00,12℃,83%,58,1级,东南风,晴,4408
2019-03-25 23:10:00,11℃,85%,58,1级,南风,多云,4474
2019-03-24 01:10:00,4℃,97%,96,1级,东风,多云,4842
2019-03-24 01:40:00,4℃,98%,109,1级,东风,多云,5837
2019-03-24 02:10:00,4℃,99%,109,0级,无持续风向,多云,27
2019-03-24 02:40:00,4℃,99%,103,0级,无持续风向,多云,4330
2019-03-24 03:10:00,4℃,99%,103,0级,无持续风向,多云,4785
2019-03-24 03:40:00,3℃,99%,100,1级,东北风,多云,5742
2019-03-24 04:10:00,3℃,99%,100,1级,北风,雾,26
2019-03-24 04:40:00,3℃,99%,98,1级,东北风,雾,28
2019-03-24 20:10:00,13℃,58%,61,2级,东南风,阴,4259
2019-03-24 20:40:00,13℃,57%,65,2级,东南风,阴,3254
2019-03-24 21:10:00,13℃,59%,65,1级,东南风,阴,4264
2019-03-24 21:40:00,12℃,62%,69,0级,无持续风向,阴,4848
2019-03-24 22:10:00,12℃,64%,69,0级,无持续风向,阴,4197
2019-03-24 22:40:00,12℃,63%,72,1级,南风,阴,4304
2019-03-24 23:10:00,13℃,60%,72,2级,南风,多云,4894
2019-03-23 01:10:00,7℃,79%,53,1级,西南风,多云,31
2019-03-23 01:45:00,7℃,83%,57,1级,西南风,多云,4714
2019-03-23 02:10:00,6℃,84%,57,2级,西南风,多云,4690
2019-03-23 02:45:00,6℃,85%,48,1级,南风,多云,4671
2019-03-23 03:15:00,6℃,87%,48,1级,西南风,多云,4892
2019-03-23 03:40:00,5℃,91%,35,1级,西风,多云,5674
2019-03-23 04:15:00,4℃,97%,35,1级,南风,多云,4318
2019-03-23 04:45:00,4℃,97%,33,1级,东南风,多云,4856
2019-03-23 20:10:00,8℃,77%,61,1级,东北风,晴,4206
2019-03-23 20:40:00,8℃,74%,71,0级,无持续风向,晴,4601
2019-03-23 21:10:00,8℃,81%,71,1级,北风,晴,6245
2019-03-23 21:40:00,6℃,89%,81,2级,南风,晴,5777
2019-03-23 22:10:00,7℃,75%,81,1级,西南风,晴,5560
2019-03-23 22:40:00,6℃,90%,86,0级,无持续风向,晴,5390
2019-03-23 23:10:00,6℃,93%,86,0级,无持续风向,多云,4424
2019-03-22 01:10:00,9℃,72%,42,2级,东北风,阴,36
2019-03-22 01:45:00,9℃,68%,36,2级,东风,阴,4791
2019-03-22 02:10:00,9℃,68%,36,2级,东风,多云,6257
2019-03-22 02:45:00,9℃,69%,39,2级,东北风,多云,1445
2019-03-22 03:10:00,9℃,74%,39,2级,东北风,多云,35
2019-03-22 03:40:00,9℃,76%,46,3级,东北风,多云,33
2019-03-22 04:10:00,8℃,66%,46,3级,东风,多云,2599
2019-03-22 04:40:00,8℃,67%,45,3级,东风,多云,5607
2019-03-22 20:10:00,8℃,69%,47,1级,南风,阴,6420
2019-03-22 20:40:00,8℃,69%,53,1级,南风,阴,4175
2019-03-22 21:15:00,8℃,72%,53,2级,南风,阴,4245
2019-03-22 21:45:00,8℃,75%,55,2级,西北风,阴,143
2019-03-22 22:10:00,8℃,71%,55,2级,西南风,阴,5164
2019-03-22 22:45:00,8℃,76%,54,2级,西南风,阴,4390
2019-03-22 23:10:00,8℃,77%,54,2级,西南风,多云,4815
2019-03-21 01:10:00,13℃,99%,83,1级,东南风,多云,26
2019-03-21 01:45:00,13℃,99%,85,1级,东北风,雾,5314
2019-03-21 02:10:00,13℃,99%,85,2级,东北风,雾,4666
2019-03-21 02:45:00,13℃,99%,79,1级,东风,多云,4480
2019-03-21 03:15:00,13℃,99%,79,1级,东北风,雾,5898
2019-03-21 03:35:00,12℃,99%,82,1级,东南风,雾,5344
2019-03-21 04:10:00,12℃,99%,82,0级,无持续风向,雾,5998
2019-03-21 04:40:00,12℃,99%,87,1级,北风,雾,5713
2019-03-21 20:10:00,11℃,67%,63,3级,东北风,阴,178
2019-03-21 20:40:00,10℃,80%,62,3级,东北风,雨,5836
2019-03-21 21:10:00,10℃,86%,62,2级,北风,雨,2646
2019-03-21 21:45:00,10℃,86%,64,2级,北风,雨,5610
2019-03-21 22:10:00,9℃,88%,64,2级,东北风,雨,4260
2019-03-21 22:40:00,9℃,89%,56,2级,东北风,阴,49
2019-03-21 23:15:00,9℃,88%,56,2级,东风,阴,6014
2019-03-20 01:10:00,17℃,73%,64,3级,东南风,雨,5976
2019-03-20 01:40:00,18℃,69%,63,3级,南风,阴,5875
2019-03-20 02:10:00,18℃,68%,63,4级,南风,阴,5420
2019-03-20 02:45:00,19℃,69%,58,5级,南风,阴,4728
2019-03-20 03:10:00,19℃,69%,58,4级,南风,阴,4422
2019-03-20 03:45:00,19℃,70%,60,4级,南风,阴,5755
2019-03-20 04:10:00,19℃,71%,60,3级,南风,阴,34
2019-03-20 04:40:00,18℃,77%,54,3级,南风,阴,4977
2019-03-20 20:10:00,16℃,93%,55,1级,南风,晴,4174
2019-03-20 20:45:00,15℃,93%,61,1级,北风,晴,5318
2019-03-20 21:10:00,15℃,95%,61,1级,北风,晴,5789
2019-03-20 21:40:00,14℃,98%,65,0级,无持续风向,晴,5747
2019-03-20 22:15:00,14℃,99%,65,2级,北风,晴,4236
2019-03-20 22:40:00,15℃,98%,72,2级,北风,晴,5865
2019-03-20 23:10:00,14℃,98%,72,2级,北风,多云,5627
2019-03-19 01:15:00,8℃,99%,93,1级,南风,雾,27
2019-03-19 01:40:00,7℃,99%,83,1级,东风,雾,26
2019-03-19 02:15:00,6℃,99%,83,1级,东南风,雾,6161
2019-03-19 02:40:00,6℃,99%,75,0级,无持续风向,雾,5949
2019-03-19 03:10:00,6℃,99%,75,1级,东风,雾,5398
2019-03-19 03:40:00,6℃,99%,69,1级,东南风,雨,5907
2019-03-19 04:10:00,6℃,99%,69,1级,东南风,雨,5099
2019-03-19 04:40:00,6℃,99%,65,1级,东南风,雾,4447
2019-03-19 20:10:00,19℃,60%,55,3级,东南风,多云,4454
2019-03-19 20:40:00,19℃,60%,61,3级,东南风,多云,174
2019-03-19 21:15:00,18℃,62%,61,3级,东南风,多云,5633
2019-03-19 21:40:00,18℃,63%,67,3级,东南风,多云,4394
2019-03-19 22:10:00,18℃,65%,67,3级,东南风,多云,5751
2019-03-19 22:45:00,17℃,67%,64,3级,东南风,多云,5495
2019-03-19 23:15:00,18℃,68%,64,4级,东南风,阴,4859
2019-03-18 01:50:00,15℃,51%,100,2级,东风,阴,23
2019-03-18 02:45:00,14℃,60%,102,1级,东北风,阴,5800
2019-03-18 03:45:00,13℃,66%,114,2级,南风,阴,5015
2019-03-18 04:45:00,12℃,71%,123,2级,西南风,阴,18
2019-03-18 20:10:00,10℃,86%,58,2级,南风,晴,163
2019-03-18 20:45:00,10℃,90%,66,2级,南风,晴,5968
2019-03-18 21:10:00,10℃,93%,66,2级,东南风,晴,167
2019-03-18 21:40:00,10℃,93%,73,2级,东南风,晴,152
2019-03-18 22:10:00,10℃,95%,73,2级,东南风,晴,4208
2019-03-18 22:40:00,9℃,97%,84,2级,东南风,晴,4692
2019-03-18 23:10:00,9℃,98%,84,2级,东南风,晴,6083
2019-03-17 01:45:00,7℃,87%,87,0级,无持续风向,多云,5034
2019-03-17 03:45:00,7℃,92%,83,1级,北风,多云,20
2019-03-17 04:45:00,6℃,94%,87,1级,西北风,多云,18
2019-03-17 20:45:00,16℃,41%,87,2级,东南风,阴,6217
2019-03-17 22:45:00,15℃,45%,92,0级,无持续风向,阴,5500
2019-03-16 01:45:00,5℃,97%,116,1级,东风,多云,4606
2019-03-16 02:45:00,5℃,98%,103,1级,东北风,多云,5105
2019-03-16 03:45:00,4℃,95%,97,1级,东南风,多云,4882
2019-03-16 04:45:00,4℃,96%,87,1级,东北风,多云,4751
2019-03-16 20:45:00,14℃,40%,86,2级,东南风,多云,170
2019-03-16 21:20:00,12℃,53%,92,2级,东南风,多云,6110
2019-03-16 22:45:00,10℃,64%,93,0级,无持续风向,多云,5638
2019-03-15 01:45:00,8℃,75%,88,2级,西风,多云,32
2019-03-15 02:45:00,8℃,74%,81,2级,西风,多云,1961
2019-03-15 03:45:00,8℃,74%,67,2级,西风,多云,4408
2019-03-15 04:45:00,8℃,79%,59,3级,西风,多云,5714
2019-03-15 20:45:00,8℃,77%,80,2级,东北风,阴,4272
2019-03-15 21:45:00,9℃,63%,96,0级,无持续风向,阴,2514
2019-03-15 22:45:00,7℃,84%,102,1级,东风,阴,4536
2019-03-14 01:50:00,10℃,67%,87,1级,西风,阴,5107
2019-03-14 02:50:00,11℃,62%,85,2级,南风,阴,29
2019-03-14 03:50:00,10℃,69%,85,2级,西南风,阴,4618
2019-03-14 04:50:00,10℃,72%,87,1级,西风,阴,5792
2019-03-14 20:45:00,10℃,74%,74,0级,无持续风向,多云,159
2019-03-14 21:45:00,10℃,71%,79,2级,西风,多云,144
2019-03-14 22:45:00,9℃,83%,93,1级,西风,多云,5403
2019-03-13 01:45:00,5℃,89%,80,1级,东风,晴,6044
2019-03-13 02:45:00,4℃,91%,79,1级,东北风,晴,4425
2019-03-13 03:45:00,4℃,94%,80,1级,东北风,晴,5709
2019-03-13 04:45:00,3℃,96%,82,2级,东风,晴,3475
2019-03-13 20:45:00,13℃,55%,92,2级,北风,阴,4318
2019-03-13 21:50:00,12℃,59%,95,2级,东北风,阴,5144
2019-03-13 22:50:00,12℃,59%,97,2级,东北风,阴,4320
2019-03-12 01:50:00,6℃,81%,94,2级,西风,多云,5051
2019-03-12 02:50:00,5℃,85%,95,1级,西风,多云,5970
2019-03-12 03:50:00,5℃,74%,92,2级,西南风,多云,21
2019-03-12 04:50:00,6℃,72%,88,2级,西风,多云,4853
2019-03-12 20:40:00,11℃,55%,88,1级,北风,晴,4652
2019-03-12 21:45:00,9℃,66%,84,1级,东南风,晴,141
2019-03-12 22:45:00,7℃,70%,84,1级,东北风,晴,6451
2019-03-11 01:35:00,7℃,91%,158,1级,无持续风向,多云,4365
2019-03-11 02:35:00,8℃,83%,156,2级,无持续风向,多云,6087
2019-03-11 03:35:00,8℃,86%,149,2级,无持续风向,多云,23
2019-03-11 04:35:00,7℃,92%,143,2级,无持续风向,多云,5694
2019-03-11 20:45:00,9℃,73%,120,2级,西风,阴,6230
2019-03-11 21:50:00,8℃,74%,115,2级,西风,阴,4499
2019-03-11 22:50:00,8℃,75%,112,1级,西南风,阴,4635
2019-03-10 01:35:00,8℃,80%,102,2级,无持续风向,多云,32
2019-03-10 02:35:00,7℃,86%,108,2级,无持续风向,多云,4495
2019-03-10 03:35:00,6℃,93%,113,2级,无持续风向,多云,30
2019-03-10 04:35:00,5℃,96%,117,2级,无持续风向,多云,5493
2019-03-10 20:35:00,8℃,84%,132,2级,无持续风向,晴,4997
2019-03-10 21:35:00,8℃,86%,147,1级,无持续风向,晴,147
2019-03-10 22:35:00,7℃,91%,158,2级,无持续风向,晴,5624
2019-03-10 23:30:00,7℃,90%,159,1级,无持续风向,多云,4405
2019-03-09 01:35:00,8℃,77%,70,2级,无持续风向,多云,5741
2019-03-09 02:35:00,8℃,77%,69,1级,无持续风向,多云,1826
2019-03-09 03:35:00,7℃,81%,67,1级,无持续风向,多云,4455
2019-03-09 04:35:00,7℃,82%,68,1级,无持续风向,多云,4681
2019-03-09 20:35:00,10℃,67%,79,2级,无持续风向,多云,166
2019-03-09 21:35:00,10℃,71%,87,2级,无持续风向,多云,5137
2019-03-09 22:35:00,10℃,72%,94,2级,无持续风向,多云,6123
2019-03-09 23:25:00,10℃,68%,98,2级,无持续风向,多云,6007
2019-03-08 01:35:00,2℃,91%,55,1级,无持续风向,多云,5596
2019-03-08 02:35:00,3℃,88%,57,2级,无持续风向,多云,5033
2019-03-08 03:35:00,3℃,83%,56,2级,无持续风向,多云,4323
2019-03-08 04:35:00,3℃,76%,58,2级,无持续风向,多云,5751
2019-03-08 20:35:00,9℃,61%,71,1级,无持续风向,多云,5854
2019-03-08 21:35:00,9℃,69%,73,1级,无持续风向,多云,5484
2019-03-08 22:35:00,8℃,72%,72,2级,无持续风向,多云,4443
2019-03-08 23:25:00,8℃,78%,70,1级,无持续风向,多云,56
2019-03-07 01:35:00,7℃,61%,68,4级,无持续风向,多云,4330
2019-03-07 02:35:00,6℃,67%,82,3级,无持续风向,多云,6097
2019-03-07 03:35:00,5℃,61%,81,3级,无持续风向,多云,4715
2019-03-07 04:35:00,4℃,68%,78,2级,无持续风向,多云,4454
2019-03-07 20:35:00,7℃,59%,61,2级,无持续风向,多云,4216
2019-03-07 21:35:00,6℃,69%,63,2级,无持续风向,多云,5486
2019-03-07 22:35:00,5℃,71%,67,2级,无持续风向,多云,55
2019-03-07 23:25:00,5℃,72%,64,2级,无持续风向,多云,5193
2019-03-06 20:35:00,11℃,51%,170,2级,无持续风向,多云,177
2019-03-06 21:35:00,10℃,54%,153,2级,无持续风向,多云,6079
2019-03-06 22:35:00,9℃,57%,92,2级,无持续风向,多云,4321
2019-03-06 23:25:00,8℃,55%,92,2级,无持续风向,多云,51
2019-03-05 01:35:00,9℃,68%,98,2级,无持续风向,阴,424
2019-03-05 02:35:00,8℃,71%,97,1级,无持续风向,阴,6178
2019-03-05 03:35:00,7℃,80%,102,2级,无持续风向,阴,4864
2019-03-05 04:35:00,8℃,78%,108,2级,无持续风向,阴,4660
2019-03-04 01:35:00,1℃,99%,113,1级,无持续风向,晴,2612
2019-03-04 02:35:00,1℃,99%,110,1级,无持续风向,晴,5618
2019-03-04 03:35:00,0℃,99%,114,0级,无持续风向,晴,5813
2019-03-04 04:35:00,0℃,99%,103,1级,无持续风向,雾,5159
2019-03-04 20:35:00,9℃,77%,87,2级,无持续风向,阴,4720
2019-03-04 21:35:00,10℃,72%,95,2级,无持续风向,阴,5580
2019-03-04 22:35:00,10℃,68%,108,2级,无持续风向,阴,4859
2019-03-04 23:25:00,9℃,70%,109,1级,无持续风向,阴,5142
2019-03-03 01:35:00,5℃,87%,82,2级,无持续风向,阴,82
2019-03-03 02:35:00,5℃,83%,82,2级,无持续风向,阴,79
2019-03-03 03:35:00,5℃,83%,83,1级,无持续风向,阴,5740
2019-03-03 04:35:00,5℃,86%,90,1级,无持续风向,阴,4582
2019-03-03 20:35:00,6℃,84%,97,1级,无持续风向,多云,5741
2019-03-03 21:35:00,6℃,89%,100,1级,无持续风向,多云,139
2019-03-03 22:35:00,4℃,97%,99,1级,无持续风向,多云,5749
2019-03-03 23:25:00,3℃,97%,103,1级,无持续风向,晴,4557
2019-03-02 01:35:00,6℃,93%,173,3级,无持续风向,多云,87
2019-03-02 02:35:00,6℃,94%,204,2级,无持续风向,阴,5920
2019-03-02 03:35:00,6℃,91%,223,2级,无持续风向,阴,6105
2019-03-02 04:35:00,6℃,94%,226,2级,无持续风向,阵雨,87
2019-03-02 20:35:00,6℃,75%,135,3级,无持续风向,阴,189
2019-03-02 21:35:00,6℃,77%,109,2级,无持续风向,阴,5376
2019-03-02 22:35:00,6℃,79%,93,2级,无持续风向,阴,4601
2019-03-02 23:25:00,6℃,80%,82,2级,无持续风向,阴,4480
2019-03-01 01:35:00,6℃,92%,107,2级,无持续风向,阴,4995
2019-03-01 02:35:00,6℃,92%,105,2级,无持续风向,阴,4262
2019-03-01 03:25:00,6℃,91%,109,2级,无持续风向,阴,4781
2019-03-01 04:20:00,6℃,91%,109,2级,无持续风向,阴,4529
2019-03-01 20:35:00,7℃,75%,85,2级,无持续风向,阴,183
2019-03-01 21:35:00,7℃,79%,112,2级,无持续风向,阴,4734
2019-03-01 22:35:00,6℃,84%,112,2级,无持续风向,阴,5370
2019-03-01 23:25:00,6℃,86%,129,1级,无持续风向,多云,4237
2019-02-28 01:35:00,5℃,99%,64,1级,无持续风向,阴,4954
2019-02-28 02:35:00,5℃,99%,67,2级,无持续风向,阴,4945
2019-02-28 03:35:00,5℃,98%,69,1级,无持续风向,阴,76
2019-02-28 04:10:00,5℃,99%,70,1级,无持续风向,阴,4751
2019-02-28 20:35:00,7℃,86%,92,2级,无持续风向,阴,6032
2019-02-28 21:30:00,6℃,90%,102,0级,无持续风向,阴,3029
2019-02-28 22:35:00,6℃,93%,107,1级,无持续风向,阴,232
2019-02-28 23:25:00,6℃,95%,107,1级,无持续风向,阴,5701
2019-02-27 01:35:00,5℃,94%,38,2级,无持续风向,多云,5024
2019-02-27 02:35:00,5℃,94%,38,2级,无持续风向,阴,3107
2019-02-27 03:35:00,5℃,96%,33,2级,无持续风向,阴,5246
2019-02-27 04:35:00,4℃,94%,35,3级,无持续风向,阴,90
2019-02-27 20:35:00,5℃,96%,49,1级,无持续风向,阴,5839
2019-02-27 21:35:00,5℃,96%,54,2级,无持续风向,阴,5531
2019-02-27 22:35:00,5℃,97%,55,1级,无持续风向,阴,5322
2019-02-27 23:25:00,5℃,98%,58,1级,无持续风向,阴,4668
2019-02-26 01:35:00,4℃,89%,212,1级,无持续风向,多云,88
2019-02-26 02:35:00,3℃,92%,222,2级,无持续风向,多云,5307
2019-02-26 03:35:00,4℃,82%,219,1级,无持续风向,多云,76
2019-02-26 04:35:00,4℃,83%,209,2级,无持续风向,多云,596
2019-02-26 20:35:00,5℃,98%,93,2级,无持续风向,阴,5091
2019-02-26 21:35:00,5℃,98%,80,2级,无持续风向,阴,5290
2019-02-26 22:35:00,5℃,94%,64,3级,无持续风向,阴,4565
2019-02-26 23:25:00,5℃,93%,53,2级,无持续风向,多云,4950
2019-02-25 01:35:00,1℃,98%,175,1级,无持续风向,多云,4246
2019-02-25 02:35:00,0℃,97%,165,1级,无持续风向,多云,4937
2019-02-25 03:35:00,0℃,98%,152,1级,无持续风向,多云,81
2019-02-25 04:35:00,0℃,99%,150,1级,无持续风向,多云,80
2019-02-25 20:35:00,6℃,78%,139,2级,无持续风向,阴,5756
2019-02-25 21:35:00,5℃,83%,159,2级,无持续风向,阴,170
2019-02-25 22:35:00,5℃,84%,176,1级,无持续风向,多云,4854
2019-02-25 23:25:00,5℃,82%,189,1级,无持续风向,多云,106
2019-02-24 01:35:00,-1℃,99%,147,0级,无持续风向,雾,6256
2019-02-24 02:35:00,-1℃,99%,139,1级,无持续风向,雾,4831
2019-02-24 03:35:00,-2℃,99%,130,0级,无持续风向,雾,4732
2019-02-24 04:30:00,-2℃,99%,125,1级,无持续风向,雾,82
2019-02-24 20:35:00,4℃,82%,134,0级,无持续风向,多云,5712
2019-02-24 21:40:00,2℃,93%,159,0级,无持续风向,多云,4374
2019-02-24 22:35:00,2℃,91%,166,1级,无持续风向,多云,4433
2019-02-24 23:25:00,1℃,95%,166,1级,无持续风向,多云,4235
2019-02-23 01:35:00,0℃,99%,64,1级,无持续风向,阴,76
2019-02-23 02:35:00,0℃,99%,57,1级,无持续风向,阴,85
2019-02-23 03:35:00,0℃,99%,55,1级,无持续风向,阴,86
2019-02-23 04:35:00,0℃,99%,58,1级,无持续风向,阴,83
2019-02-23 20:35:00,4℃,94%,166,1级,无持续风向,晴,186
2019-02-23 21:35:00,2℃,96%,168,1级,无持续风向,晴,4217
2019-02-23 22:30:00,1℃,98%,166,1级,无持续风向,晴,4984
2019-02-23 23:25:00,1℃,99%,159,1级,无持续风向,晴,4650
2019-02-22 01:35:00,0℃,99%,64,2级,无持续风向,雨夹雪,88
2019-02-22 02:35:00,0℃,99%,59,1级,无持续风向,雨夹雪,5114
2019-02-22 03:35:00,0℃,99%,59,0级,无持续风向,雨夹雪,4247
2019-02-22 04:35:00,0℃,99%,57,0级,无持续风向,雨夹雪,4595
2019-02-22 20:35:00,1℃,95%,92,1级,无持续风向,晴,4221
2019-02-22 21:35:00,0℃,98%,89,1级,无持续风向,晴,4821
2019-02-22 22:35:00,0℃,99%,84,2级,无持续风向,晴,4236
2019-02-22 23:25:00,0℃,99%,79,2级,无持续风向,阴,4429
2019-02-21 01:35:00,4℃,92%,139,2级,无持续风向,多云,6066
2019-02-21 02:35:00,4℃,93%,148,2级,无持续风向,多云,5713
2019-02-21 03:35:00,4℃,93%,158,2级,无持续风向,多云,88
2019-02-21 04:35:00,4℃,93%,163,2级,无持续风向,多云,6188
