,uptime,temperature,humidity,aqi,winp,wind,weather,rtu4
261,2020-04-20 21:00:00,13,99,65,2,6,1,0.0
263,2020-04-20 23:00:00,14,99,84,1,1,1,0.0
264,2020-04-19 02:04:00,12,99,77,2,3,0,0.0
265,2020-04-19 03:08:00,12,99,68,2,3,0,0.0
266,2020-04-19 04:05:00,12,99,55,2,3,0,0.0
275,2020-04-18 20:09:00,12,99,67,2,3,0,0.0
276,2020-04-18 21:01:00,12,99,74,2,5,1,0.0
277,2020-04-18 22:13:00,12,99,80,2,5,0,0.0
278,2020-04-18 22:59:00,12,99,82,2,3,1,0.0
325,2020-04-11 01:00:00,10,95,52,2,3,0,0.0
326,2020-04-11 02:08:00,9,98,42,2,3,1,0.0
327,2020-04-11 03:06:00,9,99,29,3,3,0,0.0
328,2020-04-11 04:10:00,8,99,30,3,3,1,0.0
401,2020-04-01 01:01:00,9,99,36,2,3,1,0.0
402,2020-04-01 02:12:00,9,99,43,2,7,1,0.0
403,2020-04-01 02:59:00,9,99,49,1,7,1,0.0
404,2020-04-01 03:57:00,10,99,49,2,3,1,0.0
411,2020-03-31 04:13:00,8,97,43,2,3,1,0.0
412,2020-03-31 04:52:00,8,99,46,1,3,0,0.0
413,2020-03-31 20:03:00,9,99,21,2,7,0,0.0
414,2020-03-31 21:05:00,10,99,23,2,7,1,0.0
415,2020-03-31 22:14:00,10,99,23,1,7,0,0.0
416,2020-03-31 23:08:00,10,99,25,2,1,1,0.0
428,2020-03-29 03:56:00,5,97,42,2,2,0,0.0
429,2020-03-29 04:59:00,5,98,35,2,4,0,0.0
430,2020-03-29 20:00:00,5,95,16,2,0,0,0.0
431,2020-03-29 21:02:00,5,94,17,2,0,1,0.0
432,2020-03-29 21:52:00,5,94,20,2,5,1,0.0
433,2020-03-29 23:04:00,5,95,20,2,3,1,0.0
434,2020-03-28 02:03:00,4,96,25,3,5,0,0.0
435,2020-03-28 02:53:00,3,97,22,3,0,0,0.0
436,2020-03-28 04:04:00,2,98,21,2,5,0,0.0
441,2020-03-27 02:04:00,9,95,16,3,3,0,0.0
442,2020-03-27 02:54:00,8,97,18,4,3,1,0.0
443,2020-03-27 04:00:00,8,98,17,2,3,1,0.0
444,2020-03-27 04:56:00,7,98,19,3,3,1,0.0
445,2020-03-27 20:04:00,7,91,46,2,3,0,0.0
446,2020-03-27 20:58:00,7,91,48,2,3,0,0.0
447,2020-03-27 22:07:00,7,91,43,2,3,0,0.0
448,2020-03-27 23:01:00,7,95,35,2,3,0,0.0
449,2020-03-26 01:04:00,17,99,32,1,3,1,0.0
450,2020-03-26 02:04:00,17,99,29,1,3,1,0.0
451,2020-03-26 03:07:00,17,99,30,2,3,1,0.0
453,2020-03-26 20:06:00,16,99,32,2,3,0,0.0
454,2020-03-26 20:57:00,15,99,48,3,3,0,0.0
455,2020-03-26 21:57:00,14,99,54,3,3,0,0.0
456,2020-03-26 23:12:00,12,99,53,4,3,0,0.0
460,2020-03-25 20:03:00,18,99,33,2,4,1,0.0
461,2020-03-25 20:55:00,17,99,39,2,4,1,0.0
462,2020-03-25 21:53:00,17,99,33,2,4,1,0.0
463,2020-03-25 23:07:00,17,99,33,2,4,0,0.0
480,2020-03-22 01:04:00,17,99,49,2,3,2,0.0
481,2020-03-22 01:40:00,17,99,49,2,2,1,0.0
482,2020-03-22 02:33:00,17,99,50,0,8,2,0.0
483,2020-03-22 03:35:00,17,99,49,0,8,2,0.0
484,2020-03-22 04:45:00,17,99,52,2,3,2,0.0
492,2020-03-21 20:13:00,18,99,45,2,4,0,0.0
493,2020-03-21 21:03:00,18,99,45,2,6,0,0.0
494,2020-03-21 22:04:00,18,99,45,2,1,0,0.0
495,2020-03-21 23:01:00,18,99,49,1,2,0,0.0
576,2020-03-10 01:52:00,8,99,84,3,7,3,0.0
578,2020-03-10 04:02:00,8,98,67,2,7,3,0.0
584,2020-03-09 01:08:00,11,97,50,2,5,1,0.0
585,2020-03-09 02:05:00,11,97,52,2,3,1,0.0
586,2020-03-09 02:54:00,10,98,48,2,3,0,0.0
587,2020-03-09 04:10:00,10,99,49,2,3,1,0.0
588,2020-03-09 04:52:00,10,99,46,2,3,1,0.0
589,2020-03-09 20:08:00,9,98,127,2,7,0,0.0
590,2020-03-09 21:02:00,9,99,133,3,7,0,0.0
591,2020-03-09 22:10:00,9,99,139,3,7,1,0.0
592,2020-03-09 22:55:00,9,99,169,3,7,1,0.0
653,2020-02-29 01:12:00,5,99,48,1,1,0,0.0
654,2020-02-29 02:05:00,5,99,46,1,1,0,0.0
655,2020-02-29 03:05:00,5,99,40,2,3,0,0.0
656,2020-02-29 03:57:00,5,99,39,2,7,1,0.0
665,2020-02-28 20:09:00,5,99,43,0,8,0,0.0
666,2020-02-28 20:53:00,5,99,45,1,6,1,0.0
667,2020-02-28 22:09:00,5,99,45,2,1,0,0.0
668,2020-02-28 23:08:00,5,99,48,1,1,0,0.0
672,2020-02-27 20:02:00,8,89,62,2,5,1,0.0
757,2020-02-15 01:04:00,7,98,60,5,7,1,0.0
758,2020-02-15 01:54:00,6,98,36,4,7,1,0.0
759,2020-02-15 02:59:00,4,98,16,4,7,1,0.0
762,2020-02-15 21:10:00,-2,97,25,2,7,1,0.0
763,2020-02-15 22:00:00,-2,96,22,2,1,1,0.0
764,2020-02-15 22:58:00,-2,98,21,3,1,1,0.0
820,2020-02-07 02:14:00,3,99,23,2,5,1,0.0
822,2020-02-07 04:05:00,3,99,22,2,5,1,0.0
831,2020-02-06 20:05:00,3,97,32,3,5,0,0.0
832,2020-02-06 20:57:00,3,95,26,3,5,0,0.0
833,2020-02-06 22:15:00,3,96,30,2,5,0,0.0
834,2020-02-06 23:13:00,3,97,28,2,5,0,0.0
903,2020-01-27 01:05:00,0,99,70,2,3,5,0.0
904,2020-01-27 02:11:00,0,99,69,2,3,5,0.0
905,2020-01-27 03:05:00,0,99,64,2,7,1,0.0
906,2020-01-27 04:09:00,0,99,62,2,3,5,0.0
907,2020-01-27 04:58:00,0,99,70,2,7,0,0.0
908,2020-01-27 21:12:00,1,99,88,1,1,1,0.0
913,2020-01-26 02:52:00,3,97,54,3,5,1,0.0
916,2020-01-26 21:14:00,0,99,50,1,7,6,0.0
917,2020-01-26 22:13:00,0,99,53,2,7,6,0.0
918,2020-01-26 23:06:00,0,99,55,2,3,1,0.0
922,2020-01-25 04:57:00,3,97,28,3,5,1,0.0
929,2020-01-24 04:09:00,5,97,33,2,5,0,0.0
945,2020-01-22 20:09:00,5,99,178,1,7,1,0.0
987,2020-01-16 01:00:00,0,99,53,2,3,1,0.0
988,2020-01-16 02:00:00,0,99,43,2,3,5,0.0
989,2020-01-16 03:00:00,0,99,40,2,3,5,0.0
990,2020-01-16 04:00:00,0,99,30,2,3,1,0.0
991,2020-01-16 04:49:00,0,99,26,2,3,1,0.0
992,2020-01-16 21:00:00,2,99,35,2,3,1,0.0
998,2020-01-15 20:10:00,0,99,74,2,3,1,0.0
999,2020-01-15 21:03:00,0,99,73,2,3,1,0.0
1000,2020-01-15 22:00:00,0,99,63,2,3,1,0.0
1001,2020-01-15 23:00:00,0,99,54,2,3,1,0.0
1023,2020-01-11 02:02:00,2,99,30,2,3,1,0.0
1024,2020-01-11 02:58:00,2,99,32,1,7,1,0.0
1027,2020-01-11 20:05:00,2,99,65,2,1,3,0.0
1028,2020-01-11 20:42:00,2,99,103,2,1,3,0.0
1034,2020-01-10 20:02:00,3,99,26,2,3,0,0.0
1035,2020-01-10 20:34:00,3,99,28,2,3,0,0.0
1036,2020-01-10 22:02:00,2,99,30,2,3,1,0.0
1037,2020-01-10 22:56:00,3,99,28,2,3,0,0.0
1038,2020-01-09 01:09:00,0,99,35,2,5,6,0.0
1039,2020-01-09 01:57:00,0,99,29,2,5,6,0.0
1040,2020-01-09 03:07:00,0,99,20,1,5,6,0.0
1041,2020-01-09 04:05:00,0,99,15,1,0,6,0.0
1042,2020-01-09 20:02:00,1,98,59,2,3,1,0.0
1053,2020-01-08 23:04:00,0,99,58,2,0,6,0.0
1054,2020-01-07 02:03:00,4,99,26,2,1,1,0.0
1055,2020-01-07 02:56:00,4,99,27,2,7,0,0.0
1056,2020-01-07 03:45:00,3,99,27,2,1,1,0.0
1063,2020-01-06 20:51:00,5,99,25,2,7,1,0.0
1113,2019-12-30 03:59:00,1,99,72,2,1,3,0.0
1141,2019-12-26 01:05:00,6,99,19,4,7,0,0.0
1142,2019-12-26 02:02:00,6,99,19,3,7,1,0.0
1143,2019-12-26 03:02:00,5,99,32,3,7,1,0.0
1144,2019-12-26 03:51:00,5,99,33,3,7,1,0.0
1148,2019-12-25 02:06:00,7,99,52,2,5,2,0.0
1149,2019-12-25 02:58:00,7,99,55,2,5,2,0.0
1150,2019-12-25 04:04:00,7,99,52,2,5,1,0.0
1151,2019-12-25 04:56:00,7,99,49,1,0,0,0.0
1152,2019-12-25 20:59:00,7,99,42,3,7,1,0.0
1153,2019-12-25 22:05:00,7,99,28,3,7,0,0.0
1154,2019-12-25 22:58:00,7,99,25,3,7,1,0.0
1155,2019-12-24 02:06:00,5,99,95,3,5,0,0.0
1156,2019-12-24 02:54:00,5,99,90,3,5,1,0.0
1157,2019-12-24 03:53:00,5,99,85,3,5,1,0.0
1158,2019-12-24 20:02:00,6,99,40,2,0,1,0.0
1159,2019-12-24 20:56:00,6,99,36,1,5,1,0.0
1160,2019-12-24 21:59:00,6,99,38,1,5,1,0.0
1161,2019-12-24 22:46:00,6,99,36,2,3,1,0.0
1165,2019-12-23 21:10:00,6,99,75,2,5,0,0.0
1166,2019-12-23 21:47:00,6,99,78,2,5,1,0.0
1167,2019-12-23 23:02:00,6,99,84,3,5,1,0.0
1168,2019-12-22 02:00:00,6,99,74,2,3,1,0.0
1169,2019-12-22 03:01:00,5,99,70,2,1,1,0.0
1170,2019-12-22 03:59:00,4,99,68,1,1,1,0.0
1171,2019-12-22 04:58:00,3,99,68,2,6,1,0.0
1182,2019-12-21 20:58:00,6,97,97,1,6,0,0.0
1183,2019-12-21 22:10:00,6,99,102,1,6,0,0.0
1184,2019-12-21 22:56:00,6,99,100,2,1,1,0.0
1194,2019-12-19 01:01:00,2,99,26,1,1,3,0.0
1195,2019-12-19 01:50:00,2,99,23,1,1,3,0.0
1196,2019-12-19 03:03:00,2,99,28,2,3,3,0.0
1197,2019-12-19 03:47:00,1,99,28,1,7,3,0.0
1202,2019-12-18 01:43:00,5,88,132,2,3,1,0.0
1206,2019-12-18 20:04:00,2,97,26,0,8,0,0.0
1207,2019-12-18 20:55:00,2,97,26,0,8,0,0.0
1208,2019-12-18 21:57:00,2,98,26,1,1,1,0.0
1209,2019-12-18 23:04:00,2,99,26,1,1,0,0.0
1210,2019-12-17 02:06:00,6,97,59,3,1,1,0.0
1211,2019-12-17 03:01:00,6,97,33,3,1,1,0.0
1212,2019-12-17 03:46:00,6,97,28,2,1,1,0.0
1213,2019-12-17 21:00:00,5,99,104,2,7,1,0.0
1214,2019-12-17 21:51:00,5,99,109,2,7,1,0.0
1215,2019-12-17 22:50:00,5,99,119,2,7,1,0.0
1304,2019-12-02 03:04:00,1,99,143,2,1,3,0.0
1305,2019-12-02 04:09:00,2,96,145,2,1,3,0.0
1309,2019-12-01 01:57:00,5,99,45,3,7,0,0.0
1310,2019-12-01 02:53:00,5,98,52,2,7,0,0.0
1311,2019-12-01 03:52:00,5,98,58,2,7,0,0.0
1321,2019-11-30 20:05:00,6,99,60,2,7,1,0.0
1322,2019-11-30 20:50:00,5,99,58,2,7,0,0.0
1323,2019-11-30 21:35:00,5,99,59,2,7,1,0.0
1324,2019-11-30 22:59:00,5,99,59,3,7,0,0.0
1330,2019-11-27 02:03:00,5,99,29,3,5,0,0.0
1331,2019-11-27 03:02:00,5,99,30,3,5,0,0.0
1332,2019-11-27 04:00:00,4,99,29,2,5,0,0.0
1333,2019-11-27 04:56:00,3,97,25,4,5,0,0.0
1339,2019-11-26 22:07:00,5,97,29,2,5,0,0.0
1348,2019-10-12 04:15:00,17,96,98,2,7,3,0.0
1349,2019-10-12 20:05:00,18,99,51,1,7,1,0.0
1350,2019-10-12 21:10:00,18,99,48,1,7,1,0.0
1351,2019-10-12 22:05:00,18,95,50,2,3,1,0.0
1356,2019-10-11 04:15:00,18,91,38,1,7,3,0.0
1393,2019-10-06 01:15:00,14,94,12,1,5,1,0.0
1394,2019-10-06 02:15:00,14,90,14,2,5,1,0.0
1405,2019-10-05 20:05:00,14,99,18,2,5,0,0.0
1406,2019-10-05 21:15:00,14,99,20,2,5,1,0.0
1407,2019-10-05 22:15:00,14,97,18,2,5,1,0.0
1408,2019-10-05 23:15:00,14,96,18,2,5,1,0.0
1419,2019-10-03 03:15:00,18,99,55,1,3,4,0.0
1437,2019-10-01 20:15:00,23,86,44,2,5,3,0.0
1468,2019-09-27 20:15:00,21,79,77,1,6,3,0.0
1538,2019-09-17 20:15:00,22,86,79,2,3,1,0.0
1552,2019-09-15 03:05:00,22,90,27,2,3,1,0.0
1574,2019-09-11 01:15:00,23,97,43,2,5,3,0.0
1576,2019-09-11 03:15:00,23,99,43,1,0,3,0.0
1586,2019-09-10 20:10:00,26,80,54,2,5,4,0.0
1589,2019-09-10 23:05:00,24,91,50,2,5,3,0.0
1606,2019-09-07 01:15:00,20,97,59,2,1,3,0.0
1617,2019-09-06 04:15:00,22,99,43,1,3,3,0.0
1626,2019-09-05 20:15:00,22,93,41,1,5,4,0.0
1628,2019-09-05 22:15:00,21,98,51,1,5,4,0.0
1629,2019-09-05 23:15:00,21,98,44,1,5,3,0.0
1630,2019-09-04 01:15:00,21,97,15,1,5,3,0.0
1631,2019-09-04 02:15:00,21,97,15,2,5,3,0.0
1632,2019-09-04 03:15:00,20,96,15,2,3,3,0.0
1633,2019-09-04 04:15:00,20,93,16,2,5,3,0.0
1634,2019-09-04 20:15:00,22,91,36,1,5,4,0.0
1635,2019-09-04 21:15:00,21,92,48,1,3,4,0.0
1636,2019-09-04 22:15:00,21,93,54,1,5,4,0.0
1642,2019-09-03 20:15:00,22,90,20,2,5,3,0.0
1643,2019-09-03 21:15:00,21,95,20,2,0,3,0.0
1644,2019-09-03 22:15:00,21,96,19,2,5,3,0.0
1645,2019-09-03 23:15:00,21,96,19,2,0,3,0.0
1646,2019-09-02 01:15:00,20,98,39,2,5,3,0.0
1647,2019-09-02 02:15:00,20,98,37,2,5,1,0.0
1648,2019-09-02 03:15:00,20,98,35,2,5,1,0.0
1649,2019-09-02 04:10:00,20,99,35,2,5,1,0.0
1650,2019-09-02 20:10:00,23,77,43,1,4,1,0.0
1652,2019-09-02 22:10:00,22,91,51,1,1,1,0.0
1657,2019-09-01 04:10:00,23,93,54,2,0,1,0.0
1658,2019-09-01 20:15:00,20,89,30,2,5,3,0.0
1659,2019-09-01 21:15:00,20,93,31,2,0,3,0.0
1660,2019-09-01 22:15:00,20,93,33,1,0,3,0.0
1661,2019-09-01 23:15:00,20,96,34,2,5,3,0.0
1666,2019-08-31 20:10:00,22,86,58,2,5,1,0.0
1672,2019-08-30 03:15:00,21,88,52,2,7,3,0.0
1673,2019-08-30 04:15:00,20,94,55,2,7,3,0.0
1674,2019-08-30 20:15:00,23,78,46,2,3,1,0.0
1678,2019-08-29 01:15:00,22,98,41,2,2,3,0.0
1679,2019-08-29 02:15:00,22,98,34,1,2,3,0.0
1680,2019-08-29 03:10:00,22,99,35,1,1,3,0.0
1681,2019-08-29 20:15:00,27,81,49,2,6,3,0.0
1682,2019-08-29 21:15:00,26,77,34,1,1,3,0.0
1685,2019-08-28 01:15:00,25,97,16,2,5,1,0.0
1686,2019-08-28 02:15:00,25,97,12,1,5,1,0.0
1687,2019-08-28 03:15:00,25,97,12,2,3,1,0.0
1688,2019-08-28 04:15:00,25,96,12,2,3,1,0.0
1689,2019-08-28 20:15:00,23,95,40,1,2,1,0.0
1690,2019-08-28 21:15:00,23,96,50,2,6,1,0.0
1691,2019-08-28 22:15:00,23,94,51,1,2,1,0.0
1692,2019-08-28 23:15:00,23,95,51,0,8,3,0.0
1693,2019-08-27 01:15:00,26,99,52,2,7,1,0.0
1694,2019-08-27 02:15:00,26,99,52,2,3,1,0.0
1695,2019-08-27 03:15:00,26,99,52,1,3,1,0.0
1696,2019-08-27 04:15:00,26,99,54,1,7,1,0.0
1697,2019-08-27 20:15:00,26,93,34,3,3,3,0.0
1698,2019-08-27 21:15:00,25,93,28,2,3,3,0.0
1699,2019-08-27 22:15:00,25,93,22,2,5,3,0.0
1700,2019-08-27 23:15:00,25,96,14,2,3,1,0.0
1701,2019-08-26 01:15:00,26,94,35,2,5,3,0.0
1702,2019-08-26 02:10:00,26,95,29,2,5,3,0.0
1703,2019-08-26 03:10:00,25,96,25,2,5,3,0.0
1704,2019-08-26 04:15:00,25,97,26,2,3,3,0.0
1705,2019-08-26 20:15:00,27,91,46,3,5,3,0.0
1706,2019-08-26 21:15:00,27,94,59,2,5,3,0.0
1707,2019-08-26 22:15:00,27,98,58,1,3,3,0.0
1708,2019-08-26 23:15:00,27,99,61,1,5,1,0.0
1710,2019-08-25 02:10:00,24,74,54,2,5,3,0.0
1711,2019-08-25 03:10:00,24,78,59,2,5,3,0.0
1712,2019-08-25 04:15:00,24,82,65,2,5,3,0.0
1713,2019-08-25 20:10:00,28,85,61,3,5,3,0.0
1714,2019-08-25 21:10:00,28,86,57,3,5,3,0.0
1715,2019-08-25 22:10:00,27,86,51,3,5,3,0.0
1716,2019-08-25 23:15:00,27,88,54,3,5,3,0.0
1717,2019-08-24 01:05:00,24,77,61,2,0,3,0.0
1718,2019-08-24 02:15:00,23,83,65,1,5,3,0.0
1720,2019-08-24 04:15:00,23,85,65,1,5,3,0.0
1721,2019-08-24 20:10:00,27,57,74,3,5,3,0.0
1723,2019-08-24 22:10:00,26,54,44,3,5,3,0.0
1724,2019-08-24 23:10:00,25,61,52,2,5,3,0.0
1727,2019-08-23 03:15:00,25,85,56,1,3,3,0.0
1728,2019-08-23 04:10:00,25,87,55,1,3,3,0.0
1729,2019-08-23 20:15:00,27,62,62,2,5,4,0.0
1730,2019-08-23 21:15:00,27,66,63,2,5,4,0.0
1732,2019-08-23 23:15:00,26,69,61,2,0,3,0.0
1733,2019-08-22 01:15:00,25,86,54,2,5,4,0.0
1734,2019-08-22 02:15:00,25,88,50,2,5,4,0.0
1735,2019-08-22 03:15:00,25,88,49,1,5,4,0.0
1736,2019-08-22 04:10:00,25,86,53,2,3,4,0.0
1737,2019-08-22 20:15:00,27,78,69,1,3,3,0.0
1738,2019-08-22 21:15:00,27,80,73,2,3,3,0.0
1739,2019-08-22 22:15:00,26,85,72,2,5,3,0.0
1740,2019-08-22 23:15:00,26,83,63,2,5,3,0.0
1741,2019-08-21 01:15:00,25,89,70,1,5,4,0.0
1742,2019-08-21 02:15:00,24,90,71,2,5,4,0.0
1743,2019-08-21 03:15:00,24,92,68,1,0,4,0.0
1744,2019-08-21 04:15:00,24,95,69,2,5,4,0.0
1745,2019-08-21 20:15:00,27,72,68,2,5,3,0.0
1746,2019-08-21 21:15:00,27,79,67,2,5,3,0.0
1747,2019-08-21 22:15:00,26,81,66,2,5,3,0.0
1748,2019-08-21 23:15:00,26,83,63,2,5,4,0.0
1749,2019-08-20 01:15:00,24,81,51,2,0,4,0.0
1750,2019-08-20 02:15:00,24,84,48,2,5,4,0.0
1752,2019-08-20 04:15:00,23,87,41,2,0,4,0.0
1753,2019-08-20 20:15:00,27,77,69,1,3,4,0.0
1754,2019-08-20 21:15:00,26,88,70,1,5,4,0.0
1755,2019-08-20 22:15:00,26,78,71,2,3,4,0.0
1756,2019-08-20 23:15:00,25,82,74,1,5,4,0.0
1758,2019-08-19 02:10:00,24,77,56,3,5,3,0.0
1761,2019-08-19 20:15:00,27,68,89,2,5,4,0.0
1762,2019-08-19 21:15:00,25,74,59,2,5,4,0.0
1763,2019-08-19 22:15:00,25,74,66,2,5,4,0.0
1764,2019-08-19 23:15:00,25,76,59,2,5,4,0.0
1765,2019-08-18 01:15:00,25,83,53,2,5,1,0.0
1769,2019-08-18 20:10:00,27,66,95,2,5,4,0.0
1770,2019-08-18 21:10:00,26,71,60,2,5,4,0.0
1771,2019-08-18 22:10:00,26,65,56,2,0,4,0.0
1772,2019-08-18 23:10:00,26,66,53,2,0,3,0.0
1777,2019-08-17 20:10:00,27,75,55,2,5,4,0.0
1778,2019-08-17 21:10:00,26,80,48,2,5,4,0.0
1779,2019-08-17 22:10:00,26,77,40,2,5,4,0.0
1780,2019-08-17 23:15:00,26,75,36,2,5,1,0.0
1783,2019-08-16 03:15:00,23,98,72,0,8,4,0.0
1784,2019-08-16 04:15:00,22,99,57,1,2,4,0.0
1785,2019-08-16 20:05:00,29,66,65,2,2,4,0.0
1786,2019-08-16 20:45:00,29,65,62,2,2,4,0.0
1788,2019-08-16 23:15:00,28,74,63,1,2,4,0.0
1789,2019-08-15 01:15:00,24,98,37,1,1,4,0.0
1790,2019-08-15 02:15:00,24,99,46,1,1,4,0.0
1791,2019-08-15 03:15:00,24,99,49,1,3,4,0.0
1792,2019-08-15 04:15:00,24,99,53,1,7,4,0.0
1793,2019-08-15 20:15:00,26,90,46,0,8,4,0.0
1794,2019-08-15 21:15:00,24,95,54,1,2,4,0.0
1795,2019-08-15 22:15:00,24,96,58,0,8,4,0.0
1796,2019-08-15 23:15:00,24,98,62,0,8,4,0.0
1797,2019-08-14 01:15:00,24,97,57,1,3,4,0.0
1798,2019-08-14 02:15:00,24,96,53,1,3,4,0.0
1799,2019-08-14 03:15:00,24,95,53,2,3,4,0.0
1800,2019-08-14 04:15:00,24,97,55,1,5,4,0.0
1801,2019-08-14 20:10:00,27,85,40,1,7,3,0.0
1802,2019-08-14 21:15:00,26,90,36,1,3,3,0.0
1803,2019-08-14 22:15:00,26,90,39,1,3,3,0.0
1804,2019-08-14 23:15:00,25,94,40,1,7,4,0.0
1805,2019-08-13 01:15:00,23,99,44,1,3,4,0.0
1806,2019-08-13 02:15:00,23,99,46,1,3,4,0.0
1807,2019-08-13 03:15:00,22,99,52,1,2,2,0.0
1808,2019-08-13 04:15:00,22,99,57,1,2,4,0.0
1809,2019-08-13 20:10:00,28,80,54,2,3,4,0.0
1810,2019-08-13 21:15:00,27,83,50,2,3,4,0.0
1811,2019-08-13 22:15:00,27,87,51,2,3,4,0.0
1812,2019-08-13 23:15:00,26,93,53,1,3,4,0.0
1813,2019-08-12 01:10:00,23,94,19,2,1,4,0.0
1814,2019-08-12 02:10:00,23,89,18,3,1,4,0.0
1815,2019-08-12 03:10:00,23,91,17,2,1,4,0.0
1816,2019-08-12 04:10:00,23,89,17,3,1,4,0.0
1817,2019-08-12 20:15:00,24,95,33,2,2,4,0.0
1818,2019-08-12 21:15:00,24,96,32,0,8,4,0.0
1819,2019-08-12 22:15:00,23,98,39,1,2,4,0.0
1820,2019-08-12 23:15:00,23,99,45,0,8,4,0.0
1821,2019-08-11 01:15:00,24,99,6,4,7,0,0.0
1822,2019-08-11 02:10:00,24,99,8,3,7,0,0.0
1823,2019-08-11 03:15:00,24,99,8,4,1,0,0.0
1824,2019-08-11 04:15:00,24,99,5,4,7,0,0.0
