,uptime_1600013,temperature,humidity,aqi,winp,wind,weather,rtu4
226,2019-09-04 23:15:00,20,98,53,1,3,3,1.0
227,2019-09-03 01:00:00,22,92,40,1,3,1,1.0
239,2019-09-02 20:10:00,23,77,43,1,4,1,1.0
1045,2019-05-18 01:45:00,20,99,35,2,3,3,5.0
1059,2019-05-17 01:15:00,21,99,80,1,5,3,5.0
1060,2019-05-17 01:45:00,20,99,87,2,0,3,5.0
1061,2019-05-17 02:15:00,21,99,87,1,5,1,5.0
1062,2019-05-17 02:45:00,21,99,85,1,3,1,5.0
1071,2019-05-17 22:10:00,22,90,82,1,3,3,5.0
1074,2019-05-16 01:15:00,19,99,79,1,3,3,5.0
1075,2019-05-16 01:45:00,19,99,80,1,3,3,5.0
1080,2019-05-16 04:15:00,19,99,84,1,7,3,5.0
1087,2019-05-16 22:45:00,21,99,73,1,3,1,5.0
1088,2019-05-16 23:15:00,21,99,73,0,8,3,5.0
1089,2019-05-15 01:15:00,19,97,62,1,0,1,5.0
1090,2019-05-15 01:45:00,19,98,69,1,0,0,5.0
1091,2019-05-15 02:15:00,18,99,69,2,0,1,5.0
1092,2019-05-15 02:45:00,19,99,77,1,5,1,5.0
1104,2019-05-14 01:15:00,19,94,86,2,0,3,5.0
1105,2019-05-14 01:45:00,19,89,84,2,0,3,5.0
1106,2019-05-14 02:15:00,19,88,84,2,4,3,5.0
1107,2019-05-14 02:45:00,18,90,76,1,0,3,5.0
1108,2019-05-14 03:15:00,18,93,76,1,2,3,5.0
1109,2019-05-14 03:45:00,17,97,76,0,8,3,5.0
1110,2019-05-14 04:15:00,16,98,76,0,8,3,5.0
1111,2019-05-14 04:45:00,16,99,78,1,5,3,5.0
1117,2019-05-14 22:45:00,20,82,65,1,0,1,5.0
1118,2019-05-14 23:15:00,20,81,65,2,0,1,5.0
1138,2019-05-11 01:10:00,15,97,79,1,2,3,5.0
1139,2019-05-11 02:10:00,15,99,83,1,2,3,5.0
1140,2019-05-11 03:10:00,15,99,80,1,5,3,5.0
1156,2019-05-10 22:10:00,18,86,82,1,5,3,5.0
1157,2019-05-10 23:10:00,17,94,73,1,5,3,5.0
1353,2019-04-05 01:10:00,10,94,83,1,2,3,5.0
1354,2019-04-05 01:40:00,10,95,83,2,2,3,5.0
1355,2019-04-05 02:15:00,10,93,83,2,6,3,5.0
1357,2019-04-05 03:10:00,10,95,85,1,2,3,5.0
1358,2019-04-05 03:40:00,9,96,88,1,2,3,5.0
1359,2019-04-05 04:10:00,9,97,88,0,8,3,5.0
1368,2019-04-04 01:00:00,11,91,114,2,5,1,5.0
1369,2019-04-04 02:00:00,10,91,108,1,0,1,5.0
1371,2019-04-04 04:00:00,10,92,109,2,5,1,5.0
1373,2019-04-04 20:40:00,12,68,80,1,4,1,5.0
1374,2019-04-04 21:10:00,11,86,80,1,4,1,5.0
1375,2019-04-04 21:45:00,11,82,82,1,2,1,5.0
1376,2019-04-04 22:10:00,11,83,82,1,2,1,5.0
1377,2019-04-04 22:40:00,10,87,89,2,2,1,5.0
1379,2019-04-03 01:10:00,11,84,39,2,1,3,5.0
1380,2019-04-03 01:40:00,11,88,41,1,6,3,5.0
1381,2019-04-03 02:10:00,11,88,41,2,6,3,5.0
1384,2019-04-03 03:40:00,12,80,38,2,7,3,5.0
1390,2019-04-03 22:40:00,14,71,113,1,0,3,5.0
1391,2019-04-03 23:00:00,11,90,113,1,5,1,5.0
1400,2019-04-02 20:10:00,13,76,72,2,1,1,5.0
1405,2019-04-02 22:40:00,12,79,58,2,1,1,5.0
1406,2019-04-02 23:10:00,13,75,58,1,7,3,5.0
1423,2019-03-31 22:40:00,7,88,71,1,3,1,5.0
1424,2019-03-31 23:00:00,7,88,71,1,3,4,5.0
1506,2019-03-24 01:40:00,4,98,109,1,0,3,5.0
1507,2019-03-24 02:10:00,4,99,109,0,8,3,5.0
1510,2019-03-24 03:40:00,3,99,100,1,5,3,5.0
1511,2019-03-24 04:10:00,3,99,100,1,3,2,5.0
1520,2019-03-23 01:10:00,7,79,53,1,6,3,5.0
1522,2019-03-23 02:10:00,6,84,57,2,6,3,5.0
1523,2019-03-23 02:45:00,6,85,48,1,2,3,5.0
1548,2019-03-22 22:45:00,8,76,54,2,6,1,5.0
1556,2019-03-21 04:10:00,12,99,82,0,8,2,5.0
1564,2019-03-21 23:15:00,9,88,56,2,0,1,5.0
2073,2019-01-10 03:35:00,0,99,39,1,8,1,0.0
2074,2019-01-10 04:35:00,0,99,43,1,8,2,0.0
2075,2019-01-09 01:35:00,0,99,118,2,8,6,0.0
2107,2019-01-05 01:35:00,2,99,112,3,8,1,0.0
2108,2019-01-05 02:35:00,2,99,112,2,8,1,0.0
2109,2019-01-05 03:35:00,2,99,105,2,8,6,0.0
2110,2019-01-05 04:35:00,2,99,95,2,8,2,0.0
2111,2019-01-05 20:45:00,1,99,144,1,8,2,0.0
2112,2019-01-05 21:35:00,1,98,156,2,8,3,0.0
2115,2019-01-04 01:00:00,4,98,140,1,8,0,0.0
2116,2019-01-04 02:00:00,4,98,135,0,8,0,0.0
2117,2019-01-04 03:00:00,4,99,130,1,8,0,0.0
2118,2019-01-04 04:00:00,3,99,128,1,8,0,0.0
2119,2019-01-04 20:35:00,3,98,123,2,8,3,0.0
2120,2019-01-04 21:35:00,3,98,117,2,8,3,0.0
2121,2019-01-04 22:35:00,2,98,117,2,8,3,0.0
2122,2019-01-04 23:25:00,2,99,128,2,8,1,0.0
2123,2019-01-03 01:35:00,1,69,119,1,8,4,0.0
2124,2019-01-03 02:35:00,1,69,124,1,8,4,0.0
2125,2019-01-03 03:35:00,1,69,123,1,8,4,0.0
2126,2019-01-03 04:35:00,1,71,127,1,8,4,0.0
2127,2019-01-03 20:35:00,5,81,173,2,8,3,0.0
2128,2019-01-03 21:30:00,5,84,169,2,8,3,0.0
2129,2019-01-03 22:00:00,5,84,153,2,8,3,0.0
2130,2019-01-03 23:00:00,4,93,149,2,8,0,0.0
2131,2019-01-02 01:00:00,0,58,97,2,8,3,0.0
2132,2019-01-02 02:00:00,0,62,89,1,8,3,0.0
2133,2019-01-02 03:00:00,0,65,87,2,8,3,0.0
2134,2019-01-02 04:00:00,0,66,90,2,8,3,0.0
2135,2019-01-02 20:35:00,2,65,114,2,8,3,0.0
2136,2019-01-02 21:35:00,2,63,117,1,8,3,0.0
2137,2019-01-02 22:35:00,2,65,117,0,8,3,0.0
2138,2019-01-02 23:25:00,2,70,120,1,8,4,0.0
2141,2019-01-01 03:35:00,0,79,72,2,8,3,0.0
2142,2019-01-01 04:35:00,0,76,73,1,8,3,0.0
2143,2019-01-01 20:10:00,0,77,78,2,8,4,0.0
2144,2019-01-01 21:00:00,0,67,89,2,8,4,0.0
2145,2019-01-01 22:00:00,0,66,105,2,8,4,0.0
2146,2019-01-01 23:00:00,0,62,105,2,8,3,0.0
2147,2018-12-31 01:35:00,-4,92,54,1,5,3,0.0
2148,2018-12-31 02:35:00,-3,93,50,1,5,4,0.0
2149,2018-12-31 03:35:00,-3,92,52,1,5,4,0.0
2150,2018-12-31 04:35:00,-4,90,50,1,5,4,0.0
2155,2018-12-30 01:35:00,-1,45,54,2,5,5,0.0
2156,2018-12-30 02:35:00,-1,48,52,2,5,1,0.0
2157,2018-12-30 03:35:00,-1,48,52,2,0,5,0.0
2158,2018-12-30 04:35:00,-1,49,52,2,5,5,0.0
2159,2018-12-30 20:35:00,-2,91,65,1,5,1,0.0
2160,2018-12-30 21:35:00,-2,90,68,1,5,1,0.0
2161,2018-12-30 22:35:00,-2,89,67,1,0,1,0.0
2162,2018-12-30 23:25:00,-3,90,64,0,9,3,0.0
2163,2018-12-29 01:35:00,-3,47,54,2,5,4,0.0
2164,2018-12-29 02:35:00,-4,41,56,2,5,4,0.0
2165,2018-12-29 03:35:00,-4,42,59,2,5,4,0.0
2166,2018-12-29 04:35:00,-4,45,59,1,5,5,0.0
2167,2018-12-29 20:35:00,0,43,64,2,5,5,0.0
2168,2018-12-29 21:35:00,-1,43,59,1,3,5,0.0
2169,2018-12-29 22:35:00,-1,45,62,2,5,5,0.0
2170,2018-12-29 23:25:00,0,46,61,2,3,5,0.0
2171,2018-12-28 01:35:00,0,85,31,3,5,3,0.0
2172,2018-12-28 02:35:00,0,84,35,3,5,3,0.0
2173,2018-12-28 03:35:00,0,83,40,2,5,3,0.0
2174,2018-12-28 04:35:00,0,77,42,3,5,3,0.0
2175,2018-12-28 20:35:00,-2,41,43,3,5,4,0.0
2176,2018-12-28 21:35:00,-2,45,45,3,3,4,0.0
2177,2018-12-28 22:35:00,-2,46,50,2,3,4,0.0
2178,2018-12-28 23:25:00,-3,46,51,2,5,4,0.0
2183,2018-12-27 20:35:00,2,79,44,3,5,1,0.0
2184,2018-12-27 21:35:00,2,82,42,3,5,1,0.0
2185,2018-12-27 22:35:00,2,82,35,2,5,1,0.0
2186,2018-12-27 23:25:00,1,83,36,2,5,3,0.0
2223,2018-12-22 04:35:00,9,95,60,2,5,0,0.0
2249,2018-12-19 23:25:00,8,97,92,0,9,0,0.0
2265,2018-12-15 23:05:00,4,81,97,1,1,3,1.0
2270,2018-12-13 02:35:00,-3,94,200,0,9,4,0.0
2271,2018-12-13 04:35:00,-4,94,192,0,9,4,0.0
2274,2018-12-12 02:35:00,0,82,205,1,7,3,0.0
2275,2018-12-12 04:35:00,0,83,203,2,7,3,0.0
2276,2018-12-12 21:35:00,-2,92,198,0,9,4,0.0
2277,2018-12-12 23:05:00,-2,93,201,0,9,4,0.0
2280,2018-12-11 21:35:00,1,74,170,2,3,3,0.0
2281,2018-12-11 23:05:00,0,80,189,2,7,3,0.0
2284,2018-12-10 21:35:00,4,96,29,1,3,0,0.0
2292,2018-12-08 21:20:00,1,53,54,3,5,1,0.0
2304,2018-12-05 21:35:00,6,95,26,2,5,0,5.0
2305,2018-12-05 23:05:00,6,95,16,3,5,0,5.0
2307,2018-12-04 04:35:00,10,93,28,2,3,0,5.0
2308,2018-12-04 21:35:00,8,75,64,2,5,3,5.0
2312,2018-12-03 21:35:00,12,96,67,3,7,0,5.0
2335,2018-11-27 21:35:00,9,93,147,0,9,4,0.0
2357,2018-11-21 04:35:00,11,88,132,1,7,1,1.0
2418,2018-11-06 21:35:00,9,92,14,3,5,1,1.0
2420,2018-11-05 02:30:00,17,86,70,1,0,3,1.0
2421,2018-11-05 04:35:00,18,83,70,2,5,3,1.0
2426,2018-11-04 21:35:00,20,74,67,2,0,3,1.0
2427,2018-11-04 23:05:00,19,78,73,1,5,3,1.0
2430,2018-11-03 21:20:00,16,85,62,2,0,4,1.0
2431,2018-11-03 23:00:00,15,90,68,2,0,4,1.0
2441,2018-10-31 04:30:00,10,92,58,1,4,3,1.0
2444,2018-10-30 02:35:00,9,79,101,1,6,4,1.0
2445,2018-10-30 04:35:00,8,85,82,1,1,4,1.0
2448,2018-10-29 02:35:00,9,77,75,1,1,4,1.0
2449,2018-10-29 04:35:00,9,76,61,1,6,4,1.0
2451,2018-10-29 23:05:00,11,74,117,1,0,4,1.0
2452,2018-10-28 02:35:00,6,83,66,1,1,4,1.0
2453,2018-10-28 04:35:00,6,83,60,1,6,4,1.0
2454,2018-10-28 21:25:00,12,57,69,1,1,4,1.0
2455,2018-10-28 23:00:00,11,64,66,1,1,4,1.0
2456,2018-10-27 02:30:00,7,86,75,1,4,4,1.0
2457,2018-10-27 04:30:00,6,84,73,1,2,4,1.0
2458,2018-10-27 21:35:00,9,75,78,1,1,4,1.0
2459,2018-10-27 23:05:00,8,73,78,1,1,4,1.0
2460,2018-10-26 02:35:00,17,92,78,2,7,1,1.0
2461,2018-10-26 04:35:00,16,86,57,2,7,1,1.0
2462,2018-10-26 21:30:00,9,72,86,1,7,4,1.0
2463,2018-10-26 23:05:00,8,78,93,1,7,4,1.0
2467,2018-10-25 23:05:00,17,96,105,1,1,1,1.0
2468,2018-10-24 02:40:00,15,91,89,1,2,3,1.0
2469,2018-10-24 04:35:00,13,94,89,1,3,3,1.0
2472,2018-10-23 02:40:00,11,97,57,1,1,3,1.0
2473,2018-10-23 04:40:00,10,97,60,1,6,3,1.0
2474,2018-10-23 21:35:00,16,84,77,0,9,3,1.0
2475,2018-10-23 23:05:00,15,88,75,1,4,3,1.0
2476,2018-10-22 02:40:00,15,93,42,1,5,0,1.0
2477,2018-10-22 04:40:00,14,95,52,2,3,0,1.0
2478,2018-10-22 21:40:00,13,94,58,1,7,1,1.0
2479,2018-10-22 23:10:00,12,96,59,0,9,3,1.0
2480,2018-10-21 02:40:00,16,73,58,2,0,1,1.0
2481,2018-10-21 04:40:00,16,76,59,2,0,1,1.0
2482,2018-10-21 21:35:00,16,94,57,1,1,1,1.0
2483,2018-10-21 23:10:00,16,94,59,1,1,0,1.0
2484,2018-10-20 02:40:00,14,66,55,2,0,1,1.0
2485,2018-10-20 04:45:00,14,72,53,1,0,1,1.0
2486,2018-10-20 21:40:00,17,70,67,1,5,1,1.0
2487,2018-10-20 23:05:00,16,72,65,1,0,1,1.0
2489,2018-10-19 04:35:00,12,67,53,2,0,3,1.0
2490,2018-10-19 21:40:00,15,57,55,2,0,1,1.0
2491,2018-10-19 23:10:00,15,59,52,2,5,1,1.0
2494,2018-10-18 21:40:00,14,54,53,3,0,1,1.0
2495,2018-10-18 23:10:00,14,55,53,2,0,3,1.0
2566,2018-09-28 22:25:00,18,93,72,1,7,3,1.0
2609,2018-09-17 21:30:00,23,96,33,2,5,1,5.0
2614,2018-09-16 23:00:00,23,95,42,2,1,0,5.0
2622,2018-09-14 23:00:00,23,95,51,1,6,4,5.0
2641,2018-09-08 02:30:00,19,90,58,1,6,4,1.0
2642,2018-09-08 04:30:00,18,96,60,1,1,4,1.0
2644,2018-09-07 04:40:00,23,85,52,2,7,1,1.0
2645,2018-09-07 21:30:00,21,84,70,1,6,3,1.0
2646,2018-09-07 23:00:00,20,85,70,1,1,3,1.0
2647,2018-09-06 02:30:00,23,87,61,1,0,3,1.0
2648,2018-09-06 04:30:00,23,90,62,1,4,1,1.0
2657,2018-09-04 21:30:00,24,78,70,3,2,4,1.0
2658,2018-09-04 23:00:00,24,78,71,3,2,4,1.0
2659,2018-09-03 02:30:00,27,96,24,1,6,3,1.0
2660,2018-09-03 04:30:00,26,96,23,1,6,3,1.0
2661,2018-09-03 21:30:00,27,86,72,1,1,3,1.0
2664,2018-09-02 04:40:00,25,91,37,2,0,3,1.0
2667,2018-09-01 02:35:00,26,93,41,1,4,1,1.0
2669,2018-09-01 21:40:00,26,89,42,2,0,3,1.0
2670,2018-09-01 23:00:00,26,95,39,1,0,3,1.0
2671,2018-08-31 02:45:00,28,84,54,0,9,3,1.0
2672,2018-08-31 04:45:00,27,88,56,1,4,3,1.0
2673,2018-08-31 21:40:00,26,89,34,2,4,1,1.0
2674,2018-08-31 23:15:00,26,91,37,1,5,1,1.0
2675,2018-08-30 02:45:00,27,85,59,1,0,4,1.0
2676,2018-08-30 04:45:00,27,89,59,1,4,4,1.0
2677,2018-08-30 21:45:00,30,76,66,2,4,3,1.0
2678,2018-08-30 23:10:00,29,80,65,1,4,3,1.0
2679,2018-08-29 02:45:00,27,88,54,1,0,4,1.0
2682,2018-08-29 23:10:00,28,80,63,2,0,4,1.0
2691,2018-08-26 02:40:00,24,84,45,2,5,3,1.0
2692,2018-08-26 04:30:00,24,80,45,2,5,3,1.0
2693,2018-08-26 21:45:00,26,84,45,2,5,3,1.0
2694,2018-08-26 23:15:00,26,85,45,2,5,3,1.0
2695,2018-08-25 02:40:00,23,83,56,1,5,4,1.0
2696,2018-08-25 04:45:00,23,84,59,2,5,4,1.0
2697,2018-08-25 21:40:00,27,72,45,2,0,3,1.0
2698,2018-08-25 23:15:00,26,76,45,2,0,3,1.0
2701,2018-08-24 21:40:00,25,67,54,2,5,4,1.0
2702,2018-08-24 23:10:00,24,74,58,1,5,4,1.0
2703,2018-08-23 02:30:00,24,92,30,1,1,3,1.0
2705,2018-08-23 21:45:00,23,86,55,1,1,4,1.0
2706,2018-08-23 23:15:00,22,90,55,1,6,4,1.0
2707,2018-08-22 02:30:00,25,94,22,1,5,1,1.0
2708,2018-08-22 04:30:00,25,95,26,1,5,1,1.0
2709,2018-08-22 21:30:00,26,88,44,1,4,1,1.0
2710,2018-08-22 23:00:00,25,92,44,1,2,1,1.0
2711,2018-08-21 02:30:00,25,95,23,1,1,3,1.0
2712,2018-08-21 04:30:00,25,95,30,1,1,3,1.0
2713,2018-08-21 21:30:00,26,87,47,1,5,3,1.0
2714,2018-08-21 23:00:00,26,91,38,2,5,3,1.0
2715,2018-08-20 02:45:00,25,86,25,2,7,3,1.0
2716,2018-08-20 04:45:00,25,85,25,1,7,3,1.0
2717,2018-08-20 21:30:00,25,91,32,1,1,3,1.0
2718,2018-08-20 23:00:00,25,94,31,1,6,3,1.0
2719,2018-08-19 02:40:00,25,89,25,3,2,3,1.0
2720,2018-08-19 04:45:00,25,91,25,3,4,3,1.0
2723,2018-08-18 02:30:00,25,94,15,4,0,0,1.0
2724,2018-08-18 04:30:00,25,94,19,3,2,1,1.0
2727,2018-08-17 02:45:00,26,88,33,3,3,3,1.0
2728,2018-08-17 04:45:00,25,96,26,2,3,0,1.0
2733,2018-08-16 21:45:00,25,93,18,2,7,0,1.0
2734,2018-08-16 23:15:00,26,91,27,3,3,0,1.0
2736,2018-08-15 04:30:00,27,95,35,1,0,4,1.0
2739,2018-08-14 02:30:00,26,96,32,1,4,3,1.0
2740,2018-08-14 04:30:00,26,97,32,1,0,4,1.0
2745,2018-08-13 21:30:00,27,95,27,1,2,3,1.0
2747,2018-08-12 02:30:00,27,89,54,1,0,4,1.0
2748,2018-08-12 04:30:00,27,89,53,1,0,4,1.0
2759,2018-08-08 02:30:00,29,94,70,1,4,4,1.0
2760,2018-08-08 04:30:00,28,95,77,1,4,4,1.0
2762,2018-08-08 23:00:00,28,88,65,1,0,4,1.0
2764,2018-08-07 23:00:00,30,89,67,1,4,3,1.0
